Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
303434870.0,303434870.0,962225000.0,1030403000.0,6253856000.0,7269377000.0,4396319000.0,6253856000.0,22585000.0,6261559000.0,6395676000.0,6261559000.0,6261559000.0,5654689000.0,606870000.0,606870000.0,2004936000.0,170960000.0,,155809000.0,21692000.0,134117000.0,15151000.0,1833976000.0,56139000.0,874594000.0,893000.0,873701000.0,1335000.0,848292000.0,774000.0,847518000.0,8266495000.0,2036200000.0,99040000.0,37161000.0,190832000.0,190832000.0,7703000.0,7703000.0,1700930000.0,1700930000.0,14874000.0,1686056000.0,6230295000.0,508612000.0,2342754000.0,4913000.0,24137000.0,2522465000.0,827414000.0,781821000.0,45593000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,
238684890.0,238684890.0,1322989000.0,1512716000.0,3968646000.0,5468144000.0,2731652000.0,3968646000.0,23000000.0,3978428000.0,4469702000.0,3978428000.0,3978428000.0,3501058000.0,477370000.0,477370000.0,2875624000.0,520093000.0,967000.0,513423000.0,22149000.0,491274000.0,5703000.0,2355531000.0,32197000.0,999293000.0,851000.0,998442000.0,3387000.0,1232124000.0,,1232124000.0,6854052000.0,1766869000.0,40226000.0,,158302000.0,158302000.0,9782000.0,9782000.0,1557957000.0,1557957000.0,10601000.0,1547356000.0,5087183000.0,543308000.0,2125470000.0,7437000.0,24637000.0,1990223000.0,396108000.0,229381000.0,166727000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,
194183965.0,194183965.0,1399211000.0,1602349000.0,2939950000.0,4529770000.0,2717943000.0,2939950000.0,23397000.0,2950818000.0,4074014000.0,2950818000.0,2950818000.0,2562450000.0,388368000.0,388368000.0,2088283000.0,1151764000.0,,1145781000.0,22585000.0,1123196000.0,5983000.0,936519000.0,37379000.0,456568000.0,812000.0,455756000.0,842000.0,398149000.0,,398149000.0,5039101000.0,1384639000.0,10240000.0,,97722000.0,97722000.0,10868000.0,,1265482000.0,1265482000.0,,1265482000.0,3654462000.0,381770000.0,1130964000.0,4316000.0,18470000.0,1687692000.0,431250000.0,251509000.0,179741000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,
