Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.3,196614000.0,0.0,0.0,101343000.0,5257000.0,196614000.0,191357000.0,-14086000.0,14086000.0,101343000.0,101343000.0,19951000.0,131614286.0,131614286.0,0.77,0.77,101343000.0,101343000.0,0.0,101343000.0,101343000.0,101343000.0,75928000.0,177271000.0,50389000.0,0.0,-14086000.0,14086000.0,140968000.0,19951000.0,7365000.0,5257000.0,5257000.0,160919000.0,160919000.0,2023-09-30
0.0,0.3,119952000.0,0.0,0.0,25671000.0,5239000.0,119952000.0,114713000.0,-14264000.0,14264000.0,25671000.0,25671000.0,47954000.0,135110526.0,135110526.0,0.19,0.19,25671000.0,25671000.0,0.0,25671000.0,25671000.0,25671000.0,74778000.0,100449000.0,1836000.0,0.0,-14264000.0,14264000.0,112877000.0,47954000.0,34964000.0,5239000.0,5239000.0,160831000.0,160831000.0,2023-06-30
0.0,0.3,145165000.0,0.0,0.0,24678000.0,5317000.0,145165000.0,139848000.0,-5169000.0,12743000.0,24678000.0,24678000.0,22212000.0,,,,,24678000.0,24678000.0,0.0,24678000.0,24678000.0,24678000.0,102427000.0,127105000.0,1328000.0,0.0,-5169000.0,12743000.0,138530000.0,22114000.0,135983000.0,5317000.0,5317000.0,160742000.0,160742000.0,2023-03-31
0.0,0.3,146173000.0,0.0,0.0,59629000.0,5179000.0,146173000.0,140994000.0,-17769000.0,17769000.0,59629000.0,59629000.0,20552000.0,132508889.0,132508889.0,0.45,0.45,59629000.0,59629000.0,0.0,59629000.0,59629000.0,59629000.0,63596000.0,123225000.0,627000.0,0.0,-17769000.0,17769000.0,140367000.0,20552000.0,8302000.0,5179000.0,5179000.0,160919000.0,160919000.0,2022-12-31
0.0,0.3,146003000.0,0.0,0.0,52305000.0,5212000.0,146003000.0,140791000.0,-13351000.0,13351000.0,52305000.0,52305000.0,20611000.0,130762500.0,130762500.0,0.4,0.4,52305000.0,52305000.0,0.0,52305000.0,52305000.0,52305000.0,75135000.0,127440000.0,571000.0,0.0,-13351000.0,13351000.0,140220000.0,20611000.0,8473000.0,5212000.0,5212000.0,160831000.0,160831000.0,2024-06-30 00:00:00
