Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Tradeand Other Payables Non Current
45540314.0,45540314.0,604000000.0,13269000000.0,13299000000.0,4981000000.0,13269000000.0,604000000.0,13299000000.0,13299000000.0,13299000000.0,13299000000.0,12844000000.0,,,,455000000.0,455000000.0,15740000000.0,1505000000.0,91000000.0,,451000000.0,451000000.0,943000000.0,14235000000.0,2688000000.0,153000000.0,153000000.0,411000000.0,9975000000.0,,,9975000000.0,29039000000.0,9823000000.0,1225000000.0,,,320000000.0,97000000.0,97000000.0,30000000.0,,6421000000.0,,6421000000.0,1191000000.0,5230000000.0,,,,,19216000000.0,1998000000.0,,,6115000000.0,,,,,,5754000000.0,,,5349000000.0,2612000000.0,2737000000.0,,,2024-03-31,
45540314.0,45540314.0,628000000.0,13347000000.0,13382000000.0,5822000000.0,13347000000.0,628000000.0,13382000000.0,13382000000.0,13382000000.0,13382000000.0,12927000000.0,,,,455000000.0,455000000.0,15180000000.0,1490000000.0,75000000.0,,468000000.0,468000000.0,887000000.0,13690000000.0,2553000000.0,160000000.0,160000000.0,393000000.0,9463000000.0,,,9463000000.0,28562000000.0,9050000000.0,1565000000.0,,,293000000.0,92000000.0,92000000.0,35000000.0,,5775000000.0,,5775000000.0,684000000.0,5091000000.0,,,,,19512000000.0,1551000000.0,,,6059000000.0,,,,,,5650000000.0,,,6252000000.0,3555000000.0,2697000000.0,,,2023-09-30,
45540314.0,45540314.0,697000000.0,13122000000.0,13163000000.0,6043000000.0,13122000000.0,697000000.0,13163000000.0,13163000000.0,13163000000.0,13163000000.0,12708000000.0,12000000.0,7610000000.0,64000000.0,455000000.0,455000000.0,14242000000.0,1603000000.0,11000000.0,213000000.0,530000000.0,530000000.0,849000000.0,12639000000.0,1919000000.0,167000000.0,167000000.0,386000000.0,9338000000.0,303000000.0,100000000.0,8935000000.0,27405000000.0,8723000000.0,9000000.0,52000000.0,980000000.0,266000000.0,3000000.0,3000000.0,41000000.0,41000000.0,5795000000.0,-4281000000.0,10076000000.0,727000000.0,186000000.0,5603000000.0,2931000000.0,629000000.0,0.0,18682000000.0,1398000000.0,100000000.0,1086000000.0,5979000000.0,3573000000.0,135000000.0,2271000000.0,123000000.0,328000000.0,5523000000.0,-150000000.0,5673000000.0,5543000000.0,2396000000.0,3147000000.0,1911000000.0,1236000000.0,2023-03-31,
