Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Accrued Expenses,Cash Equivalents
0.0,258326000.0,258326000.0,19080100000.0,20836200000.0,11107900000.0,31920900000.0,270300000.0,11107900000.0,23200000.0,11107900000.0,31920900000.0,11107900000.0,11107900000.0,8524600000.0,,,2583300000.0,2583300000.0,25175100000.0,21542900000.0,,20823600000.0,10600000.0,20813000000.0,82900000.0,3632200000.0,1191400000.0,12600000.0,12600000.0,0.0,,1825900000.0,439600000.0,,439600000.0,36283000000.0,32380500000.0,76500000.0,,369400000.0,31889600000.0,,31889600000.0,40300000.0,31849300000.0,,,,,3902500000.0,588900000.0,800000.0,,,1382100000.0,,,,,0.0,,,1930700000.0,197800000.0,1732900000.0,,2024-03-31,,
,258326000.0,258326000.0,18251700000.0,18283500000.0,13309800000.0,31562100000.0,-1048400000.0,13309800000.0,31200000.0,13309800000.0,29360700000.0,13309800000.0,13309800000.0,10726500000.0,,,2583300000.0,2583300000.0,22336500000.0,17521200000.0,,16067300000.0,16400000.0,16050900000.0,335500000.0,4815300000.0,441500000.0,2216200000.0,14800000.0,2201400000.0,,262000000.0,1326900000.0,,1326900000.0,35646300000.0,31879400000.0,41300000.0,,369400000.0,31468700000.0,,31468700000.0,422100000.0,31046600000.0,,,,,3766900000.0,630300000.0,67600000.0,,,1275300000.0,,,,,688300000.0,,,1105400000.0,1104800000.0,600000.0,,2023-09-30,,
,258326000.0,258326000.0,15297700000.0,15482700000.0,15591200000.0,30898100000.0,-1548200000.0,15591200000.0,175800000.0,15591200000.0,29098200000.0,15591300000.0,15591200000.0,13008000000.0,7634400000.0,5368500000.0,2583300000.0,2583300000.0,21505800000.0,14934600000.0,467600000.0,13665000000.0,158000000.0,13507000000.0,346900000.0,6571200000.0,619000000.0,1817700000.0,17800000.0,1799900000.0,32100000.0,194600000.0,3982200000.0,581200000.0,3401000000.0,37097100000.0,32074100000.0,100000.0,109600000.0,369400000.0,31595000000.0,-14690300000.0,46285300000.0,422100000.0,599600000.0,36117100000.0,5819800000.0,3326700000.0,0.0,5023000000.0,65700000.0,,555000000.0,912600000.0,2963300000.0,272100000.0,1012900000.0,105100000.0,1573200000.0,517200000.0,-3800000.0,521000000.0,9200000.0,849600000.0,9200000.0,9200000.0,2023-03-31,,
