Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.037899,51841000.0,0.0,0.0,28635000.0,820125000.0,51841000.0,51841000.0,-22078000.0,22078000.0,28635000.0,28635000.0,877711000.0,,,,,28635000.0,28635000.0,0.0,28635000.0,28635000.0,0.0,28635000.0,1128000.0,29763000.0,11136000.0,0.0,-22078000.0,22078000.0,40705000.0,57586000.0,57586000.0,98291000.0,820125000.0,918416000.0,918416000.0,2024-03-31
0.0,0.185916,56670000.0,0.0,0.0,25178000.0,756941000.0,56670000.0,56670000.0,-25742000.0,25742000.0,25178000.0,25178000.0,800185000.0,96838462.0,96838462.0,0.26,0.26,25178000.0,25178000.0,0.0,25178000.0,25178000.0,0.0,25178000.0,5750000.0,30928000.0,1000000.0,0.0,-25742000.0,25742000.0,55670000.0,43244000.0,43244000.0,98914000.0,756941000.0,855855000.0,855855000.0,2023-12-31
0.0,0.3,41335000.0,0.0,0.0,11536000.0,658990000.0,41335000.0,41335000.0,-20348000.0,20348000.0,11536000.0,11536000.0,698152000.0,72100000.0,72100000.0,0.16,0.16,11536000.0,11536000.0,0.0,11536000.0,11536000.0,0.0,11536000.0,9451000.0,20987000.0,1129000.0,0.0,-20348000.0,20348000.0,40206000.0,39162000.0,39162000.0,79368000.0,658990000.0,738358000.0,738358000.0,2023-09-30
0.0,0.256636,42542000.0,0.0,0.0,14871000.0,755122000.0,42542000.0,42542000.0,-22537000.0,22537000.0,14871000.0,14871000.0,798828000.0,49570000.0,49570000.0,0.3,0.3,14871000.0,14871000.0,0.0,14871000.0,14871000.0,0.0,14871000.0,5134000.0,20005000.0,2847000.0,0.0,-22537000.0,22537000.0,39695000.0,43706000.0,43706000.0,83401000.0,755122000.0,838523000.0,838523000.0,2023-06-30
442500.0,0.3,43128000.0,1475000.0,1475000.0,11240000.0,720709000.0,44603000.0,44603000.0,-24828000.0,17537000.0,10207500.0,11240000.0,679958000.0,,,,,11240000.0,11240000.0,0.0,11240000.0,11240000.0,0.0,11240000.0,15826000.0,27066000.0,-3471000.0,1475000.0,-24828000.0,17537000.0,53891000.0,-40751000.0,-114056000.0,13140000.0,720709000.0,733849000.0,733849000.0,2023-03-31
,,,,,,,,,,,,,,50795238.0,50795238.0,0.42,0.42,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.30186,72332000.0,0.0,0.0,36741000.0,662439000.0,72332000.0,72332000.0,-19705000.0,19705000.0,36741000.0,36741000.0,707685000.0,96686842.0,96686842.0,0.38,0.38,36741000.0,36741000.0,0.0,36741000.0,36741000.0,0.0,36741000.0,15886000.0,52627000.0,3675000.0,0.0,-19705000.0,19705000.0,68657000.0,45246000.0,45246000.0,113903000.0,662439000.0,776342000.0,776342000.0,2024-06-30 00:00:00
