Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
6474276.0,446689470.0,453163746.0,2440610000.0,19607930000.0,20941450000.0,14726430000.0,19607930000.0,2149700000.0,20650540000.0,20650540000.0,20859060000.0,208520000.0,20650540000.0,20197380000.0,,,453160000.0,453160000.0,5950470000.0,2051980000.0,106200000.0,1900190000.0,1900190000.0,45590000.0,3898490000.0,302410000.0,,540420000.0,249510000.0,290910000.0,19550000.0,2881850000.0,,,199080000.0,2682770000.0,26809530000.0,8184610000.0,293790000.0,,,26190000.0,26190000.0,1042610000.0,647620000.0,394990000.0,6810910000.0,,6810910000.0,53810000.0,6757100000.0,,,,,18624920000.0,789810000.0,,,,6179440000.0,,,,,49180000.0,4531770000.0,,,7074720000.0,3041950000.0,4032770000.0,,,2024-03-31
6474276.0,446689470.0,453163746.0,1111030000.0,17681460000.0,19108000000.0,13707840000.0,17681460000.0,758940000.0,18755910000.0,18755910000.0,18970120000.0,214210000.0,18755910000.0,18302750000.0,,,453160000.0,453160000.0,4165630000.0,838240000.0,167270000.0,610490000.0,610490000.0,60480000.0,3327390000.0,264220000.0,,500540000.0,148450000.0,352090000.0,24050000.0,2417890000.0,,,414550000.0,2003340000.0,23135750000.0,6100520000.0,272790000.0,,,32130000.0,32130000.0,1074450000.0,687430000.0,387020000.0,4712450000.0,,4712450000.0,187930000.0,4524520000.0,,,,,17035230000.0,503310000.0,,,,5306030000.0,,,,,13280000.0,4495180000.0,,,6717430000.0,3132700000.0,3584730000.0,,,2023-09-30
6474276.0,446689470.0,453163746.0,1229450000.0,16358760000.0,17867500000.0,13343110000.0,16358760000.0,813570000.0,17451620000.0,17451620000.0,17650720000.0,199100000.0,17451620000.0,16998460000.0,7776030000.0,5186450000.0,453160000.0,453160000.0,4253170000.0,843270000.0,153860000.0,656890000.0,656890000.0,32520000.0,3409900000.0,8430000.0,252780000.0,572560000.0,156680000.0,415880000.0,13260000.0,2516310000.0,207700000.0,2600000.0,252780000.0,2306010000.0,21903890000.0,5150880000.0,145660000.0,34770000.0,0.0,34770000.0,34770000.0,1092860000.0,707970000.0,384890000.0,3928420000.0,-2362890000.0,6291310000.0,131990000.0,3796430000.0,3448630000.0,2695920000.0,14770000.0,0.0,16753010000.0,3870000.0,0.0,257740000.0,276210000.0,4847390000.0,2613400000.0,204540000.0,2029450000.0,29340000.0,19160000.0,4168460000.0,-37120000.0,4205580000.0,7150840000.0,3326470000.0,3824370000.0,2949140000.0,875230000.0,2023-03-31
