Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,-17636000.0,0.0,0.0,-53528000.0,34158000.0,,-17636000.0,-51794000.0,-41000.0,41000.0,-53528000.0,-53528000.0,81235000.0,,,,,-53528000.0,-53528000.0,0.0,-53528000.0,835000.0,-54363000.0,,-54363000.0,2528000.0,-51835000.0,,0.0,-41000.0,41000.0,-56785000.0,51576000.0,16165000.0,34158000.0,34158000.0,,,24450000.0,24450000.0,2024-03-31
0.0,0.0,-1139000.0,0.0,0.0,-52192000.0,51051000.0,,-1139000.0,-52190000.0,-2000.0,2000.0,-52192000.0,-52192000.0,55339000.0,350282.0,350282.0,-149.0,-149.0,-52192000.0,-52192000.0,0.0,-52192000.0,0.0,-52192000.0,,-52192000.0,,-52192000.0,,0.0,-2000.0,2000.0,-52189000.0,55339000.0,3834000.0,51051000.0,51051000.0,,,3150000.0,3150000.0,2023-12-31
0.0,0.0,-3005000.0,0.0,0.0,-54056000.0,51051000.0,,-3005000.0,-54056000.0,0.0,0.0,-54056000.0,-54056000.0,54057000.0,357987.0,357987.0,-151.0,-151.0,-54056000.0,-54056000.0,0.0,-54056000.0,0.0,-54056000.0,,-54056000.0,,-54056000.0,,0.0,0.0,0.0,-54057000.0,54057000.0,2822000.0,51051000.0,51051000.0,,,0.0,0.0,2023-09-30
0.0,0.0,-1820000.0,0.0,0.0,-52880000.0,51051000.0,0.0,-1820000.0,-52871000.0,-9000.0,9000.0,-52880000.0,-52880000.0,52871000.0,350199.0,350199.0,-151.0,-151.0,-52880000.0,-52880000.0,0.0,-52880000.0,0.0,-52880000.0,0.0,-52880000.0,0.0,-52880000.0,,0.0,-9000.0,9000.0,-52871000.0,52871000.0,1688000.0,51051000.0,51051000.0,0.0,0.0,0.0,0.0,2023-06-30
0.0,0.0,-3225000.0,,,-54277000.0,51052000.0,0.0,-3225000.0,-54277000.0,0.0,0.0,-54277000.0,-54277000.0,54276000.0,,,,,-54277000.0,-54277000.0,0.0,-54277000.0,0.0,-54277000.0,,-54277000.0,0.0,-54277000.0,0.0,,0.0,0.0,-54276000.0,54276000.0,3092000.0,51052000.0,51052000.0,0.0,0.0,0.0,0.0,2023-03-31
,,,0.0,0.0,,,0.0,,,,,,,,349636.0,349636.0,-151.0,-151.0,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,,,2022-12-31
0.0,0.0,1165000.0,0.0,0.0,537000.0,371000.0,516000.0,1165000.0,794000.0,-257000.0,257000.0,537000.0,537000.0,10135000.0,26850000.0,26850000.0,0.02,0.02,537000.0,537000.0,0.0,537000.0,0.0,537000.0,0.0,537000.0,0.0,537000.0,11000.0,0.0,-257000.0,257000.0,783000.0,9619000.0,6229000.0,371000.0,371000.0,10402000.0,516000.0,10918000.0,10918000.0,2024-06-30 00:00:00
