Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
13598467.0,13598467.0,406800000.0,440100000.0,3616900000.0,4048900000.0,1735500000.0,3616900000.0,15000000.0,3623800000.0,3629800000.0,3623800000.0,3623800000.0,3487800000.0,,,136000000.0,136000000.0,1582300000.0,92200000.0,400000.0,76000000.0,,13200000.0,7200000.0,6000000.0,,1490100000.0,85200000.0,,426900000.0,7800000.0,419100000.0,,96400000.0,699400000.0,,,0.0,699400000.0,5206100000.0,1980500000.0,187700000.0,,43800000.0,99300000.0,,99300000.0,108500000.0,6900000.0,6900000.0,1414500000.0,,1414500000.0,253700000.0,1160800000.0,,,,,3225600000.0,238000000.0,2500000.0,,,1223800000.0,,,,,17600000.0,,1504500000.0,,,239200000.0,220900000.0,18300000.0,,2024-03-31
13598467.0,13598467.0,290100000.0,331500000.0,3289500000.0,3614600000.0,1673400000.0,3289500000.0,15400000.0,3298500000.0,3305100000.0,3298500000.0,3298500000.0,3162500000.0,,,136000000.0,136000000.0,1487500000.0,89700000.0,500000.0,,,16100000.0,9500000.0,6600000.0,71300000.0,1397800000.0,101000000.0,,315400000.0,5900000.0,309500000.0,,84300000.0,798500000.0,,,15400000.0,783100000.0,4786000000.0,1714800000.0,149400000.0,,48400000.0,90900000.0,,90900000.0,104100000.0,9000000.0,9000000.0,1199200000.0,,1199200000.0,38500000.0,1160700000.0,,,,,3071200000.0,188400000.0,2500000.0,,,1284600000.0,,,,,11000000.0,,1348800000.0,,,235900000.0,209900000.0,26000000.0,,2023-09-30
13598467.0,13598467.0,99100000.0,172800000.0,3226500000.0,3393900000.0,1634800000.0,3226500000.0,14200000.0,3235300000.0,3242600000.0,3235300000.0,3235300000.0,3099100000.0,1550900000.0,22300000.0,136000000.0,136000000.0,1281500000.0,79200000.0,400000.0,61500000.0,1600000.0,15700000.0,8400000.0,7300000.0,61500000.0,1202300000.0,100000.0,32900000.0,157100000.0,5800000.0,151300000.0,100000.0,66000000.0,891300000.0,151200000.0,9300000.0,32900000.0,730800000.0,4516800000.0,1679700000.0,-100000.0,163300000.0,46400000.0,26900000.0,26900000.0,103600000.0,104500000.0,8800000.0,8800000.0,1157200000.0,-1659300000.0,2816500000.0,134300000.0,134200000.0,1708400000.0,769000000.0,70600000.0,0.0,2837100000.0,5600000.0,8000000.0,9300000.0,117900000.0,1162100000.0,28500000.0,462100000.0,143300000.0,528200000.0,20800000.0,26200000.0,1251700000.0,-268400000.0,1520100000.0,235500000.0,176000000.0,59500000.0,59500000.0,2023-03-31
