Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,General And Administrative Expense
206743025.363447,0.220856,82757400000.0,936100000.0,936100000.0,43961200000.0,10212000000.0,460453000000.0,83693500000.0,73481500000.0,-9263100000.0,9263100000.0,43231843025.36345,43961200000.0,608658800000.0,,,,,43961200000.0,43961200000.0,0.0,43961200000.0,-6170500000.0,50131700000.0,50131700000.0,14183000000.0,64218400000.0,10417400000.0,936100000.0,,-9263100000.0,9263100000.0,62128000000.0,148205800000.0,10212000000.0,10212000000.0,30698600000.0,,210333800000.0,460453000000.0,670786800000.0,670786800000.0,2024-03-31,
0.0,0.246723,65967500000.0,0.0,0.0,29473600000.0,9207500000.0,366690600000.0,65967500000.0,56760000000.0,-9041700000.0,9041700000.0,29473600000.0,29473600000.0,502895700000.0,1375985061.0,1374701493.0,21.42,21.44,29473600000.0,29473600000.0,0.0,29473600000.0,-6454800000.0,35928400000.0,35928400000.0,11773200000.0,47718300000.0,8377500000.0,0.0,,-9041700000.0,9041700000.0,48382500000.0,136205100000.0,9207500000.0,9207500000.0,24464900000.0,24464900000.0,184587600000.0,366690600000.0,551278200000.0,551278200000.0,2023-12-31,
0.0,0.22751,67649700000.0,0.0,0.0,32226300000.0,9098900000.0,324728100000.0,67649700000.0,58550800000.0,-8640100000.0,8640100000.0,32226300000.0,32226300000.0,463019400000.0,1406034031.0,1404808195.0,22.92,22.94,32226300000.0,32226300000.0,0.0,32226300000.0,-6228700000.0,38455000000.0,38455000000.0,11355200000.0,49910700000.0,11329800000.0,0.0,,-8640100000.0,8640100000.0,47221000000.0,138291300000.0,9098900000.0,9098900000.0,26203500000.0,26203500000.0,185512300000.0,324728100000.0,510240400000.0,510240400000.0,2023-09-30,
0.0,0.280735,60142000000.0,0.0,0.0,24930000000.0,8304700000.0,307634000000.0,60142000000.0,51837300000.0,-8513600000.0,8513600000.0,24930000000.0,24930000000.0,438442000000.0,1406091371.0,1405298760.0,17.73,17.74,24930000000.0,24930000000.0,0.0,24930000000.0,-6025900000.0,30955900000.0,30955900000.0,12162500000.0,43323700000.0,11455600000.0,0.0,,-8513600000.0,8513600000.0,40381700000.0,130808000000.0,8304700000.0,8304700000.0,23609700000.0,23609700000.0,171189700000.0,307634000000.0,478823700000.0,478823700000.0,2023-06-30,
-6493638962.24371,0.247254,100526400000.0,-26263000000.0,-26263000000.0,40810300000.0,7354500000.0,394872000000.0,74263400000.0,66908900000.0,8217100000.0,7835300000.0,60579661037.75629,40810300000.0,484259500000.0,,,,,39867800000.0,39867800000.0,0.0,39867800000.0,-4718000000.0,44585800000.0,45528300000.0,14606200000.0,59073600000.0,-11837200000.0,-26727300000.0,-613700000.0,8217100000.0,7835300000.0,82299200000.0,89387500000.0,7354500000.0,-2566500000.0,-20861500000.0,-41203300000.0,171686700000.0,394872000000.0,566558700000.0,566558700000.0,2023-03-31,
,,,,,,,,,,,,,,,1406567493.0,1405019263.0,18.15,18.17,,,,,,,,,,,,-1359900000.0,,,,,,,,23966000000.0,,,,,2022-12-31,
0.0,0.264407,65359300000.0,0.0,0.0,27857200000.0,9979200000.0,356065500000.0,65359300000.0,55380100000.0,-8613600000.0,8613600000.0,27857200000.0,27857200000.0,505024500000.0,1375664198.0,1374985192.0,20.25,20.26,27857200000.0,27857200000.0,0.0,27857200000.0,-6589600000.0,34446800000.0,34446800000.0,12365400000.0,46766500000.0,9206400000.0,0.0,,-8613600000.0,8613600000.0,46173700000.0,148959000000.0,9979200000.0,9979200000.0,28544600000.0,,195132700000.0,356065500000.0,551198200000.0,551198200000.0,2024-06-30 00:00:00,28544600000.0
