Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Rent And Landing Fees,Total Revenue,Operating Revenue,Date
0.0,0.2575,0.0,0.0,1556800000.0,5074800000.0,9371200000.0,14446000000.0,1556800000.0,1556800000.0,,,,,1556800000.0,1556800000.0,1556800000.0,1556800000.0,0.0,1556800000.0,539900000.0,2096700000.0,0.0,4099600000.0,1610900000.0,369700000.0,6437000000.0,6437000000.0,2024-03-31
0.0,0.257639,0.0,0.0,1265800000.0,4739900000.0,9001100000.0,13741000000.0,1265800000.0,1265800000.0,314875622.0,311773399.0,4.02,4.06,1265800000.0,1265800000.0,1265800000.0,1265800000.0,0.0,1265800000.0,439300000.0,1705100000.0,0.0,3862000000.0,1526700000.0,350900000.0,5931700000.0,5931700000.0,2023-12-31
0.0,0.257844,0.0,0.0,1267900000.0,4757100000.0,8298900000.0,13056000000.0,1267900000.0,1267900000.0,315398010.0,311523342.0,4.02,4.07,1267900000.0,1267900000.0,1267900000.0,1267900000.0,0.0,1267900000.0,440500000.0,1708400000.0,0.0,3725400000.0,1463800000.0,372300000.0,5830600000.0,5830600000.0,2023-09-30
-1980723.875908,0.25727,-7699000.0,-7699000.0,1422089000.0,4859452000.0,6933258000.0,11792710000.0,1427807276.124092,1422089000.0,,,,,1422089000.0,1422089000.0,1422089000.0,1422089000.0,0.0,1422089000.0,492590000.0,1914679000.0,-7699000.0,3764526000.0,139950000.0,327840000.0,6090455000.0,6090455000.0,2023-03-31
0.0,0.257968,0.0,0.0,1138500000.0,4460100000.0,6257200000.0,10717300000.0,1138500000.0,1138500000.0,314502762.0,311065574.0,3.62,3.66,1138500000.0,1138500000.0,1138500000.0,1138500000.0,0.0,1138500000.0,395800000.0,1534300000.0,0.0,3473200000.0,1364200000.0,313000000.0,5414300000.0,5414300000.0,2022-12-31
0.0,0.257769,0.0,0.0,1313600000.0,4965800000.0,9926700000.0,14892500000.0,1313600000.0,1313600000.0,315769231.0,312761905.0,4.16,4.2,1313600000.0,1313600000.0,1313600000.0,1313600000.0,0.0,1313600000.0,456200000.0,1769800000.0,0.0,4342100000.0,1727300000.0,361600000.0,6395800000.0,6395800000.0,2024-06-30 00:00:00
0.0,0.257459,0.0,0.0,1269300000.0,4707200000.0,7670200000.0,12377400000.0,1269300000.0,1269300000.0,314962779.0,311867322.0,4.03,4.07,1269300000.0,1269300000.0,1269300000.0,1269300000.0,0.0,1269300000.0,440100000.0,1709400000.0,0.0,3689900000.0,1394700000.0,344600000.0,5776600000.0,5776600000.0,2023-06-30 00:00:00
