Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.268196,1026900000.0,0.0,0.0,481600000.0,283400000.0,1011200000.0,1026900000.0,743500000.0,-85400000.0,85400000.0,481600000.0,481600000.0,5360000000.0,,,,,481600000.0,481600000.0,0.0,481600000.0,481600000.0,481600000.0,176500000.0,658100000.0,138000000.0,0.0,-85400000.0,85400000.0,605500000.0,4348800000.0,2701300000.0,283400000.0,283400000.0,915600000.0,915600000.0,4954300000.0,1011200000.0,5965500000.0,5965500000.0,2024-03-31
0.0,0.261787,785400000.0,0.0,0.0,314700000.0,274200000.0,1416900000.0,785400000.0,511200000.0,-84900000.0,84900000.0,314700000.0,314700000.0,5690900000.0,226402878.0,226402878.0,1.39,1.39,314700000.0,314700000.0,0.0,314700000.0,314700000.0,314700000.0,111600000.0,426300000.0,130800000.0,0.0,-84900000.0,84900000.0,380400000.0,4274000000.0,2752800000.0,274200000.0,274200000.0,888200000.0,888200000.0,4654400000.0,1416900000.0,6071300000.0,6071300000.0,2023-12-31
0.0,0.258031,837500000.0,0.0,0.0,358000000.0,269100000.0,1078500000.0,837500000.0,568400000.0,-85900000.0,85900000.0,358000000.0,358000000.0,5238800000.0,226582278.0,226582278.0,1.58,1.58,358000000.0,358000000.0,0.0,358000000.0,358000000.0,358000000.0,124500000.0,482500000.0,142600000.0,0.0,-85900000.0,85900000.0,425800000.0,4160300000.0,2708300000.0,269100000.0,269100000.0,823800000.0,823800000.0,4586100000.0,1078500000.0,5664600000.0,5664600000.0,2023-09-30
0.0,0.253851,1062600000.0,0.0,0.0,523200000.0,270000000.0,1113400000.0,1062600000.0,792600000.0,-91400000.0,91400000.0,523200000.0,523200000.0,5297600000.0,226493506.0,226493506.0,2.31,2.31,523200000.0,523200000.0,0.0,523200000.0,523200000.0,523200000.0,178000000.0,701200000.0,133800000.0,0.0,-91400000.0,91400000.0,658800000.0,4184200000.0,2681200000.0,270000000.0,270000000.0,872600000.0,872600000.0,4843000000.0,1113400000.0,5956400000.0,5956400000.0,2023-06-30
0.0,0.28134,826100000.0,0.0,0.0,349700000.0,274400000.0,1003300000.0,826100000.0,551700000.0,-65100000.0,65100000.0,349700000.0,349700000.0,5603400000.0,,,,,349700000.0,349700000.0,0.0,349700000.0,349700000.0,349700000.0,136900000.0,486600000.0,134700000.0,0.0,-65100000.0,65100000.0,417000000.0,4600100000.0,3010600000.0,274400000.0,274400000.0,919800000.0,919800000.0,5017100000.0,1003300000.0,6020400000.0,6020400000.0,2023-03-31
,,,,,,,,,,,,,,,223200000.0,223200000.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.253787,901700000.0,0.0,0.0,399000000.0,281400000.0,870700000.0,901700000.0,620300000.0,-85600000.0,85600000.0,399000000.0,399000000.0,4822900000.0,226704545.0,226704545.0,1.76,1.76,399000000.0,399000000.0,0.0,399000000.0,399000000.0,399000000.0,135700000.0,534700000.0,121300000.0,0.0,-85600000.0,85600000.0,499000000.0,3952200000.0,2458500000.0,281400000.0,281400000.0,817700000.0,817700000.0,4451200000.0,870700000.0,5321900000.0,5321900000.0,2024-06-30 00:00:00
