Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
17585625.0,17585625.0,273400000.0,7227400000.0,7326500000.0,4381000000.0,7227400000.0,174300000.0,7227400000.0,7324600000.0,7227400000.0,7227400000.0,7051500000.0,,,175900000.0,175900000.0,3151100000.0,585700000.0,-200000.0,112300000.0,181400000.0,84200000.0,97200000.0,292200000.0,2565400000.0,74600000.0,92000000.0,90100000.0,1900000.0,,11900000.0,2275200000.0,,,,2275200000.0,10378500000.0,3432100000.0,143800000.0,,38800000.0,38800000.0,,3233800000.0,,3233800000.0,280900000.0,2952900000.0,,,,,6946400000.0,152800000.0,2400000.0,,,2686600000.0,,,,,1500000.0,2968700000.0,,,1134400000.0,589600000.0,544800000.0,,,2024-03-31
17585625.0,17585625.0,318918000.0,7614969000.0,7713577000.0,4892994000.0,7614969000.0,220310000.0,7614969000.0,7711614000.0,7614969000.0,7614969000.0,7439113000.0,,,175856000.0,175856000.0,3263116000.0,634724000.0,5000.0,118763000.0,226762000.0,130117000.0,96645000.0,289194000.0,2628392000.0,176106000.0,92156000.0,90193000.0,1963000.0,,9904000.0,2235869000.0,,,22744000.0,2213125000.0,10878085000.0,3356699000.0,161184000.0,,47850000.0,47850000.0,,3145734000.0,,3145734000.0,127609000.0,3018125000.0,,,,,7521386000.0,121682000.0,3054000.0,,,3094106000.0,,,,,4419000.0,2958964000.0,,,1339161000.0,21962000.0,1317199000.0,,,2023-09-30
17585625.0,17585625.0,350836000.0,7147493000.0,7245584000.0,4418818000.0,7147493000.0,252745000.0,7147493000.0,7243663000.0,7147493000.0,7147493000.0,13439000.0,6009750000.0,432839000.0,175856000.0,175856000.0,5480220000.0,677876000.0,50000.0,126982000.0,269070000.0,172900000.0,96170000.0,281824000.0,4802344000.0,6096000.0,81766000.0,79845000.0,1921000.0,42798000.0,7082000.0,4658632000.0,137877000.0,1416640000.0,,3104115000.0,12627713000.0,3406551000.0,1000.0,162725000.0,10291000.0,45544000.0,10291000.0,3212974000.0,-2220833000.0,5433807000.0,118800000.0,3094175000.0,4167555000.0,1038294000.0,109158000.0,0.0,9221162000.0,117059000.0,4004000.0,1424107000.0,113353000.0,3455514000.0,13621000.0,1039326000.0,321015000.0,2081552000.0,6642000.0,3186873000.0,-49018000.0,3235891000.0,1030669000.0,2884000.0,1027785000.0,960795000.0,66990000.0,2023-03-31
