Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
426518505.0,426518505.0,129374400000.0,131259100000.0,42477500000.0,173750700000.0,5953600000.0,42477500000.0,42491600000.0,150704400000.0,42491600000.0,42491600000.0,1929600000.0,16747400000.0,13370000000.0,3947600000.0,3947600000.0,137864100000.0,108674700000.0,218100000.0,5200000.0,60500000.0,108212800000.0,108212800000.0,221200000.0,29189400000.0,41300000.0,23046300000.0,23046300000.0,221200000.0,1008100000.0,158200000.0,1200000.0,848700000.0,180355700000.0,145212700000.0,5300000.0,3000000.0,4669700000.0,3675600000.0,3675600000.0,4706700000.0,14100000.0,14100000.0,760900000.0,-270900000.0,1031800000.0,478200000.0,549600000.0,1300000.0,2700000.0,0.0,35143000000.0,606400000.0,23010400000.0,81200000.0,258500000.0,11186500000.0,9301800000.0,1884700000.0,1607000000.0,277700000.0,2023-12-31
426518505.0,426518505.0,126146400000.0,127490000000.0,40413100000.0,167919500000.0,14101800000.0,40413100000.0,40429500000.0,150055300000.0,40429500000.0,40429500000.0,1915200000.0,14699700000.0,13370000000.0,3947600000.0,3947600000.0,133653600000.0,110061400000.0,,5600000.0,72000000.0,109625800000.0,109625800000.0,,23592200000.0,50000000.0,17864200000.0,17864200000.0,212000000.0,995500000.0,135900000.0,45800000.0,813800000.0,174083100000.0,136389100000.0,4500000.0,3300000.0,4590500000.0,1625900000.0,1625900000.0,,16400000.0,16400000.0,717700000.0,-266900000.0,984600000.0,440500000.0,540100000.0,1300000.0,2700000.0,0.0,37694000000.0,594000000.0,23395000000.0,80400000.0,138900000.0,13485700000.0,12142100000.0,1343600000.0,1000200000.0,343400000.0,2023-09-30
426518505.0,426518505.0,117451900000.0,121503300000.0,36973700000.0,158479900000.0,6146700000.0,36973700000.0,36976600000.0,135555800000.0,36976600000.0,36976600000.0,1896000000.0,11266000000.0,13370000000.0,3947600000.0,3947600000.0,129202100000.0,98983400000.0,208600000.0,11600000.0,94400000.0,98579200000.0,98579200000.0,200000.0,30218700000.0,88700000.0,22924100000.0,22924100000.0,174700000.0,899300000.0,94300000.0,0.0,805000000.0,166178700000.0,129813300000.0,68900000.0,2600000.0,4582400000.0,4598400000.0,4598400000.0,4594000000.0,2900000.0,2900000.0,630300000.0,-236500000.0,866800000.0,382800000.0,480000000.0,1300000.0,2700000.0,0.0,36365400000.0,429100000.0,18586700000.0,88200000.0,79700000.0,17181700000.0,13130300000.0,4051400000.0,3343000000.0,708400000.0,2023-03-31
