Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
530547.556901,0.048705,116804000.0,10893000.0,10893000.0,109339000.0,6711000.0,288849000.0,127697000.0,120986000.0,-6050000.0,6050000.0,98976547.556901,109339000.0,470378000.0,,,,,109339000.0,109339000.0,0.0,109339000.0,109339000.0,109338000.0,5598000.0,114936000.0,-17859000.0,10893000.0,-10893000.0,-6050000.0,6050000.0,127952000.0,181529000.0,6711000.0,6711000.0,112525000.0,112525000.0,309481000.0,288849000.0,598330000.0,598330000.0,2024-03-31
781169.578925,0.0476,135274000.0,16411000.0,16411000.0,135936000.0,4810000.0,303609000.0,151685000.0,146875000.0,-4145000.0,4145000.0,120306169.578925,135936000.0,476063000.0,51413011.0,51142212.0,2.644,2.658,135936000.0,135936000.0,0.0,135936000.0,135936000.0,135936000.0,6794000.0,142730000.0,-1323000.0,16411000.0,-16411000.0,-4145000.0,4145000.0,131787000.0,172454000.0,4810000.0,4810000.0,90683000.0,90683000.0,304241000.0,303609000.0,607850000.0,607850000.0,2023-12-31
4441987.842256,0.078681,110443000.0,56456000.0,56456000.0,144286000.0,6610000.0,291206000.0,166899000.0,160289000.0,-3681000.0,3681000.0,92271987.842256,144286000.0,446175000.0,51310811.0,51165248.0,2.812,2.82,144286000.0,144286000.0,0.0,144286000.0,144286000.0,144286000.0,12322000.0,156608000.0,2799000.0,56456000.0,-56456000.0,-3681000.0,3681000.0,101034000.0,154969000.0,6610000.0,6610000.0,82735000.0,82735000.0,256003000.0,291206000.0,547209000.0,547209000.0,2023-09-30
-140008200.0,0.3,78321000.0,-466694000.0,-466694000.0,-413430000.0,2853000.0,403134000.0,-388373000.0,-391226000.0,-2895000.0,2895000.0,-86744200.0,-413430000.0,574005000.0,51053347.0,51053347.0,-8.098,-8.098,-413430000.0,-413430000.0,0.0,-413430000.0,-413430000.0,-413430000.0,19309000.0,-394121000.0,-10081000.0,-466694000.0,466694000.0,-2895000.0,2895000.0,85549000.0,170871000.0,2853000.0,2853000.0,99144000.0,99144000.0,256420000.0,403134000.0,659554000.0,659554000.0,2023-06-30
0.0,0.268162,125229000.0,,,81002000.0,11876000.0,510792000.0,125229000.0,113353000.0,-11441000.0,2670000.0,81002000.0,81002000.0,682486000.0,,,,,81002000.0,81002000.0,0.0,81002000.0,81002000.0,81002000.0,29681000.0,110683000.0,-20850000.0,,,-11441000.0,2670000.0,124327000.0,171694000.0,11876000.0,11876000.0,-64462000.0,-72869000.0,296021000.0,510792000.0,806813000.0,806813000.0,2023-03-31
,,,,,,,,,,,,,,,51237858.0,50114495.0,1.606,1.642,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.12129,82378000.0,0.0,0.0,64804000.0,4921000.0,381367000.0,82378000.0,77457000.0,-3708000.0,3708000.0,64804000.0,64804000.0,560279000.0,55388034.0,55388034.0,1.17,1.17,64804000.0,64804000.0,0.0,64804000.0,64804000.0,64804000.0,8945000.0,73749000.0,-18479000.0,0.0,,-3708000.0,3708000.0,95936000.0,178912000.0,4921000.0,4921000.0,92962000.0,92962000.0,274848000.0,381367000.0,656215000.0,656215000.0,2024-06-30 00:00:00
