Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
154230150.0,154230150.0,1232420000.0,1479930000.0,1475330000.0,2956880000.0,191590000.0,1475330000.0,,1476950000.0,2506830000.0,1651700000.0,174750000.0,1476950000.0,-67850000.0,,,1544800000.0,1544800000.0,2390050000.0,1472150000.0,51990000.0,,,273030000.0,1029880000.0,,1029880000.0,6890000.0,917900000.0,54650000.0,450050000.0,450050000.0,,1760000.0,410110000.0,,800000.0,409310000.0,4041750000.0,2932260000.0,44140000.0,74570000.0,74570000.0,,,1620000.0,1620000.0,2811930000.0,,2811930000.0,241620000.0,2570310000.0,,,,1109490000.0,114120000.0,,,29200000.0,,,24210000.0,34810000.0,631510000.0,,,275640000.0,28130000.0,247510000.0,,2024-03-31
154230150.0,154230150.0,1226790000.0,1429190000.0,2226350000.0,3621580000.0,1125080000.0,2226350000.0,35620000.0,2228010000.0,3304230000.0,2391320000.0,163310000.0,2228010000.0,683210000.0,,,1544800000.0,1544800000.0,2317700000.0,1418870000.0,49700000.0,,,251420000.0,1111840000.0,35620000.0,1076220000.0,5910000.0,898830000.0,45960000.0,317350000.0,317350000.0,,1350000.0,527200000.0,,1470000.0,525730000.0,4709020000.0,2685110000.0,38130000.0,39640000.0,39640000.0,,,1660000.0,1660000.0,2605680000.0,,2605680000.0,79310000.0,2526370000.0,,,,2023910000.0,607990000.0,,,16250000.0,,,6890000.0,57190000.0,1157110000.0,,,178480000.0,11700000.0,166780000.0,,2023-09-30
137430150.0,137430150.0,1011040000.0,1197640000.0,1924040000.0,3094040000.0,955640000.0,1924040000.0,29340000.0,1925740000.0,2766310000.0,2079580000.0,153840000.0,1925740000.0,806890000.0,-2302780000.0,1421410000.0,1376800000.0,1376800000.0,2474330000.0,1124190000.0,-10000.0,5300000.0,24450000.0,224540000.0,869910000.0,29340000.0,840570000.0,5300000.0,1350140000.0,2680000.0,327730000.0,327730000.0,1230000.0,1230000.0,1012590000.0,270920000.0,1000000.0,740670000.0,4553910000.0,2248130000.0,27130000.0,32620000.0,32620000.0,0.0,0.0,1700000.0,1700000.0,2210060000.0,-459160000.0,2669220000.0,337320000.0,38820000.0,2280750000.0,12330000.0,0.0,2305780000.0,679680000.0,71580000.0,57590000.0,44730000.0,9840000.0,34890000.0,598850000.0,85580000.0,1286460000.0,-24510000.0,1310970000.0,160990000.0,3730000.0,157260000.0,157260000.0,2023-03-31
