Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
3007751.937984,0.310078,116000000.0,9700000.0,9700000.0,-56400000.0,,5852200000.0,125700000.0,125700000.0,-306300000.0,306300000.0,-63092248.062016,-56400000.0,34055100000.0,,,,,-56400000.0,-56400000.0,0.0,-56400000.0,68200000.0,-124600000.0,,-124600000.0,-56000000.0,-180600000.0,167400000.0,-99200000.0,0.0,,,,-306300000.0,306300000.0,-71800000.0,28202900000.0,28202900000.0,,,28131100000.0,5852200000.0,33983300000.0,33983300000.0,2024-03-31
100560000.0,0.3,84700000.0,335200000.0,335200000.0,109500000.0,,5819900000.0,419900000.0,419900000.0,-382100000.0,382100000.0,-125140000.0,109500000.0,32047200000.0,982782096.0,982782096.0,0.0275,0.0275,109500000.0,109500000.0,0.0,109500000.0,-64100000.0,173600000.0,,173600000.0,-135800000.0,37800000.0,124400000.0,335200000.0,-236000000.0,0.0,-99200000.0,,-382100000.0,382100000.0,68700000.0,26227300000.0,26227300000.0,,,26296000000.0,5819900000.0,32115900000.0,32115900000.0,2023-12-31
7475800.915332,0.073799,440500000.0,101300000.0,101300000.0,218400000.0,,6148200000.0,541800000.0,541800000.0,-367000000.0,367000000.0,124575800.915332,218400000.0,32955300000.0,981573034.0,981573034.0,0.2225,0.2225,218400000.0,218400000.0,0.0,218400000.0,56500000.0,161900000.0,,161900000.0,12900000.0,174800000.0,294600000.0,101300000.0,,,,,-367000000.0,367000000.0,113300000.0,26807100000.0,26807100000.0,,,26920400000.0,6148200000.0,33068600000.0,33068600000.0,2023-09-30
293062081.369387,0.262342,1570200000.0,1117100000.0,1117100000.0,1225700000.0,831400000.0,4801200000.0,2687300000.0,1855900000.0,-243500000.0,243500000.0,401662081.369387,1225700000.0,32152000000.0,982525050.0,982525050.0,1.2475,1.2475,1225700000.0,1225700000.0,0.0,1225700000.0,36300000.0,1189400000.0,,1189400000.0,423000000.0,1612400000.0,198300000.0,1117100000.0,-1117100000.0,,0.0,,-243500000.0,243500000.0,558600000.0,27350800000.0,26519400000.0,831400000.0,831400000.0,27909400000.0,4801200000.0,32710600000.0,32710600000.0,2023-06-30
-78510259.301015,0.107666,1894100000.0,-729200000.0,-729200000.0,1061500000.0,,146794800000.0,1164900000.0,1164900000.0,65000000.0,100500000.0,1712189740.698985,-27700000.0,32230700000.0,,,,,-27700000.0,-27700000.0,0.0,-27700000.0,111700000.0,-139400000.0,-1089200000.0,949800000.0,114600000.0,1064400000.0,-216800000.0,-733800000.0,-36000000.0,,,0.0,65000000.0,100500000.0,1931700000.0,-114564100000.0,-119302100000.0,,,-112632400000.0,146794800000.0,34162400000.0,34162400000.0,2023-03-31
,,,,,,,,,,,,,,,982782096.0,982782096.0,0.3675,0.3675,,,,,,,324700000.0,,,,,,,0.0,-15800000.0,0.0,,,,,,,,,,,,2022-12-31
-30000.0,0.3,397100000.0,-100000.0,-100000.0,53700000.0,,6035100000.0,397000000.0,397000000.0,-361900000.0,361900000.0,53770000.0,53700000.0,37840900000.0,1074000000.0,1074000000.0,0.05,0.05,53700000.0,53700000.0,0.0,53700000.0,10900000.0,42800000.0,,42800000.0,-7700000.0,35100000.0,127600000.0,-100000.0,,,100000.0,,-361900000.0,361900000.0,287200000.0,31805800000.0,31805800000.0,,,32093000000.0,6035100000.0,38128100000.0,38128100000.0,2024-06-30 00:00:00
