Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
69800000.0,69800000.0,8029000.0,9270000.0,406581000.0,415851000.0,404781000.0,406581000.0,406581000.0,406581000.0,406581000.0,406581000.0,266981000.0,,,139600000.0,139600000.0,11523000.0,0.0,,0.0,0.0,0.0,11523000.0,1301000.0,9270000.0,9270000.0,0.0,,0.0,0.0,418104000.0,1800000.0,,0.0,1800000.0,,1800000.0,0.0,0.0,,,,,,,,416304000.0,189508000.0,,,167000.0,,,,203962000.0,2335000.0,18974000.0,,,1358000.0,117000.0,1241000.0,,,2024-03-31
69800000.0,69800000.0,,0.0,426856000.0,426856000.0,425035000.0,426856000.0,426856000.0,426856000.0,426856000.0,426856000.0,287256000.0,,,139600000.0,139600000.0,196637000.0,-1000.0,-1000.0,0.0,0.0,0.0,196638000.0,59321000.0,0.0,0.0,136556000.0,,7980000.0,128576000.0,623493000.0,1820000.0,,0.0,1820000.0,,1820000.0,0.0,0.0,,,,,,,,621673000.0,133244000.0,,,0.0,,,,483912000.0,0.0,2174000.0,,,2343000.0,112000.0,2231000.0,,,2023-09-30
69800000.0,69800000.0,,0.0,399414000.0,399414000.0,397594000.0,399414000.0,399414000.0,399414000.0,399414000.0,399414000.0,259814000.0,142879000.0,116935000.0,139600000.0,139600000.0,753240000.0,0.0,,0.0,0.0,0.0,753240000.0,-1000.0,0.0,0.0,23078000.0,1274000.0,0.0,21804000.0,1152654000.0,1820000.0,0.0,0.0,1820000.0,1820000.0,1820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150834000.0,-1000.0,110000.0,138073000.0,59288000.0,59288000.0,0.0,0.0,929998000.0,3166000.0,8733000.0,-22000.0,8755000.0,11467000.0,110000.0,11467000.0,0.0,11468000.0,2023-03-31
