Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Deferred Taxes Liabilities,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
16746167.0,16746167.0,40804000.0,43016000.0,15418333000.0,15461349000.0,142842000.0,15418333000.0,15418333000.0,15461349000.0,15418333000.0,15418333000.0,15334602000.0,,,83731000.0,83731000.0,1576775000.0,1573550000.0,6139000.0,,1489430000.0,43016000.0,43016000.0,,3225000.0,,3225000.0,,3225000.0,16995108000.0,16849041000.0,1600000.0,,16245600000.0,16245600000.0,530262000.0,71579000.0,,71579000.0,69414000.0,2165000.0,,146067000.0,,,10955000.0,,109892000.0,16815000.0,8405000.0,6193000.0,2212000.0,,2024-03-31
16746167.0,16746167.0,3699000.0,5703000.0,15483981000.0,15489684000.0,49785000.0,15483981000.0,15483981000.0,15489684000.0,15483981000.0,15483981000.0,15400250000.0,,,83731000.0,83731000.0,1595723000.0,1595477000.0,6882000.0,,1535171000.0,5703000.0,5703000.0,,246000.0,,246000.0,,246000.0,17079704000.0,17029673000.0,4609000.0,,16489401000.0,16489401000.0,535410000.0,253000.0,,253000.0,130000.0,123000.0,,50031000.0,,,31613000.0,,43000.0,3187000.0,15188000.0,13184000.0,2004000.0,,2023-09-30
16746167.0,16746167.0,,0.0,15284196000.0,15284196000.0,-836034000.0,15284196000.0,15284196000.0,15284196000.0,15284196000.0,15284196000.0,15200465000.0,3912224000.0,1259171000.0,83731000.0,83731000.0,1523353000.0,31816000.0,12000.0,2177000.0,1482667000.0,0.0,0.0,95000.0,1491537000.0,1482667000.0,2942000.0,2670000.0,272000.0,16807549000.0,16152046000.0,7898000.0,8051000.0,15591589000.0,15591589000.0,540558000.0,283000.0,-1470000.0,1753000.0,141000.0,141000.0,1612000.0,655503000.0,2724000.0,7898000.0,31613000.0,31613000.0,15743000.0,11565000.0,597525000.0,585282000.0,12243000.0,12243000.0,2023-03-31
