Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
206501426.0,206501426.0,3125018000.0,4866564000.0,19107739000.0,42083055000.0,13136958000.0,19107739000.0,1240717000.0,38457208000.0,40827964000.0,38457208000.0,0.0,38457208000.0,38250707000.0,,,206501000.0,206501000.0,12698163000.0,3853434000.0,19077000.0,104529000.0,181304000.0,3519878000.0,1149122000.0,2370756000.0,28646000.0,8844729000.0,681137000.0,,1346686000.0,91595000.0,1255091000.0,267353000.0,3877000.0,5828429000.0,,,265000.0,5828164000.0,51155371000.0,29173684000.0,305539000.0,,215925000.0,113336000.0,113336000.0,19349469000.0,10677757000.0,8671712000.0,9189415000.0,,9189415000.0,487594000.0,8701821000.0,,,,,21981687000.0,1687431000.0,,,,9053184000.0,,,,2521968000.0,,8169050000.0,,,550054000.0,49225000.0,500829000.0,,,2024-03-31
206501426.0,206501426.0,3457978000.0,5176418000.0,17743305000.0,44889858000.0,11692663000.0,17743305000.0,937156000.0,40650596000.0,42990924000.0,40650596000.0,0.0,40650596000.0,40444095000.0,,,206501000.0,206501000.0,17743988000.0,3365347000.0,18303000.0,,0.0,3184361000.0,844033000.0,2340328000.0,162683000.0,14378641000.0,519914000.0,,1992057000.0,93123000.0,1898934000.0,314128000.0,127683000.0,9949358000.0,,,,9949358000.0,58394584000.0,32323280000.0,332325000.0,,5413000.0,93364000.0,93364000.0,22907291000.0,10530534000.0,12376757000.0,8984887000.0,,8984887000.0,384767000.0,8600120000.0,,,,,26071304000.0,2057790000.0,,,,11353505000.0,,,,2849916000.0,,8460196000.0,,,1349897000.0,568613000.0,781284000.0,,,2023-09-30
187996331.0,187996331.0,11702357000.0,15893036000.0,5167266000.0,43836899000.0,286226000.0,5167266000.0,966483000.0,28910346000.0,31329628000.0,29803896000.0,893550000.0,28910346000.0,28722350000.0,3396601000.0,24311030000.0,187996000.0,187996000.0,29121232000.0,3838750000.0,15808000.0,,512690000.0,3282145000.0,862863000.0,2419282000.0,28107000.0,25282482000.0,200659000.0,0.0,12610891000.0,103620000.0,12507271000.0,286353000.0,143009000.0,11726895000.0,2979836000.0,29038000.0,0.0,8718021000.0,58925128000.0,33356420000.0,325371000.0,339637000.0,0.0,41346000.0,41346000.0,23743080000.0,10907986000.0,12835094000.0,9232260000.0,-1590886000.0,10823146000.0,393393000.0,1959154000.0,5728062000.0,2156720000.0,585817000.0,0.0,25568708000.0,57271000.0,226902000.0,30205000.0,1090932000.0,9561988000.0,4712334000.0,707902000.0,4141752000.0,2791603000.0,704639000.0,7874508000.0,-489785000.0,8364293000.0,3230660000.0,6464000.0,3224196000.0,2398000000.0,826196000.0,2023-03-31
