Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
763728250.68648,0.28703,1264900000.0,2660800000.0,2660800000.0,2480300000.0,310700000.0,5290600000.0,3925700000.0,3615000000.0,99600000.0,-99600000.0,583228250.68648,35500000.0,8004500000.0,,,,,35500000.0,35500000.0,0.0,35500000.0,-168100000.0,203600000.0,,2648400000.0,1066200000.0,3714600000.0,102200000.0,2660800000.0,,99600000.0,-99600000.0,906700000.0,2713900000.0,1236200000.0,310700000.0,310700000.0,92600000.0,92600000.0,3620600000.0,5290600000.0,8911200000.0,8911200000.0,2024-03-31
0.0,0.340292,1979100000.0,0.0,0.0,833000000.0,611700000.0,7543800000.0,1979100000.0,1367400000.0,-155500000.0,155500000.0,833000000.0,833000000.0,10626600000.0,110624170.0,110624170.0,7.53,7.53,833000000.0,833000000.0,0.0,833000000.0,33500000.0,799500000.0,,799500000.0,412400000.0,1211900000.0,263900000.0,0.0,,-155500000.0,155500000.0,1164600000.0,3082800000.0,2201200000.0,611700000.0,611700000.0,226600000.0,226600000.0,4247400000.0,7543800000.0,11791200000.0,11791200000.0,2023-12-31
0.0,0.091989,399700000.0,0.0,0.0,-304400000.0,592100000.0,7320700000.0,399700000.0,-192400000.0,-169600000.0,169600000.0,-304400000.0,-304400000.0,11126500000.0,110690909.0,110690909.0,-2.75,-2.75,-304400000.0,-304400000.0,0.0,-304400000.0,24300000.0,-328700000.0,,-328700000.0,-33300000.0,-362000000.0,118100000.0,0.0,,-169600000.0,169600000.0,-253700000.0,3805800000.0,2154400000.0,592100000.0,592100000.0,211800000.0,211800000.0,3552100000.0,7320700000.0,10872800000.0,10872800000.0,2023-09-30
-193200000.0,0.3,1292200000.0,-644000000.0,-644000000.0,-58800000.0,584200000.0,6691200000.0,648200000.0,64000000.0,-129600000.0,129600000.0,392000000.0,-58800000.0,10385500000.0,110943396.0,110943396.0,-0.53,-0.53,-58800000.0,-58800000.0,0.0,-58800000.0,11800000.0,-70600000.0,,-70600000.0,5000000.0,-65600000.0,80500000.0,-644000000.0,644000000.0,-129600000.0,129600000.0,678900000.0,3694300000.0,2146600000.0,584200000.0,584200000.0,199700000.0,199700000.0,4373200000.0,6691200000.0,11064400000.0,11064400000.0,2023-06-30
0.0,0.26353,2647600000.0,,,1452700000.0,569300000.0,7438100000.0,2647600000.0,2078300000.0,-85200000.0,141900000.0,1452700000.0,1452700000.0,11210100000.0,,,,,1452700000.0,1452700000.0,0.0,1452700000.0,28600000.0,1424100000.0,0.0,1424100000.0,510300000.0,1936400000.0,-14400000.0,,,-85200000.0,141900000.0,657500000.0,3772000000.0,1691000000.0,569300000.0,545300000.0,808500000.0,574500000.0,4429500000.0,7438100000.0,11867600000.0,11867600000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,111794872.0,111794872.0,0.78,0.78,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,1169700000.0,,,183700000.0,546400000.0,7540000000.0,1169700000.0,623300000.0,-122000000.0,122000000.0,183700000.0,77800000.0,10877700000.0,111142857.0,111142857.0,0.7,0.7,77800000.0,77800000.0,0.0,77800000.0,-95700000.0,173500000.0,-105900000.0,279400000.0,221900000.0,501300000.0,183500000.0,,,-122000000.0,122000000.0,519000000.0,3337700000.0,2015700000.0,546400000.0,546400000.0,42400000.0,42400000.0,3856700000.0,7540000000.0,11396700000.0,11396700000.0,2024-06-30 00:00:00
