Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.282001,8459516000.0,0.0,0.0,2619431000.0,837163000.0,22878279000.0,8459516000.0,7622353000.0,-289386000.0,289386000.0,2619431000.0,2618390000.0,34262753000.0,,,,,2618390000.0,2618390000.0,0.0,2618390000.0,-2645633000.0,5264023000.0,-1041000.0,5265064000.0,2067903000.0,7332967000.0,757288000.0,0.0,1026383000.0,,-289386000.0,289386000.0,6791075000.0,11384474000.0,9192997000.0,837163000.0,837163000.0,18175549000.0,22878279000.0,41053828000.0,41053828000.0,2024-03-31
-6306905.820173,0.21748,10716229000.0,-29000000.0,-29000000.0,4568934000.0,812246000.0,24319624000.0,10687229000.0,9874983000.0,-528852000.0,528852000.0,4591627094.179827,4566968000.0,35535437000.0,69809966.0,69809966.0,65.42,65.42,4566968000.0,4566968000.0,0.0,4566968000.0,-2744605000.0,7311573000.0,-1966000.0,7313539000.0,2032592000.0,9346131000.0,537475000.0,-29000000.0,29000000.0,0.0,-528852000.0,528852000.0,7178560000.0,11215813000.0,8749600000.0,812246000.0,812246000.0,18394373000.0,24319624000.0,42713997000.0,42713997000.0,2023-12-31
-178303900.352097,0.340161,9066462000.0,-524175000.0,-524175000.0,1228480000.0,746961000.0,25781057000.0,8542287000.0,7795326000.0,-1545621000.0,1545621000.0,1574351099.647903,1220424000.0,36759532000.0,69818307.0,69818307.0,17.48,17.48,1220424000.0,1220424000.0,0.0,1220424000.0,-2895319000.0,4115743000.0,-8056000.0,4123799000.0,2125906000.0,6249705000.0,1195726000.0,-524175000.0,,,-1545621000.0,1545621000.0,7845505000.0,10978475000.0,8937143000.0,746961000.0,746961000.0,18823980000.0,25781057000.0,44605037000.0,44605037000.0,2023-09-30
-150662400.0,0.3,4876484000.0,-502208000.0,-502208000.0,-1549346000.0,737223000.0,23610965000.0,4374276000.0,3637053000.0,-1274226000.0,1274226000.0,-1197800400.0,-1560611000.0,34402299000.0,69763567.0,69763567.0,-22.37,-22.37,-1560611000.0,-1560611000.0,0.0,-1560611000.0,-2242043000.0,681432000.0,-11265000.0,692697000.0,1670130000.0,2362827000.0,1486994000.0,-502208000.0,,502208000.0,-1274226000.0,1274226000.0,6050689000.0,10791334000.0,8292802000.0,737223000.0,737223000.0,16842023000.0,23610965000.0,40452988000.0,40452988000.0,2023-06-30
-5443869300.0,0.3,7206106000.0,-18146231000.0,-18146231000.0,-18466492000.0,669828000.0,23179528000.0,-10940125000.0,-11609953000.0,1375177000.0,1133608000.0,-5764130300.0,-16086225000.0,32301369000.0,,,,,-16086225000.0,-16086225000.0,0.0,-16086225000.0,-2750363000.0,-13335862000.0,,-15716129000.0,2972568000.0,-12743561000.0,-2427520000.0,-18567031000.0,18504148000.0,,1375177000.0,1133608000.0,7282015000.0,9121841000.0,-7167216000.0,669828000.0,628169000.0,16403856000.0,23179528000.0,39583384000.0,39583384000.0,2023-03-31
,,,,,,,,,,,,,,,69812705.0,69812705.0,22.59,22.59,,,,,,,16711000.0,,,,,,-3756000000.0,0.0,,,,,,,,,,,,2022-12-31
-135209168.73342,0.281572,8127111000.0,-480194000.0,-480194000.0,2222930000.0,770941000.0,24393780000.0,7646917000.0,6875976000.0,-311331000.0,311331000.0,2567914831.26658,2222930000.0,35535969000.0,69771814.0,69771814.0,31.86,31.86,2222930000.0,2222930000.0,0.0,2222930000.0,-2493295000.0,4716225000.0,0.0,4716225000.0,1848420000.0,6564645000.0,698674000.0,-480194000.0,480194000.0,,-311331000.0,311331000.0,6586565000.0,11142189000.0,9273596000.0,770941000.0,770941000.0,17728754000.0,24393780000.0,42122534000.0,42122534000.0,2024-06-30 00:00:00
