Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
25402613.0,25402613.0,800895000.0,802389000.0,2699090000.0,3504244000.0,455626000.0,2699090000.0,2701855000.0,2757538000.0,2701855000.0,2701855000.0,2447829000.0,,,254026000.0,254026000.0,1255105000.0,195395000.0,14379000.0,,,97531000.0,55683000.0,55683000.0,24867000.0,1059710000.0,20751000.0,,746706000.0,746706000.0,,10132000.0,184567000.0,,,,184567000.0,3956960000.0,2441624000.0,148732000.0,,454223000.0,454223000.0,,,2765000.0,,1827865000.0,,1827865000.0,88599000.0,1739266000.0,,,,,1515336000.0,62835000.0,,,947886000.0,,,,,,497629000.0,,,6986000.0,5492000.0,1494000.0,,2023-09-30
25402613.0,25402613.0,555329000.0,575631000.0,2567244000.0,3146998000.0,568942000.0,2567244000.0,2571367000.0,2637950000.0,2571367000.0,2571367000.0,,1636571000.0,678949000.0,254026000.0,254026000.0,1008431000.0,193783000.0,,24642000.0,14649000.0,85523000.0,66583000.0,66583000.0,,814648000.0,-2000.0,0.0,509048000.0,509048000.0,11057000.0,,230385000.0,48620000.0,144000.0,5580000.0,176041000.0,3579798000.0,2196208000.0,4000.0,15929000.0,,,322503000.0,322503000.0,4123000.0,4123000.0,1772981000.0,-212251000.0,1985232000.0,178358000.0,119213000.0,853457000.0,719023000.0,115181000.0,0.0,1383590000.0,,4016000.0,47437000.0,861565000.0,17001000.0,251613000.0,371333000.0,221618000.0,4425000.0,445701000.0,-3742000.0,449443000.0,20446000.0,144000.0,20302000.0,20302000.0,2023-03-31
25402613.0,25402613.0,928515000.0,932237000.0,2888515000.0,3822158000.0,568956000.0,2888515000.0,2889921000.0,3023650000.0,2889921000.0,2889921000.0,,1927566000.0,678949000.0,254026000.0,254026000.0,1460249000.0,286214000.0,-2000.0,27931000.0,14082000.0,107073000.0,133729000.0,133729000.0,,1174035000.0,2000.0,3093000.0,798508000.0,798508000.0,8731000.0,,287763000.0,32304000.0,193000.0,5623000.0,249643000.0,4350170000.0,2607179000.0,1000.0,7458000.0,0.0,,423662000.0,423662000.0,1406000.0,1406000.0,2118860000.0,-285544000.0,2404404000.0,293781000.0,133735000.0,1100694000.0,761013000.0,115181000.0,0.0,1742991000.0,2000.0,5604000.0,46812000.0,1109996000.0,15177000.0,194612000.0,562543000.0,337664000.0,5701000.0,571154000.0,-13693000.0,584848000.0,3722000.0,,3722000.0,3722000.0,2024-03-31 00:00:00
