Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Financial Assets,Other Inventories
22228.0,9077772.0,9100000.0,4838196000.0,5038420000.0,5123975000.0,10149177000.0,1011588000.0,5123975000.0,146477000.0,5257234000.0,7505002000.0,5257234000.0,0.0,5257234000.0,5166234000.0,,,91000000.0,91000000.0,8017962000.0,2949623000.0,147952000.0,,,,349801000.0,2345552000.0,97784000.0,2247768000.0,106318000.0,5068339000.0,232719000.0,2692868000.0,48693000.0,2644175000.0,,2678000.0,1807039000.0,,,,1807039000.0,13275196000.0,7195269000.0,33970000.0,,18900000.0,116310000.0,116310000.0,0.0,133259000.0,48110000.0,85149000.0,6892830000.0,,6892830000.0,42702000.0,6850128000.0,,,,,6079927000.0,287201000.0,,,,2059916000.0,,,,4558000.0,30230000.0,3448575000.0,,,249447000.0,195700000.0,53747000.0,,2024-03-31,,
22400.0,9077600.0,9100000.0,5656843000.0,5845671000.0,4694245000.0,10473334000.0,1068871000.0,4694245000.0,132223000.0,4759886000.0,7360312000.0,4775568000.0,15682000.0,4759886000.0,4668886000.0,,,91000000.0,91000000.0,8592979000.0,3284716000.0,155899000.0,,,,351746000.0,2682201000.0,81775000.0,2600426000.0,94870000.0,5308263000.0,527805000.0,3163470000.0,50448000.0,3113022000.0,,2870000.0,1585109000.0,,,0.0,1585109000.0,13368547000.0,6991413000.0,69489000.0,,16170000.0,149535000.0,149535000.0,0.0,65641000.0,20081000.0,45560000.0,6690578000.0,,6690578000.0,84536000.0,6606042000.0,,,,,6377134000.0,335001000.0,,,,2310188000.0,,,,5045000.0,2717000.0,3271364000.0,,,452819000.0,396214000.0,56605000.0,,2023-09-30,,
0.0,9100000.0,9100000.0,4847389000.0,5013243000.0,4350884000.0,9304847000.0,599640000.0,4350884000.0,125978000.0,4417582000.0,6349718000.0,4435399000.0,17817000.0,4417582000.0,1032000.0,3017336000.0,441790000.0,91000000.0,91000000.0,7748162000.0,2624176000.0,35388000.0,74780000.0,81840000.0,41928000.0,375151000.0,2015089000.0,82953000.0,1932136000.0,74780000.0,5123986000.0,173310000.0,2998154000.0,43025000.0,2955129000.0,2154000.0,2154000.0,1910425000.0,282233000.0,6683000.0,,1621509000.0,12183561000.0,6459935000.0,1000.0,150874000.0,13231000.0,4069000.0,4069000.0,0.0,66698000.0,21578000.0,45120000.0,6177558000.0,-2707713000.0,8885271000.0,443126000.0,515716000.0,5756283000.0,1718431000.0,451715000.0,0.0,5723626000.0,2326000.0,4705000.0,18733000.0,262010000.0,2409814000.0,297461000.0,292759000.0,1819594000.0,4894000.0,12186000.0,2954315000.0,-12010000.0,2966325000.0,54643000.0,14767000.0,39876000.0,39876000.0,2023-03-31,,
