Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-220345806.183542,0.250024,7178700000.0,-881300000.0,-881300000.0,3970900000.0,137500000.0,6769500000.0,6297400000.0,6159900000.0,4631854193.816458,3970900000.0,7763200000.0,,,,,3970900000.0,3970900000.0,0.0,3970900000.0,,3970900000.0,3970900000.0,1323800000.0,5294700000.0,16100000.0,-1004300000.0,1004300000.0,6159900000.0,993700000.0,856200000.0,137500000.0,137500000.0,7153600000.0,6769500000.0,13923100000.0,13923100000.0,2024-03-31
-271230983.871985,0.257018,6966600000.0,-1055300000.0,-1055300000.0,3533400000.0,130600000.0,5985600000.0,5911300000.0,5780700000.0,4317469016.128015,3533400000.0,6934600000.0,160244898.0,159162162.0,22.05,22.2,3533400000.0,3533400000.0,0.0,3533400000.0,,3533400000.0,3533400000.0,1222300000.0,4755700000.0,30300000.0,-1157000000.0,1157000000.0,5780700000.0,949000000.0,818400000.0,130600000.0,130600000.0,6729700000.0,5985600000.0,12715300000.0,12715300000.0,2023-12-31
-170269670.287294,0.256507,6111600000.0,-663800000.0,-663800000.0,3470400000.0,122800000.0,5873800000.0,5447800000.0,5325000000.0,3963930329.712706,3470400000.0,6849700000.0,160000000.0,159046746.0,21.69,21.82,3470400000.0,3470400000.0,0.0,3470400000.0,,3470400000.0,3470400000.0,1197300000.0,4667700000.0,6500000.0,-754500000.0,754500000.0,5325000000.0,975900000.0,853100000.0,122800000.0,122800000.0,6300900000.0,5873800000.0,12174700000.0,12174700000.0,2023-09-30
-44753127.072769,0.254424,5139200000.0,-175900000.0,-175900000.0,3484600000.0,120600000.0,5428800000.0,4963300000.0,4842700000.0,3615746872.927231,3484600000.0,6269500000.0,159844037.0,158896489.0,21.8,21.93,3484600000.0,3484600000.0,0.0,3484600000.0,,3484600000.0,3484600000.0,1189100000.0,4673700000.0,6900000.0,-205600000.0,205600000.0,4842700000.0,840700000.0,720100000.0,120600000.0,120600000.0,5683400000.0,5428800000.0,11112200000.0,11112200000.0,2023-06-30
-26571678.655868,0.261532,2586300000.0,-101600000.0,-101600000.0,3039800000.0,124900000.0,3978400000.0,2484700000.0,2359800000.0,3114828321.344132,3039800000.0,5398900000.0,,,,,3039800000.0,3039800000.0,0.0,3039800000.0,,2936000000.0,2936000000.0,1039800000.0,3975800000.0,8400000.0,-172000000.0,172000000.0,3835700000.0,1420500000.0,-102500000.0,124900000.0,-103800000.0,5256200000.0,3978400000.0,9234600000.0,9234600000.0,2023-03-31
,,,,,,,,,,,,,159467849.0,158763797.0,13.53,13.59,,,,,-45900000.0,,,,,,,,,,,,,,,,,2022-12-31
-325460537.831469,0.256349,8024600000.0,-1269600000.0,-1269600000.0,3976600000.0,143500000.0,6983000000.0,6755000000.0,6611500000.0,4920739462.168531,3976600000.0,8032500000.0,160217566.0,159382766.0,24.82,24.95,3976600000.0,3976600000.0,0.0,3976600000.0,,3976600000.0,3976600000.0,1370800000.0,5347400000.0,5500000.0,-1407800000.0,1407800000.0,6611500000.0,1049500000.0,906000000.0,143500000.0,143500000.0,7661000000.0,6983000000.0,14644000000.0,14644000000.0,2024-06-30 00:00:00
