Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges,Write Off
0.0,0.241391,1967140000.0,1225290000.0,288910000.0,1716540000.0,1967140000.0,1678230000.0,-63050000.0,63050000.0,1225290000.0,1225290000.0,4393310000.0,,,,,1225290000.0,1225290000.0,0.0,1225290000.0,0.0,1225290000.0,1225290000.0,389890000.0,1615180000.0,246180000.0,-63050000.0,63050000.0,1778040000.0,2676770000.0,1297190000.0,288910000.0,288910000.0,4454810000.0,1716540000.0,6171350000.0,6171350000.0,2024-03-31,,,,
0.0,0.259304,2030990000.0,1239770000.0,289080000.0,1818390000.0,2030990000.0,1741910000.0,-68120000.0,68120000.0,1239770000.0,1239770000.0,4905740000.0,178384173.0,178127874.0,6.95,6.96,1239770000.0,1239770000.0,0.0,1239770000.0,0.0,1239770000.0,1239770000.0,434020000.0,1673790000.0,200510000.0,-68120000.0,68120000.0,1541400000.0,3087350000.0,1656410000.0,289080000.0,289080000.0,4628750000.0,1818390000.0,6447140000.0,6447140000.0,2023-12-31,,,,
0.0,0.24598,1675650000.0,1002560000.0,289460000.0,1833700000.0,1675650000.0,1386190000.0,-56570000.0,56570000.0,1002560000.0,1002560000.0,4633190000.0,178074600.0,178074600.0,5.63,5.63,1002560000.0,1002560000.0,0.0,1002560000.0,0.0,1002560000.0,1002560000.0,327060000.0,1329620000.0,158970000.0,-56570000.0,56570000.0,1227220000.0,2799490000.0,1420230000.0,289460000.0,289460000.0,4026710000.0,1833700000.0,5860410000.0,5860410000.0,2023-09-30,,,,
0.0,0.239983,1359160000.0,787590000.0,272860000.0,1983560000.0,1359160000.0,1086300000.0,-50020000.0,50020000.0,787590000.0,787590000.0,4649770000.0,178187783.0,177785553.0,4.42,4.43,787590000.0,787590000.0,0.0,787590000.0,0.0,787590000.0,787590000.0,248690000.0,1036280000.0,194110000.0,-50020000.0,50020000.0,892190000.0,2666210000.0,1398210000.0,272860000.0,272860000.0,3558400000.0,1983560000.0,5541960000.0,5541960000.0,2023-06-30,,,,
0.0,0.234922,881380000.0,410250000.0,296470000.0,3206680000.0,881380000.0,584910000.0,231100000.0,48690000.0,410250000.0,410250000.0,4818410000.0,,,,,410250000.0,410250000.0,0.0,410250000.0,0.0,410250000.0,410250000.0,125970000.0,536220000.0,-121550000.0,231100000.0,48690000.0,490750000.0,1611730000.0,-949810000.0,296470000.0,206100000.0,2102480000.0,3206680000.0,5309160000.0,5309160000.0,2023-03-31,,,,
,,,,,,,,,,,,,177514706.0,177514706.0,2.72,2.72,,,,,,,,,,,,,,,,,,,,,,2022-12-31,,,,
-15501029.219252,0.250988,1970360000.0,1178660000.0,277150000.0,1569390000.0,1908600000.0,1631450000.0,-57830000.0,57830000.0,1224918970.780748,1178660000.0,4469390000.0,178314675.0,178045317.0,6.61,6.62,1178660000.0,1178660000.0,0.0,1178660000.0,0.0,1178660000.0,1178660000.0,394960000.0,1573620000.0,264090000.0,-57830000.0,57830000.0,1429120000.0,2900000000.0,1552560000.0,277150000.0,277150000.0,4329120000.0,1569390000.0,5898510000.0,5898510000.0,2024-06-30 00:00:00,-61760000.0,-61760000.0,-61760000.0,61760000.0
-12073250.623046,0.251683,1490140000.0,825730000.0,271660000.0,1566300000.0,1442170000.0,1170510000.0,-67060000.0,67060000.0,861626749.376954,825730000.0,4606690000.0,178343413.0,177576344.0,4.63,4.65,825730000.0,825730000.0,0.0,825730000.0,0.0,825730000.0,825730000.0,277720000.0,1103450000.0,235670000.0,-67060000.0,67060000.0,982810000.0,3040390000.0,1635780000.0,271660000.0,271660000.0,4023200000.0,1566300000.0,5589500000.0,5589500000.0,2024-09-30 00:00:00,-47970000.0,-47970000.0,-47970000.0,47970000.0
