Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Payables,Other Payable,Total Tax Payable,Total Assets,Total Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
10258326.0,10258326.0,545100000.0,545300000.0,22593500000.0,23151100000.0,64400000.0,22593500000.0,22605800000.0,23151100000.0,22605800000.0,22605800000.0,22503200000.0,,102600000.0,102600000.0,739700000.0,739700000.0,,,,0.0,545300000.0,545300000.0,100000.0,0.0,0.0,,0.0,23345500000.0,23281100000.0,23243800000.0,23243800000.0,,,,,12300000.0,12300000.0,25000000.0,,,,,64400000.0,,,55900000.0,8300000.0,200000.0,200000.0,,2024-03-31
10258326.0,10258326.0,689800000.0,690000000.0,20705900000.0,21408200000.0,,20705900000.0,20718200000.0,21408200000.0,20718200000.0,20718200000.0,20615600000.0,,102600000.0,102600000.0,885400000.0,885400000.0,,,,0.0,690000000.0,690000000.0,300000.0,,,,,21603600000.0,21539200000.0,21501700000.0,21501700000.0,,,,,12300000.0,12300000.0,25200000.0,,,,,64400000.0,,,55900000.0,8300000.0,200000.0,200000.0,,2023-09-30
10258326.0,10258326.0,682700000.0,682800000.0,19912362000.0,19924681000.0,383066000.0,19912362000.0,19924681000.0,19924681000.0,19924681000.0,19924681000.0,19822100000.0,7218395000.0,102583000.0,102583000.0,877579000.0,683081000.0,1000.0,682786000.0,294000.0,0.0,682800000.0,682800000.0,300000.0,194498000.0,194498000.0,194498000.0,,20802260000.0,20224694000.0,246067000.0,224796000.0,21271000.0,19940860000.0,224575000.0,19716285000.0,12319000.0,12319000.0,25448000.0,-4943000.0,30391000.0,30391000.0,0.0,577564000.0,100000.0,8291000.0,569044000.0,8300000.0,129000.0,129000.0,129000.0,2023-03-31
