Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Deferred Revenue,Inventories Adjustments Allowances
0.0,167465207.0,167465207.0,5774029000.0,6830314000.0,8048616000.0,15224084000.0,2683922000.0,8048616000.0,253738000.0,8647508000.0,11974693000.0,8569504000.0,-78004000.0,8647508000.0,8480043000.0,,,,167465000.0,167465000.0,10947736000.0,3624988000.0,3466000.0,,68370000.0,3498784000.0,171599000.0,3327185000.0,51063000.0,7322748000.0,327843000.0,,3331530000.0,82139000.0,3249391000.0,,95779000.0,3248250000.0,,,1859000.0,3246391000.0,19517240000.0,9510570000.0,54075000.0,,405032000.0,,217537000.0,217537000.0,,,598892000.0,128126000.0,470766000.0,8023282000.0,,8023282000.0,455645000.0,7567637000.0,,,,,10006670000.0,953362000.0,,20719000.0,,,5127041000.0,,,,100613000.0,2851516000.0,,,953419000.0,150872000.0,802547000.0,,,2024-03-31,,
,167454807.0,167454807.0,5737799000.0,6926348000.0,8765139000.0,16092321000.0,3678198000.0,8765139000.0,264326000.0,9430299000.0,12942476000.0,9422733000.0,-7566000.0,9430299000.0,9262844000.0,,,,167455000.0,167455000.0,10714181000.0,3902004000.0,3664000.0,,156279000.0,3690645000.0,178468000.0,3512177000.0,47718000.0,6812177000.0,365137000.0,,3235703000.0,85858000.0,3149845000.0,,94475000.0,2472766000.0,,,69050000.0,2403716000.0,20136914000.0,9646539000.0,24603000.0,,288369000.0,,224438000.0,224438000.0,,,665160000.0,137231000.0,527929000.0,8292882000.0,,8292882000.0,497041000.0,7795841000.0,,,,,10490375000.0,985629000.0,,20719000.0,,,5906877000.0,,,,100810000.0,2405803000.0,,,1070537000.0,146314000.0,924223000.0,,,2023-09-30,,
,157093496.0,157093496.0,6858439000.0,8005439000.0,7531728000.0,15989603000.0,2948315000.0,7531728000.0,209576000.0,8193740000.0,12274693000.0,8240844000.0,47104000.0,8193740000.0,-353800000.0,638412000.0,3026447000.0,3826548000.0,157093000.0,157093000.0,12360143000.0,4430272000.0,3860000.0,48147000.0,151042000.0,4224259000.0,143306000.0,4080953000.0,48147000.0,7929871000.0,94524000.0,142498000.0,3781180000.0,66270000.0,3714910000.0,104861000.0,104861000.0,2999039000.0,114934000.0,597000.0,142498000.0,2883508000.0,20600987000.0,9722801000.0,45070000.0,318766000.0,299751000.0,18318000.0,18073000.0,18073000.0,61515000.0,61515000.0,662012000.0,134083000.0,527929000.0,8344366000.0,-2502890000.0,10847256000.0,408362000.0,35512000.0,8839071000.0,1316129000.0,248182000.0,0.0,10878186000.0,45760000.0,18656000.0,20719000.0,54857000.0,957569000.0,5681439000.0,1838690000.0,1032339000.0,2810410000.0,101395000.0,3045889000.0,-318347000.0,3364236000.0,951902000.0,14478000.0,937424000.0,0.0,937424000.0,2023-03-31,,
