Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Current Deferred Taxes Liabilities,Other Payable,Dividends Payable,Non Current Prepaid Assets,Held To Maturity Securities,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
11779656.0,11779656.0,113056000.0,152040000.0,710395000.0,862541000.0,424278000.0,710395000.0,710501000.0,721091000.0,710501000.0,710501000.0,592704000.0,117797000.0,117797000.0,394034000.0,14765000.0,0.0,10590000.0,10590000.0,4175000.0,379269000.0,41867000.0,141450000.0,141450000.0,853000.0,176397000.0,15077000.0,161320000.0,1104535000.0,300988000.0,1726000.0,1006000.0,22365000.0,22365000.0,106000.0,106000.0,275785000.0,275785000.0,18303000.0,257482000.0,803547000.0,37394000.0,261544000.0,1835000.0,408860000.0,93914000.0,54930000.0,38984000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,
11779656.0,11779656.0,133458000.0,158444000.0,683761000.0,842328000.0,396632000.0,683761000.0,683884000.0,698091000.0,683884000.0,683884000.0,566087000.0,117797000.0,117797000.0,353264000.0,18282000.0,0.0,14207000.0,14207000.0,4075000.0,334982000.0,21931000.0,144237000.0,144237000.0,450000.0,154700000.0,5658000.0,149042000.0,1037148000.0,305534000.0,14585000.0,571000.0,26755000.0,26755000.0,123000.0,123000.0,263500000.0,263500000.0,5415000.0,258085000.0,731614000.0,27501000.0,323998000.0,2317000.0,298137000.0,79661000.0,54675000.0,24986000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,
11779656.0,11779656.0,151267000.0,176032000.0,664907000.0,841027000.0,388945000.0,664907000.0,664995000.0,698355000.0,664995000.0,664995000.0,547198000.0,117797000.0,117797000.0,362528000.0,36748000.0,0.0,33360000.0,33360000.0,3388000.0,325780000.0,38219000.0,142672000.0,142672000.0,927000.0,125715000.0,6798000.0,118917000.0,1027523000.0,312798000.0,1843000.0,1386000.0,30840000.0,30840000.0,88000.0,88000.0,278641000.0,278641000.0,18851000.0,259790000.0,714725000.0,35181000.0,317610000.0,665000.0,292683000.0,68586000.0,43821000.0,24765000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,
