Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
10345200.0,0.4,-276437000.0,25863000.0,25863000.0,80218000.0,75092000.0,480556000.0,-250574000.0,-325666000.0,309472000.0,2996000.0,312468000.0,64700200.0,80218000.0,1071287000.0,,,,,80218000.0,80218000.0,0.0,80218000.0,41982000.0,38236000.0,38236000.0,-361515000.0,-328662000.0,32912000.0,0.0,0.0,309472000.0,2996000.0,312468000.0,-696909000.0,590731000.0,278774000.0,75092000.0,75092000.0,237767000.0,237767000.0,-106178000.0,480556000.0,374378000.0,374378000.0,2024-03-31
1832040.94394,0.091666,1051620000.0,19986000.0,19986000.0,927242000.0,76180000.0,491911000.0,1071606000.0,995426000.0,362118000.0,2312000.0,364430000.0,909088040.94394,927242000.0,1029095000.0,46085586.0,46085586.0,20.12,20.12,927242000.0,927242000.0,0.0,927242000.0,33081000.0,894161000.0,894161000.0,91035000.0,993114000.0,33581000.0,0.0,0.0,362118000.0,2312000.0,364430000.0,577429000.0,537184000.0,254161000.0,76180000.0,76180000.0,207620000.0,207620000.0,1114613000.0,491911000.0,1606524000.0,1606524000.0,2023-12-31
4058907.558104,0.170643,1016802000.0,23786000.0,23786000.0,823882000.0,75073000.0,490730000.0,1040588000.0,965515000.0,312996000.0,2456000.0,315452000.0,804154907.558104,823882000.0,984313000.0,46078412.0,46078412.0,17.88,17.88,823882000.0,823882000.0,0.0,823882000.0,31082000.0,792800000.0,792800000.0,164339000.0,963059000.0,23687000.0,0.0,0.0,312996000.0,2456000.0,315452000.0,602590000.0,493583000.0,197476000.0,75073000.0,75073000.0,221879000.0,221879000.0,1096173000.0,490730000.0,1586903000.0,1586903000.0,2023-09-30
5773073.727223,0.23779,565716000.0,24278000.0,24278000.0,393717000.0,76567000.0,482541000.0,589994000.0,513427000.0,277702000.0,1947000.0,279649000.0,375212073.727223,393717000.0,963948000.0,46102693.0,46102693.0,8.54,8.54,393717000.0,393717000.0,0.0,393717000.0,21320000.0,372397000.0,372397000.0,121625000.0,511480000.0,23627000.0,0.0,0.0,277702000.0,1947000.0,279649000.0,185873000.0,481407000.0,181131000.0,76567000.0,76567000.0,224635000.0,224635000.0,667280000.0,482541000.0,1149821000.0,1149821000.0,2023-06-30
-122995500.0,0.3,626149000.0,-409985000.0,-409985000.0,-237778000.0,142407000.0,337625000.0,216164000.0,73757000.0,305787000.0,2154000.0,307941000.0,49211500.0,-237778000.0,935630000.0,,,,,-237778000.0,-237778000.0,0.0,-237778000.0,23208000.0,-260986000.0,-260986000.0,247323000.0,71603000.0,-7969000.0,-428167000.0,428273000.0,305787000.0,2154000.0,307941000.0,179455000.0,598005000.0,-80831000.0,142407000.0,26259000.0,286699000.0,231323000.0,777460000.0,337625000.0,1115085000.0,1115085000.0,2023-03-31
,,,,,,,,,,,,,,,,46090566.0,46090566.0,4.77,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
6891900.0,0.3,-42134000.0,22973000.0,22973000.0,-85869000.0,81566000.0,466107000.0,-19161000.0,-100727000.0,335235000.0,2612000.0,337847000.0,-101950100.0,-85869000.0,975751000.0,46166129.0,46166129.0,-1.86,-1.86,-85869000.0,-85869000.0,0.0,-85869000.0,25448000.0,-111317000.0,-111317000.0,11729000.0,-103339000.0,127230000.0,0.0,,335235000.0,2612000.0,337847000.0,-588777000.0,509644000.0,228112000.0,81566000.0,81566000.0,200349000.0,200349000.0,-79133000.0,466107000.0,386974000.0,386974000.0,2024-06-30 00:00:00
