Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Retained Earnings,Additional Paid In Capital,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Non Current Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Restricted Cash,Finished Goods,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable
0.0,43493767.0,43493767.0,1279060000.0,3379740000.0,14418040000.0,19136080000.0,14090310000.0,14418040000.0,624220000.0,16380560000.0,16835970000.0,16413840000.0,33280000.0,16380560000.0,15945620000.0,434940000.0,434940000.0,7035910000.0,1016470000.0,71110000.0,260000.0,945100000.0,489690000.0,455410000.0,,6019440000.0,158640000.0,2434640000.0,134530000.0,2300110000.0,29360000.0,2339550000.0,,40410000.0,2299140000.0,23449750000.0,3340000000.0,,190260000.0,157200000.0,157200000.0,1962520000.0,34360000.0,1928160000.0,930850000.0,930850000.0,930850000.0,20109750000.0,553350000.0,,4211550000.0,690000.0,6154040000.0,9190120000.0,7713660000.0,1476460000.0,,,2024-03-31,,,,,,,,,,,,,
,43498967.0,43498967.0,4529870000.0,5637270000.0,4786270000.0,11780090000.0,5323520000.0,4786270000.0,588110000.0,6730930000.0,7865680000.0,6784790000.0,53860000.0,6730930000.0,6407860000.0,323070000.0,323070000.0,8788090000.0,1671260000.0,63120000.0,10540000.0,1597600000.0,462850000.0,1134750000.0,63120000.0,7116830000.0,1760000.0,4039670000.0,125260000.0,3914410000.0,60660000.0,2607190000.0,186350000.0,38400000.0,2382440000.0,15572880000.0,3132530000.0,173040000.0,78470000.0,32500000.0,32500000.0,1944660000.0,35720000.0,1908940000.0,903860000.0,903860000.0,903860000.0,12440350000.0,166900000.0,450590000.0,3936040000.0,60300000.0,6522910000.0,1303610000.0,784320000.0,519290000.0,106270000.0,413020000.0,2023-09-30,,,,,,,,,,,,,
,43498967.0,43498967.0,3783060000.0,4671120000.0,4230250000.0,10266160000.0,3978890000.0,4230250000.0,634440000.0,6229480000.0,6540150000.0,6277510000.0,48030000.0,6229480000.0,5886840000.0,342640000.0,342640000.0,7763440000.0,871100000.0,54030000.0,6720000.0,810350000.0,499680000.0,310670000.0,54030000.0,6892340000.0,3020000.0,3860770000.0,134760000.0,3726010000.0,129990000.0,2540610000.0,180210000.0,9980000.0,2350420000.0,14040950000.0,3169720000.0,144190000.0,38290000.0,14000000.0,14000000.0,1999230000.0,38370000.0,1960860000.0,974010000.0,974010000.0,974010000.0,10871230000.0,106630000.0,437650000.0,3596980000.0,53860000.0,5607670000.0,1068440000.0,814820000.0,253620000.0,5340000.0,248280000.0,2023-03-31,,,,,,,,,,,,,
