Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Inventory,Finished Goods,Work In Process,Raw Materials,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
94985835.0,94985835.0,591698000.0,1101139000.0,7295212000.0,8508195000.0,4048525000.0,7295212000.0,76441000.0,7483497000.0,7549809000.0,7483497000.0,0.0,7483497000.0,6533639000.0,,,949858000.0,949858000.0,2951108000.0,280472000.0,40919000.0,,67052000.0,104343000.0,38031000.0,66312000.0,68158000.0,2670636000.0,230202000.0,,996796000.0,38410000.0,958386000.0,,21106000.0,1195933000.0,,,26425000.0,1169508000.0,10434605000.0,3715444000.0,56287000.0,77677000.0,57081000.0,57081000.0,,188285000.0,22449000.0,165836000.0,3336114000.0,,3336114000.0,276831000.0,3059283000.0,,,,,6719161000.0,278256000.0,92547000.0,,1436897000.0,,,,1755263000.0,,,3156198000.0,2723198000.0,433000000.0,,,2024-03-31
94985835.0,94985835.0,546512000.0,1109853000.0,6932515000.0,8213015000.0,3467368000.0,6932515000.0,100394000.0,7203556000.0,7305618000.0,7203556000.0,0.0,7203556000.0,6253698000.0,,,949858000.0,949858000.0,3832465000.0,289861000.0,,,53442000.0,174231000.0,72169000.0,102062000.0,62188000.0,3542604000.0,1178163000.0,,935622000.0,28225000.0,907397000.0,,20689000.0,1168912000.0,,,18623000.0,1150289000.0,11036021000.0,4026049000.0,74497000.0,86936000.0,59812000.0,59812000.0,,271041000.0,105837000.0,165204000.0,3533763000.0,,3533763000.0,169520000.0,3364243000.0,,,,,7009972000.0,257572000.0,13667000.0,,2055520000.0,,,,1917354000.0,,,2765859000.0,2302912000.0,462947000.0,,,2023-09-30
94985835.0,94985835.0,742348000.0,1046753000.0,6799808000.0,8094045000.0,3409562000.0,6799808000.0,117950000.0,7165242000.0,7344934000.0,7165242000.0,0.0,7165242000.0,-1000.0,3796735000.0,2173959000.0,949858000.0,949858000.0,3940181000.0,396648000.0,,57975000.0,83912000.0,254761000.0,75069000.0,179692000.0,,3543533000.0,1233430000.0,10562000.0,791992000.0,42881000.0,749111000.0,156604000.0,20689000.0,1517432000.0,244248000.0,1624000.0,10562000.0,1271560000.0,11105423000.0,4152328000.0,89274000.0,91580000.0,45716000.0,44970000.0,746000.0,365434000.0,199699000.0,165735000.0,3560324000.0,-6052171000.0,9612495000.0,812735000.0,214847000.0,7094585000.0,1323747000.0,166581000.0,0.0,6953095000.0,234690000.0,,1624000.0,2245323000.0,473160000.0,794332000.0,977831000.0,2062504000.0,-22350000.0,2084854000.0,2408954000.0,2222499000.0,186455000.0,5046000.0,181409000.0,2023-03-31
