Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
190257608.0,190257608.0,1718900000.0,26502500000.0,32384300000.0,14914000000.0,26502500000.0,591700000.0,31257100000.0,31532200000.0,32650200000.0,1393100000.0,31257100000.0,31066800000.0,,,,190300000.0,190300000.0,8868800000.0,2095200000.0,2400000.0,,,,,608400000.0,785700000.0,510600000.0,275100000.0,244000000.0,6773600000.0,383000000.0,933200000.0,81100000.0,852100000.0,,591200000.0,4371100000.0,,,393400000.0,3977700000.0,41519000000.0,19831400000.0,412400000.0,,1105600000.0,295200000.0,295200000.0,,1627200000.0,831800000.0,795400000.0,4754600000.0,2280200000.0,2474400000.0,11636400000.0,,11636400000.0,781000000.0,10855400000.0,,,,,21687600000.0,692200000.0,,,,,8501600000.0,,,,,6790400000.0,,,5703400000.0,154600000.0,5548800000.0,,,2024-03-31
190038404.0,190038404.0,1828000000.0,23888900000.0,30043800000.0,12893800000.0,23888900000.0,425300000.0,28641100000.0,28989800000.0,29818200000.0,1177100000.0,28641100000.0,28451100000.0,,,,190000000.0,190000000.0,8693600000.0,1884100000.0,,,,,,550900000.0,688400000.0,339700000.0,348700000.0,246500000.0,6809500000.0,880600000.0,1139600000.0,85600000.0,1054000000.0,,430600000.0,3862200000.0,,,106000000.0,3756200000.0,38511800000.0,18808500000.0,331200000.0,,971400000.0,295900000.0,295900000.0,,1534300000.0,801400000.0,732900000.0,4752200000.0,2302500000.0,2449700000.0,10923500000.0,,10923500000.0,737100000.0,10186400000.0,,,,,19703300000.0,990900000.0,,41100000.0,,,8646700000.0,,,,,6258700000.0,,,3765900000.0,149500000.0,3616400000.0,,,2023-09-30
189943974.0,189943974.0,2236340000.0,23387720000.0,29970440000.0,12878500000.0,23387720000.0,471560000.0,28205660000.0,28634230000.0,29484640000.0,1278980000.0,28205660000.0,192730000.0,23740000.0,17900790000.0,438010000.0,189940000.0,189940000.0,9759660000.0,2378780000.0,390960000.0,0.0,237930000.0,13170000.0,13560000.0,525170000.0,815320000.0,386750000.0,428570000.0,237900000.0,7380880000.0,250010000.0,1421020000.0,84810000.0,1336210000.0,504820000.0,504900000.0,4887530000.0,1427030000.0,85330000.0,16110000.0,3359060000.0,39244300000.0,18984920000.0,275500000.0,393580000.0,762150000.0,182230000.0,169410000.0,12820000.0,1437110000.0,729460000.0,707650000.0,4817940000.0,2374110000.0,2443830000.0,11324150000.0,-7996050000.0,19320200000.0,874680000.0,10449400000.0,13044280000.0,4465190000.0,936050000.0,0.0,20259380000.0,910400000.0,1810000.0,,21250000.0,914100000.0,8989250000.0,2596970000.0,1793190000.0,4599090000.0,79290000.0,6273800000.0,-599860000.0,6873660000.0,3979880000.0,16170000.0,3963710000.0,32740000.0,3930970000.0,2023-03-31
