Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
1640000.0,0.4,60300000.0,4100000.0,4100000.0,-461900000.0,967200000.0,7589100000.0,64400000.0,-902800000.0,-109200000.0,120800000.0,11600000.0,-464360000.0,-461900000.0,10694900000.0,,,,,-461900000.0,-461900000.0,0.0,-461900000.0,-461900000.0,-461900000.0,-561700000.0,-1023600000.0,-11900000.0,4100000.0,-4100000.0,-109200000.0,120800000.0,11600000.0,-678700000.0,3105800000.0,1461700000.0,967200000.0,967200000.0,2427100000.0,7589100000.0,10016200000.0,10016200000.0,2024-03-31
0.0,0.060322,-152800000.0,0.0,0.0,-1151200000.0,960200000.0,7145500000.0,-152800000.0,-1113000000.0,-94800000.0,112100000.0,17300000.0,-1151200000.0,-1151200000.0,10096400000.0,73418367.0,73418367.0,-15.68,-15.68,-1151200000.0,-1151200000.0,0.0,-1151200000.0,-1151200000.0,-1151200000.0,-73900000.0,-1225100000.0,29700000.0,0.0,,-94800000.0,112100000.0,17300000.0,-887400000.0,2950900000.0,1337100000.0,960200000.0,960200000.0,2063500000.0,7145500000.0,9209000000.0,9209000000.0,2023-12-31
0.0,0.004336,875300000.0,,,-183700000.0,952000000.0,7304600000.0,875300000.0,-76700000.0,-107800000.0,107800000.0,,-183700000.0,-183700000.0,10213000000.0,73480000.0,73480000.0,-2.5,-2.5,-183700000.0,-183700000.0,0.0,-183700000.0,-183700000.0,-183700000.0,-800000.0,-184500000.0,710300000.0,,,-107800000.0,107800000.0,,-500000000.0,2908400000.0,1303600000.0,952000000.0,952000000.0,2408400000.0,7304600000.0,9713000000.0,9713000000.0,2023-09-30
0.0,0.0,428100000.0,,,-571600000.0,894700000.0,6659800000.0,428100000.0,-466600000.0,-105000000.0,105000000.0,,-571600000.0,-571600000.0,9475800000.0,73470437.0,73470437.0,-7.78,-7.78,-571600000.0,-571600000.0,0.0,-571600000.0,-571600000.0,-571600000.0,0.0,-571600000.0,118000000.0,,,-105000000.0,105000000.0,,-347700000.0,2816000000.0,1254200000.0,894700000.0,894700000.0,2468300000.0,6659800000.0,9128100000.0,9128100000.0,2023-06-30
0.0,0.380152,2075720000.0,,,710372000.0,875280000.0,8889472000.0,2075720000.0,1200440000.0,115728000.0,54397000.0,,710372000.0,710372000.0,8293849000.0,,,,,710372000.0,710372000.0,0.0,710372000.0,710372000.0,710372000.0,435671000.0,1146043000.0,-328686000.0,,,115728000.0,54397000.0,,1940917000.0,-595623000.0,-2126997000.0,875280000.0,864878000.0,1345294000.0,8889472000.0,10234766000.0,10234766000.0,2023-03-31
,,,0.0,0.0,,,,,,,,0.0,,,,73437237.0,73437237.0,11.87,11.87,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.11436,572300000.0,,,-445300000.0,966600000.0,7066200000.0,572300000.0,-394300000.0,-108500000.0,108500000.0,,-445300000.0,-445300000.0,10001900000.0,73481848.0,73481848.0,-6.06,-6.06,-445300000.0,-445300000.0,0.0,-445300000.0,-445300000.0,-445300000.0,-57500000.0,-502800000.0,33000000.0,,,-108500000.0,108500000.0,,-228900000.0,2935700000.0,1280800000.0,966600000.0,966600000.0,2706800000.0,7066200000.0,9773000000.0,9773000000.0,2024-06-30 00:00:00
