Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Liabilities Heldfor Sale Non Current,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
146214971.0,146214971.0,67721625000.0,72403513000.0,43272993000.0,116099970000.0,21774540000.0,43272993000.0,,43696457000.0,94215582000.0,43743030000.0,46573000.0,43696457000.0,42234307000.0,,,1462150000.0,1462150000.0,122724209000.0,54794049000.0,1433487000.0,,,,0.0,50519125000.0,,50519125000.0,2808957000.0,67930160000.0,11382660000.0,21884388000.0,,21884388000.0,,562152000.0,28970722000.0,,63496000.0,28907226000.0,166467239000.0,76762538000.0,5075441000.0,,46879000.0,10437060000.0,10437060000.0,,,,,423464000.0,364155000.0,59309000.0,43209494000.0,,43209494000.0,28324584000.0,14884910000.0,,,,,89704700000.0,18304027000.0,,,34796592000.0,,,,665919000.0,2061461000.0,12792034000.0,,,21084667000.0,16402779000.0,4681888000.0,,,2024-03-31
146214971.0,146214971.0,65478435000.0,67629130000.0,41250015000.0,108976103000.0,17615052000.0,41250015000.0,,41346973000.0,80910979000.0,41356890000.0,9917000.0,41346973000.0,39884823000.0,,,1462150000.0,1462150000.0,118651116000.0,44639002000.0,2391064000.0,,,,0.0,39564006000.0,,39564006000.0,2624705000.0,74012114000.0,13043133000.0,28065124000.0,,28065124000.0,,161151000.0,29365837000.0,,0.0,29365837000.0,160008006000.0,68380840000.0,5117053000.0,,856567000.0,13365842000.0,13365842000.0,,,,,96958000.0,37649000.0,59309000.0,45473032000.0,,45473032000.0,30881723000.0,14591309000.0,,,,,91627166000.0,19123918000.0,,,34738028000.0,,,,890704000.0,2496152000.0,16676605000.0,,,17701759000.0,15551064000.0,2150695000.0,,,2023-09-30
146214971.0,146214971.0,66675227000.0,66754180000.0,39892723000.0,106595741000.0,14971753000.0,39892723000.0,174493000.0,40016054000.0,79628973000.0,39983916000.0,-32138000.0,40016054000.0,38553904000.0,27910942000.0,10642962000.0,1462150000.0,1462150000.0,114409460000.0,45115519000.0,2000.0,0.0,2070406000.0,3372965000.0,0.0,39669233000.0,56314000.0,39612919000.0,2070406000.0,69293941000.0,3790114000.0,27084947000.0,118179000.0,26966768000.0,167038000.0,7019244000.0,35128487000.0,4449091000.0,106365000.0,30573031000.0,154393376000.0,70127681000.0,5393252000.0,2753207000.0,740603000.0,1553321000.0,1553321000.0,9639552000.0,9544426000.0,95126000.0,0.0,123331000.0,64022000.0,59309000.0,41743020000.0,-24960380000.0,66703400000.0,26580238000.0,441676000.0,37608965000.0,692709000.0,1379812000.0,0.0,84265694000.0,16759884000.0,4355572000.0,10832447000.0,33682645000.0,19694000.0,1294767000.0,32368184000.0,13755820000.0,1915280000.0,19819470000.0,-1448173000.0,21267643000.0,-95540000.0,15411825000.0,-95540000.0,-736029000.0,640489000.0,2023-03-31
