Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Payables,Accounts Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Properties,Prepaid Assets,Receivables,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Payable,Cash Cash Equivalents And Federal Funds Sold
8680939432.0,8680939432.0,200128800000.0,323655200000.0,523872900000.0,323655200000.0,323744100000.0,523872900000.0,324505700000.0,761600000.0,323744100000.0,,,,86809400000.0,86809400000.0,4153210000000.0,200128800000.0,,,4477715700000.0,1440100200000.0,1440100200000.0,,,,88900000.0,88900000.0,53363500000.0,,,,,,,376078000000.0,,229547900000.0,2024-03-31,,
8680939432.0,8680939432.0,231984300000.0,310592300000.0,542665500000.0,310592300000.0,310681200000.0,542665500000.0,311431200000.0,750000000.0,310681200000.0,,,,86809400000.0,86809400000.0,4098737700000.0,231984300000.0,,,4410168900000.0,1470164200000.0,1470164200000.0,,,,88900000.0,88900000.0,47475800000.0,,,,,,,382982900000.0,,218956900000.0,2023-12-31,,
8680939432.0,8680939432.0,171256300000.0,303247700000.0,474592900000.0,303247700000.0,303336600000.0,474592900000.0,304052400000.0,715800000.0,303336600000.0,,,,86809400000.0,86809400000.0,3972756700000.0,171256300000.0,,,4276809100000.0,1435587600000.0,1435587600000.0,,,,88900000.0,88900000.0,47563400000.0,,,,,,,367950200000.0,,206252900000.0,2023-09-30,,
8680939432.0,8680939432.0,101769700000.0,297028400000.0,398887000000.0,297028400000.0,297117300000.0,398887000000.0,297823200000.0,705900000.0,297117300000.0,,,,86809400000.0,86809400000.0,3828750800000.0,101769700000.0,,,4126574000000.0,1375673300000.0,1375673300000.0,,,,88900000.0,88900000.0,47224500000.0,,,,,,,383861900000.0,,217868600000.0,2023-06-30,,
8680939432.0,8680939432.0,75192252000.0,292078410000.0,367359558000.0,292078410000.0,292167306000.0,367359558000.0,292840444000.0,673138000.0,292167306000.0,36495853000.0,10970515000.0,74666327000.0,86809394000.0,86809394000.0,3777956702000.0,75192252000.0,8915697000.0,8915697000.0,4070797146000.0,1365693837000.0,1359101658000.0,2266922000.0,6592179000.0,6592179000.0,88896000.0,88896000.0,47766959000.0,-39252463000.0,87019422000.0,38190110000.0,48829312000.0,42664929000.0,50955502000.0,441019448000.0,0.0,15001105000.0,2023-03-31,,
8680939432.0,8680939432.0,230185800000.0,323097000000.0,553371700000.0,323097000000.0,323185900000.0,553371700000.0,323970300000.0,784400000.0,323185900000.0,,,,86809400000.0,86809400000.0,4169358300000.0,230185800000.0,,,4493328600000.0,1442370500000.0,1442370500000.0,,,,88900000.0,88900000.0,53141700000.0,,,,,,,396231600000.0,,235811400000.0,2024-06-30 00:00:00,,
