Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1423432227.0,1423432227.0,,27362300000.0,82308200000.0,97171400000.0,10701300000.0,82308200000.0,24757400000.0,94566500000.0,95033900000.0,101287100000.0,6720600000.0,94566500000.0,93143100000.0,,,1423400000.0,1423400000.0,47271200000.0,27288600000.0,22700000.0,,,1437100000.0,24714000000.0,24246600000.0,467400000.0,977300000.0,19982600000.0,4493000000.0,2648300000.0,510800000.0,2137500000.0,,2422200000.0,5520500000.0,,,326800000.0,5193700000.0,148558300000.0,117874400000.0,3304600000.0,1086200000.0,1224100000.0,8671300000.0,8671300000.0,7818700000.0,,,12258300000.0,5635100000.0,6623200000.0,83410300000.0,,83410300000.0,2309900000.0,81100400000.0,,,,,30683900000.0,1611600000.0,0.0,,,1164400000.0,,,85700000.0,,4764600000.0,,,23057600000.0,18264200000.0,4793400000.0,,,2024-03-31
1420400342.0,1420400342.0,,27176200000.0,70684800000.0,85739900000.0,3864400000.0,70684800000.0,24272500000.0,82836200000.0,83321500000.0,89763400000.0,6927200000.0,82836200000.0,81415800000.0,,,1420400000.0,1420400000.0,45850500000.0,27110100000.0,44100000.0,,,1474800000.0,24257700000.0,23772400000.0,485300000.0,1017100000.0,18740400000.0,4747600000.0,2918500000.0,500100000.0,2418400000.0,,2340400000.0,4841900000.0,,,296500000.0,4545400000.0,135613900000.0,113009100000.0,3150400000.0,1479100000.0,1322200000.0,6593200000.0,6593200000.0,6813400000.0,,,12151400000.0,5576600000.0,6574800000.0,81411300000.0,,81411300000.0,4019200000.0,77392100000.0,,,,,22604800000.0,1569100000.0,6900000.0,,,1190300000.0,,,73300000.0,,4837300000.0,,,14927900000.0,10696300000.0,4231600000.0,,,2023-09-30
1420400342.0,1420400342.0,818700000.0,31390100000.0,67708400000.0,88002200000.0,4711900000.0,67708400000.0,23207500000.0,79819600000.0,83129400000.0,86420500000.0,6600900000.0,79819600000.0,,-1179300000.0,66356600000.0,1420400000.0,1420400000.0,50267000000.0,29075500000.0,,1104400000.0,283700000.0,1567100000.0,26069900000.0,22760100000.0,3309800000.0,,21191500000.0,,5320200000.0,447400000.0,4872800000.0,1677700000.0,1896300000.0,4733000000.0,2034200000.0,17200000.0,285800000.0,2395800000.0,136687500000.0,110784100000.0,47800000.0,6099800000.0,1581800000.0,4960200000.0,4960200000.0,6510900000.0,3699900000.0,2811000000.0,12111200000.0,5575000000.0,6536200000.0,79394600000.0,-26593500000.0,105988100000.0,3241700000.0,,26594900000.0,67791400000.0,8360100000.0,0.0,25903400000.0,15900000.0,6900000.0,169500000.0,1481700000.0,1092100000.0,588400000.0,503700000.0,423100000.0,311600000.0,4464500000.0,-272200000.0,4736700000.0,17938100000.0,10574200000.0,7363900000.0,5524000000.0,1839900000.0,2023-03-31
