Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,-138600000.0,-962000000.0,693100000.0,16749100000.0,-138600000.0,-831700000.0,-1136900000.0,1136900000.0,-962000000.0,-962000000.0,26776900000.0,,,,,-962000000.0,-962000000.0,0.0,-962000000.0,1109300000.0,-2071300000.0,-2071300000.0,102700000.0,-1968600000.0,1608400000.0,-1136900000.0,1136900000.0,-2578600000.0,10027800000.0,1685100000.0,693100000.0,693100000.0,4537200000.0,4537200000.0,7449200000.0,16749100000.0,24198300000.0,24198300000.0,2024-03-31
0.0,0.3,152000000.0,-580800000.0,432300000.0,11038000000.0,152000000.0,-280300000.0,-738600000.0,738600000.0,-580800000.0,-580800000.0,19886700000.0,1037142857.0,1037142857.0,-0.56,-0.56,-580800000.0,-580800000.0,0.0,-580800000.0,497900000.0,-1078700000.0,-1078700000.0,59800000.0,-1018900000.0,1566500000.0,-738600000.0,738600000.0,-2149400000.0,8848700000.0,1130000000.0,432300000.0,432300000.0,3899600000.0,3899600000.0,6699300000.0,11038000000.0,17737300000.0,17737300000.0,2023-12-31
0.0,0.05556,52400000.0,-609900000.0,567900000.0,12382400000.0,52400000.0,-515500000.0,-661600000.0,661600000.0,-609900000.0,-609900000.0,21406100000.0,1033728814.0,1033728814.0,-0.59,-0.59,-609900000.0,-609900000.0,0.0,-609900000.0,501800000.0,-1111700000.0,-1111700000.0,-65400000.0,-1177100000.0,1867300000.0,-661600000.0,661600000.0,-2751100000.0,9023700000.0,1275400000.0,567900000.0,567900000.0,3722700000.0,3722700000.0,6272600000.0,12382400000.0,18655000000.0,18655000000.0,2023-09-30
0.0,0.3,1364200000.0,-387300000.0,406700000.0,23660500000.0,1364200000.0,957500000.0,-682900000.0,682900000.0,-387300000.0,-387300000.0,33640300000.0,1046756757.0,1046756757.0,-0.37,-0.37,-387300000.0,-387300000.0,0.0,-387300000.0,-679000000.0,291700000.0,291700000.0,-17100000.0,274600000.0,1927800000.0,-682900000.0,682900000.0,-1250900000.0,9979800000.0,1129500000.0,406700000.0,406700000.0,5250500000.0,5250500000.0,8728900000.0,23660500000.0,32389400000.0,32389400000.0,2023-06-30
0.0,0.3,793000000.0,-367800000.0,362400000.0,6606500000.0,793000000.0,430600000.0,-44200000.0,658600000.0,-367800000.0,-367800000.0,13770400000.0,,,,,-367800000.0,-367800000.0,0.0,-367800000.0,-15900000.0,-351900000.0,-351900000.0,123900000.0,-228000000.0,-697300000.0,-44200000.0,658600000.0,301300000.0,7163900000.0,-191300000.0,362400000.0,180300000.0,4326400000.0,3550300000.0,7465200000.0,6606500000.0,14071700000.0,14071700000.0,2023-03-31
,,,,,,,,,,,,,1097142857.0,1097142857.0,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,259800000.0,-1024100000.0,697400000.0,23015300000.0,259800000.0,-437600000.0,-1503700000.0,1503700000.0,-1024100000.0,-1024100000.0,33590900000.0,1034444444.0,1034444444.0,-0.99,-0.99,-1024100000.0,-1024100000.0,0.0,-1024100000.0,952000000.0,-1976100000.0,-1976100000.0,34800000.0,-1941300000.0,1511800000.0,-1503700000.0,1503700000.0,-2181700000.0,10575600000.0,1178000000.0,697400000.0,697400000.0,5095500000.0,5095500000.0,8393900000.0,23015300000.0,31409200000.0,31409200000.0,2024-06-30 00:00:00
0.0,0.3,907600000.0,-958400000.0,685600000.0,10671800000.0,907600000.0,222000000.0,-1700100000.0,1700100000.0,-958400000.0,-958400000.0,20731200000.0,1521269841.0,1521269841.0,-0.63,-0.63,-958400000.0,-958400000.0,0.0,-958400000.0,564700000.0,-1523100000.0,-1523100000.0,45000000.0,-1478100000.0,2341700000.0,-1700100000.0,1700100000.0,-2479400000.0,10059400000.0,942200000.0,685600000.0,685600000.0,5021900000.0,5021900000.0,7580000000.0,10671800000.0,18251800000.0,18251800000.0,2024-09-30 00:00:00
