Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Liabilities Heldfor Sale Non Current,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Accrued Expenses,Taxes Receivable
1584032478.0,1584032478.0,614520000000.0,648580000000.0,97410000000.0,728940000000.0,-129510000000.0,97410000000.0,17980000000.0,98340000000.0,503370000000.0,174480000000.0,76140000000.0,98340000000.0,82500000000.0,,,15840000000.0,15840000000.0,710900000000.0,442760000000.0,8810000000.0,,,,,8890000000.0,421720000000.0,16690000000.0,405030000000.0,2830000000.0,268140000000.0,14590000000.0,226860000000.0,1290000000.0,225570000000.0,,140000000.0,4990000000.0,,1450000000.0,3540000000.0,885380000000.0,746750000000.0,12590000000.0,,4520000000.0,,35570000000.0,35570000000.0,4200000000.0,,,930000000.0,900000000.0,30000000.0,686180000000.0,,686180000000.0,64230000000.0,621950000000.0,,,,,138630000000.0,7200000000.0,,5570000000.0,,,2910000000.0,,460000000.0,13420000000.0,,,109070000000.0,92990000000.0,16080000000.0,,,2024-03-31,,
1584032478.0,1584032478.0,551970000000.0,573780000000.0,78540000000.0,639280000000.0,-81270000000.0,78540000000.0,13830000000.0,79330000000.0,515540000000.0,79790000000.0,460000000.0,79330000000.0,63490000000.0,,,15840000000.0,15840000000.0,635000000000.0,471760000000.0,9890000000.0,4540000000.0,,,,5780000000.0,449030000000.0,12820000000.0,436210000000.0,2360000000.0,163240000000.0,17120000000.0,124750000000.0,1010000000.0,123740000000.0,,100000000.0,5450000000.0,,2060000000.0,3390000000.0,714790000000.0,632820000000.0,13190000000.0,,4660000000.0,,44250000000.0,44250000000.0,2580000000.0,,,790000000.0,760000000.0,30000000.0,559020000000.0,,559020000000.0,64800000000.0,494220000000.0,,,,,81970000000.0,10000000000.0,,,,,520000000.0,,1140000000.0,13180000000.0,,,57130000000.0,49150000000.0,7980000000.0,,,2023-09-30,,
1584032478.0,1584032478.0,518450000000.0,542230000000.0,72250000000.0,601510000000.0,-7280000000.0,72250000000.0,13760000000.0,73040000000.0,559360000000.0,73500000000.0,460000000.0,73040000000.0,14300000000.0,5820000000.0,38300000000.0,15840000000.0,15840000000.0,600110000000.0,520700000000.0,,5020000000.0,30000000.0,2160000000.0,9890000000.0,4520000000.0,499080000000.0,12760000000.0,486320000000.0,,79410000000.0,850000000.0,43150000000.0,1000000000.0,42150000000.0,100000000.0,,19720000000.0,13110000000.0,920000000.0,5690000000.0,673610000000.0,601480000000.0,670000000.0,11050000000.0,4590000000.0,8490000000.0,0.0,,1310000000.0,380000000.0,930000000.0,790000000.0,760000000.0,30000000.0,535480000000.0,-49080000000.0,584560000000.0,52910000000.0,,502050000000.0,6650000000.0,22950000000.0,0.0,72130000000.0,30000000.0,11740000000.0,,3570000000.0,4650000000.0,520000000.0,520000000.0,9380000000.0,15790000000.0,-230000000.0,16020000000.0,26450000000.0,16430000000.0,10020000000.0,6860000000.0,3160000000.0,2023-03-31,,
