Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current
87001200.0,87001200.0,2440320000.0,3289233000.0,5189823000.0,8481141000.0,1412540000.0,5189823000.0,5191908000.0,6171419000.0,5219008000.0,27100000.0,5191908000.0,5017906000.0,,,174002000.0,174002000.0,6097183000.0,1439670000.0,460159000.0,979511000.0,979511000.0,4657513000.0,179537000.0,2309722000.0,2309722000.0,31261000.0,2136176000.0,,,0.0,2136176000.0,11316191000.0,5246138000.0,95795000.0,,127199000.0,,2085000.0,2085000.0,5021059000.0,,5021059000.0,562003000.0,4459056000.0,,,,,6070053000.0,91019000.0,,,1896951000.0,,,,,,20832000.0,3008918000.0,1052333000.0,203420000.0,848913000.0,,,2024-03-31,,
87001200.0,87001200.0,1994787000.0,2920530000.0,4881196000.0,7804626000.0,1441620000.0,4881196000.0,4884096000.0,5890141000.0,4911196000.0,27100000.0,4884096000.0,4710094000.0,,,174002000.0,174002000.0,5680656000.0,1456146000.0,450101000.0,1006045000.0,1006045000.0,4224510000.0,224737000.0,1914485000.0,1914485000.0,35334000.0,2049129000.0,,,34593000.0,2014536000.0,10591852000.0,4925722000.0,91739000.0,,114589000.0,,2900000.0,2900000.0,4716494000.0,,4716494000.0,189519000.0,4526975000.0,,,,,5666130000.0,37375000.0,,,1629392000.0,,,,,,,2882880000.0,1116483000.0,190740000.0,925743000.0,,,2023-09-30,,
87001200.0,87001200.0,1988734000.0,3036775000.0,4680235000.0,7720781000.0,1277516000.0,4680235000.0,4684006000.0,5690711000.0,4711106000.0,27100000.0,4684006000.0,4510004000.0,1382591000.0,877413000.0,174002000.0,174002000.0,5573568000.0,1447363000.0,440658000.0,1006705000.0,1006705000.0,4126205000.0,183178000.0,2030070000.0,2030070000.0,32257000.0,1844025000.0,183178000.0,864000.0,16406000.0,1826755000.0,10284674000.0,4880953000.0,,42512000.0,114589000.0,114589000.0,3771000.0,3771000.0,4762593000.0,-818704000.0,5581297000.0,177248000.0,4585345000.0,3806421000.0,994282000.0,603346000.0,0.0,5403721000.0,37434000.0,864000.0,197288000.0,1581921000.0,22096000.0,617617000.0,451157000.0,491051000.0,16380000.0,0.0,2559227000.0,1048041000.0,177098000.0,1048041000.0,870749000.0,177292000.0,2023-03-31,,
