Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
12232566.0,12232566.0,625229000.0,662144000.0,562544000.0,1196899000.0,503941000.0,562544000.0,28114000.0,562869000.0,562869000.0,567126000.0,4257000.0,562869000.0,440543000.0,,,122326000.0,122326000.0,725102000.0,27094000.0,,,21244000.0,21244000.0,5850000.0,698008000.0,2666000.0,640900000.0,6870000.0,634030000.0,,133000.0,151000.0,,151000.0,1292228000.0,90279000.0,43432000.0,,6070000.0,6070000.0,325000.0,,40452000.0,,40452000.0,40452000.0,,,,1201949000.0,77842000.0,,,326556000.0,,,,270119000.0,527432000.0,518631000.0,8801000.0,,,2024-03-31
12232566.0,12232566.0,634217000.0,697976000.0,591673000.0,1239622000.0,545383000.0,591673000.0,50423000.0,592069000.0,592069000.0,608984000.0,16915000.0,592069000.0,469743000.0,,,122326000.0,122326000.0,815616000.0,45881000.0,,,40646000.0,40646000.0,5235000.0,769735000.0,3398000.0,657330000.0,9777000.0,647553000.0,,107000.0,1046000.0,,1046000.0,1424600000.0,109482000.0,40709000.0,,6070000.0,6070000.0,396000.0,,62307000.0,,62307000.0,62307000.0,,,,1315118000.0,95973000.0,,,282765000.0,,,,421048000.0,515332000.0,501996000.0,13336000.0,,,2023-09-30
12232566.0,12232566.0,544478000.0,604582000.0,597177000.0,1146800000.0,558677000.0,597177000.0,55430000.0,597648000.0,597648000.0,618645000.0,20997000.0,597648000.0,1000.0,-640020000.0,967030000.0,122326000.0,122326000.0,683232000.0,54456000.0,4524000.0,0.0,49932000.0,49932000.0,4524000.0,628776000.0,135000.0,554650000.0,5498000.0,549152000.0,107000.0,107000.0,61914000.0,59709000.0,2205000.0,1301877000.0,114424000.0,38673000.0,45243000.0,6570000.0,6570000.0,471000.0,471000.0,68710000.0,-24675000.0,93385000.0,7401000.0,28773000.0,57211000.0,0.0,1187453000.0,2068000.0,0.0,95875000.0,297114000.0,7904000.0,289210000.0,11710000.0,295589000.0,485097000.0,480423000.0,4674000.0,315000.0,4359000.0,2023-03-31
