Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
11663440.117312,0.304927,2606000.0,38250000.0,38250000.0,24649000.0,1552000.0,16206000.0,40856000.0,39304000.0,7456000.0,3843000.0,11299000.0,-1937559.882688,24649000.0,25738000.0,,,,,24649000.0,24649000.0,0.0,24649000.0,24649000.0,24649000.0,10813000.0,35461000.0,-815000.0,0.0,7456000.0,3843000.0,11299000.0,-9808000.0,9532000.0,7980000.0,1552000.0,1552000.0,-276000.0,16206000.0,15930000.0,15930000.0,2024-03-31
9192112.603906,0.149704,5281000.0,61402000.0,61402000.0,54112000.0,1320000.0,21587000.0,66683000.0,65363000.0,7597000.0,1724000.0,9321000.0,1902112.603906,54112000.0,32345000.0,10002218.0,10002218.0,5.41,5.41,54112000.0,54112000.0,0.0,54112000.0,54112000.0,54112000.0,9527000.0,63639000.0,4908000.0,0.0,7597000.0,1724000.0,9321000.0,-10502000.0,10758000.0,9438000.0,1320000.0,1320000.0,256000.0,21587000.0,21843000.0,21843000.0,2023-12-31
10325890.45516,0.218459,11093000.0,47267000.0,47267000.0,43355000.0,1174000.0,20776000.0,58360000.0,57186000.0,5304000.0,1711000.0,7015000.0,6413890.45516,43355000.0,30235000.0,10000000.0,10000000.0,4.3355,4.3355,43355000.0,43355000.0,0.0,43355000.0,43355000.0,43355000.0,12119000.0,55475000.0,2464000.0,0.0,5304000.0,1711000.0,7015000.0,-546000.0,9459000.0,8285000.0,1174000.0,1174000.0,8913000.0,20776000.0,29689000.0,29689000.0,2023-09-30
11293817.563551,0.263905,1922000.0,42795000.0,42795000.0,30956000.0,1151000.0,18267000.0,44717000.0,43566000.0,4011000.0,1513000.0,5524000.0,-545182.436449,30956000.0,27647000.0,10000000.0,10000000.0,3.0956,3.0956,30956000.0,30956000.0,0.0,30956000.0,30956000.0,30956000.0,11098000.0,42053000.0,1987000.0,0.0,4011000.0,1513000.0,5524000.0,-6909000.0,9380000.0,8229000.0,1151000.0,1151000.0,2471000.0,18267000.0,20738000.0,20738000.0,2023-06-30
-24491966.533086,0.247464,-1864000.0,-98972000.0,-98972000.0,-70865000.0,1410000.0,20461000.0,-100836000.0,-102246000.0,3584000.0,64000.0,4525000.0,3615033.466914,-70865000.0,25150000.0,,,,,-70865000.0,-70865000.0,0.0,-70865000.0,-76992000.0,-76992000.0,-25318000.0,-102310000.0,1506000.0,-472000.0,3584000.0,64000.0,4525000.0,-8017000.0,4689000.0,-11374000.0,1410000.0,1395000.0,-3328000.0,20461000.0,17133000.0,17133000.0,2023-03-31
,,,,,,,,,,,,,,,,8218519.0,8218519.0,-0.27,-0.27,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
9057434.746719,0.160173,6909000.0,56548000.0,56548000.0,49854000.0,1309000.0,24000000.0,63457000.0,62148000.0,9851000.0,2787000.0,12638000.0,2363434.746719,49854000.0,35069000.0,9911332.0,9911332.0,5.03,5.03,49854000.0,49854000.0,0.0,49854000.0,49854000.0,49854000.0,9508000.0,59361000.0,2835000.0,0.0,9851000.0,2787000.0,12638000.0,-10012000.0,11069000.0,9760000.0,1309000.0,1309000.0,1057000.0,24000000.0,25057000.0,25057000.0,2024-06-30 00:00:00
