Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
47500000.0,47500000.0,1513928000.0,1538436000.0,989130000.0,2549125000.0,-386029000.0,989130000.0,1273000.0,1011962000.0,1902953000.0,945846000.0,-66116000.0,1011962000.0,536962000.0,,,475000000.0,475000000.0,2557683000.0,897069000.0,,,892072000.0,1081000.0,890991000.0,4997000.0,1660614000.0,49983000.0,646364000.0,192000.0,646172000.0,,60000.0,153429000.0,,,153429000.0,3503529000.0,2228944000.0,123503000.0,,,,162531000.0,175781000.0,175781000.0,,,,,22832000.0,,1684024000.0,,1684024000.0,297124000.0,1386900000.0,,,,,1274585000.0,35640000.0,,,,6912000.0,,,117763000.0,399648000.0,,,714622000.0,691387000.0,23235000.0,,2024-03-31
47500000.0,47500000.0,1544594000.0,1565272000.0,1015681000.0,2611284000.0,-366869000.0,1015681000.0,1291000.0,1047303000.0,1962588000.0,981187000.0,-66116000.0,1047303000.0,572303000.0,,,475000000.0,475000000.0,2580575000.0,919917000.0,,,916384000.0,1099000.0,915285000.0,3533000.0,1660658000.0,47617000.0,648888000.0,192000.0,648696000.0,,17000.0,156138000.0,,,156138000.0,3561762000.0,2267973000.0,110343000.0,,,,165629000.0,174358000.0,174358000.0,,,,,31622000.0,,1726498000.0,,1726498000.0,297124000.0,1429374000.0,,,,,1293789000.0,36041000.0,,,,6773000.0,,,117606000.0,445856000.0,,,687513000.0,668126000.0,19387000.0,,2023-09-30
47500000.0,47500000.0,1276582000.0,1336338000.0,993527000.0,2369016000.0,-349259000.0,993527000.0,1308000.0,1033986000.0,1724931000.0,967870000.0,-66116000.0,1033986000.0,1165214000.0,-205496000.0,597500000.0,475000000.0,475000000.0,2593892000.0,944228000.0,248634000.0,3533000.0,692061000.0,1116000.0,690945000.0,2030000.0,1649664000.0,54000.0,644277000.0,192000.0,644085000.0,17000.0,11000.0,960420000.0,798077000.0,424000.0,161919000.0,3561762000.0,2261357000.0,60341000.0,0.0,60151000.0,0.0,161834000.0,1020000.0,791000.0,229000.0,122855000.0,79200000.0,43655000.0,40459000.0,40459000.0,1769042000.0,-637467000.0,2406509000.0,297124000.0,879485000.0,775402000.0,369500000.0,84998000.0,0.0,1300405000.0,30206000.0,73000.0,13474000.0,62194000.0,6842000.0,3812000.0,3030000.0,627382000.0,411992000.0,-1280000.0,413272000.0,178448000.0,120000000.0,58448000.0,58448000.0,2023-03-31
