Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Total Revenue,Operating Revenue,Date
0.0,0.235456,237677000.0,117466000.0,71763000.0,237677000.0,165914000.0,54806000.0,12272000.0,67078000.0,117466000.0,117466000.0,1095850000.0,,,,,117466000.0,117466000.0,0.0,117466000.0,0.0,117466000.0,117466000.0,36176000.0,153642000.0,1564000.0,54806000.0,12272000.0,67078000.0,96443000.0,1095850000.0,201680000.0,71763000.0,71763000.0,487959000.0,487959000.0,1192293000.0,1192293000.0,2024-03-31
0.0,0.227431,229042000.0,111090000.0,72164000.0,229042000.0,156878000.0,48625000.0,13085000.0,61710000.0,111090000.0,111090000.0,1078635000.0,22262525.0,22262525.0,4.99,4.99,111090000.0,111090000.0,0.0,111090000.0,0.0,111090000.0,111090000.0,32703000.0,143793000.0,1210000.0,48625000.0,13085000.0,61710000.0,93936000.0,1078635000.0,212274000.0,72164000.0,72164000.0,464498000.0,464498000.0,1172571000.0,1172571000.0,2023-12-31
0.0,0.2403,246062000.0,125267000.0,68185000.0,246062000.0,177877000.0,49730000.0,12987000.0,62717000.0,125267000.0,125267000.0,1102789000.0,22249911.0,22249911.0,5.63,5.63,125267000.0,125267000.0,0.0,125267000.0,0.0,125267000.0,125267000.0,39623000.0,164890000.0,2133000.0,49730000.0,12987000.0,62717000.0,113176000.0,1102789000.0,205337000.0,68185000.0,68185000.0,473279000.0,473279000.0,1215965000.0,1215965000.0,2023-09-30
0.0,0.233246,270019000.0,141677000.0,71888000.0,270019000.0,198131000.0,43539000.0,13356000.0,56895000.0,141677000.0,141677000.0,1098926000.0,22276258.0,22241287.0,6.36,6.37,141677000.0,141677000.0,0.0,141677000.0,0.0,141677000.0,141677000.0,43098000.0,184775000.0,8193000.0,43539000.0,13356000.0,56895000.0,133845000.0,1098926000.0,207909000.0,71888000.0,71888000.0,442464000.0,442464000.0,1232771000.0,1232771000.0,2023-06-30
0.0,0.156241,220539000.0,114045000.0,72738000.0,220539000.0,147801000.0,125291000.0,12638000.0,,114045000.0,114045000.0,1048561000.0,,,,,114045000.0,114045000.0,0.0,114045000.0,0.0,114045000.0,114045000.0,21118000.0,135163000.0,-180276000.0,125291000.0,12638000.0,,96498000.0,1048561000.0,-58174000.0,72738000.0,46450000.0,674239000.0,465280000.0,1145059000.0,1145059000.0,2023-03-31
,,,,,,,,,40091000.0,,,,22273704.0,22273704.0,5.21,5.21,,,,,,,,,,,,,40091000.0,,,,,,,,,,2022-12-31
0.0,0.237861,269500000.0,139700000.0,73700000.0,269500000.0,195800000.0,55400000.0,12500000.0,67900000.0,139700000.0,139700000.0,1078000000.0,22280702.0,22245223.0,6.27,6.28,139700000.0,139700000.0,0.0,139700000.0,0.0,139700000.0,139700000.0,43600000.0,183300000.0,200000.0,55400000.0,12500000.0,67900000.0,127900000.0,1078000000.0,165700000.0,73700000.0,73700000.0,478700000.0,478700000.0,1205900000.0,1205900000.0,2024-06-30 00:00:00
