Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Prepaid Assets,Long Term Equity Investment,Investmentsin Associatesat Cost,Other Intangible Assets,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Cash Financial
33869518.0,33869518.0,1043275000.0,1129602000.0,3458919000.0,4588740000.0,2977558000.0,3458919000.0,3459138000.0,3478654000.0,3459138000.0,3459138000.0,3120443000.0,338695000.0,338695000.0,4622635000.0,48900000.0,19516000.0,19516000.0,29384000.0,4573735000.0,44850000.0,1110086000.0,1110086000.0,26373000.0,2933098000.0,483000.0,2932615000.0,8081773000.0,530480000.0,10960000.0,351257000.0,351257000.0,219000.0,125860000.0,7551293000.0,42547000.0,95877000.0,2010979000.0,832282000.0,4569608000.0,4483281000.0,86327000.0,2024-03-31,,,,,,,,,,,,,,,,,,
33869518.0,33869518.0,,984040000.0,2790816000.0,3775075000.0,2075464000.0,2790816000.0,2791035000.0,2824206000.0,2791035000.0,2791035000.0,2452340000.0,338695000.0,338695000.0,13520588000.0,58035000.0,33171000.0,33171000.0,24864000.0,13462553000.0,46397000.0,950869000.0,950869000.0,21630000.0,11924479000.0,48754000.0,11875725000.0,16311623000.0,773606000.0,10856000.0,611083000.0,611083000.0,219000.0,127215000.0,15538017000.0,69454000.0,208273000.0,1586279000.0,718409000.0,12955602000.0,7089291000.0,5866311000.0,2023-09-30,,,,,,,,,,,,,,,,,,
33869518.0,33869518.0,,28470000.0,2259198000.0,2287887000.0,1797960000.0,2259198000.0,2259417000.0,2282282000.0,2259417000.0,2259417000.0,1920722000.0,338695000.0,338695000.0,3862329000.0,45441000.0,22865000.0,22865000.0,22576000.0,3816888000.0,8963000.0,5605000.0,5605000.0,14696000.0,3258859000.0,7559000.0,3251300000.0,6121746000.0,506898000.0,11159000.0,380499000.0,380499000.0,219000.0,81755000.0,5614848000.0,32875000.0,174161000.0,989038000.0,458214000.0,3960560000.0,3482723000.0,477837000.0,2023-03-31,,,,,,,,,,,,,,,,,,
