Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
501900.0,192307590.0,192809490.0,54400000.0,9505900000.0,14707700000.0,9251700000.0,9505900000.0,37900000.0,14691200000.0,14691200000.0,14725700000.0,34500000.0,14691200000.0,14498400000.0,,,,,192800000.0,192800000.0,5612100000.0,2643300000.0,,474300000.0,22600000.0,22600000.0,56900000.0,2968800000.0,655500000.0,31800000.0,15300000.0,16500000.0,,650000000.0,1021600000.0,,,88000000.0,933600000.0,20337800000.0,8117300000.0,467500000.0,,171900000.0,171900000.0,,20900000.0,5185300000.0,5185300000.0,2271700000.0,,2271700000.0,,2271700000.0,,,,,12220500000.0,1115300000.0,,,2392600000.0,,,,220900000.0,275000000.0,1587400000.0,,,6629300000.0,6060100000.0,569200000.0,,,2024-03-31
,192809490.0,192809490.0,4000000.0,12838500000.0,14348300000.0,10184900000.0,12838500000.0,4000000.0,14348300000.0,14348300000.0,14379300000.0,31000000.0,14348300000.0,14155500000.0,,,,,192800000.0,192800000.0,3668600000.0,523000000.0,45200000.0,477600000.0,200000.0,200000.0,,3145600000.0,862200000.0,3800000.0,3800000.0,,24400000.0,851200000.0,898700000.0,,,122500000.0,776200000.0,18047900000.0,4717400000.0,445100000.0,,525000000.0,525000000.0,,21100000.0,1509800000.0,1509800000.0,2216400000.0,,2216400000.0,,2216400000.0,,,,,13330500000.0,1065200000.0,,,2398400000.0,,,,227000000.0,351400000.0,1177200000.0,,,8111300000.0,6283500000.0,1827800000.0,,,2023-09-30
,192809490.0,192809490.0,7125000.0,12238020000.0,13421101000.0,9440788000.0,12238020000.0,7125000.0,13421101000.0,13421101000.0,13454953000.0,33852000.0,13421101000.0,30760000.0,1108959000.0,169118000.0,3814749000.0,8341232000.0,192809000.0,192809000.0,3586103000.0,506577000.0,41426000.0,463773000.0,1378000.0,1378000.0,,3079526000.0,5950000.0,5747000.0,5747000.0,,7994000.0,912628000.0,869122000.0,151876000.0,5596000.0,8924000.0,702726000.0,17041056000.0,4520742000.0,573500000.0,19703000.0,500009000.0,500009000.0,0.0,21395000.0,1183081000.0,1183081000.0,2782878000.0,-136195000.0,2919073000.0,569646000.0,6660000.0,235217000.0,10830000.0,2096720000.0,0.0,12520314000.0,1156800000.0,30339000.0,1460946000.0,1642556000.0,902050000.0,740506000.0,0.0,466704000.0,320600000.0,1479695000.0,-161955000.0,1641650000.0,7440074000.0,7273040000.0,167034000.0,121823000.0,45211000.0,2023-03-31
,192809490.0,192809490.0,14000000.0,13991000000.0,15040000000.0,9900000000.0,13991000000.0,14000000.0,15040000000.0,15040000000.0,15076000000.0,36000000.0,15040000000.0,14847000000.0,,,,,193000000.0,193000000.0,4159000000.0,608000000.0,44000000.0,560000000.0,4000000.0,4000000.0,,3551000000.0,1442000000.0,10000000.0,10000000.0,,8000000.0,862000000.0,648000000.0,,,0.0,648000000.0,19235000000.0,5784000000.0,606000000.0,,1931000000.0,1931000000.0,,22000000.0,1049000000.0,1049000000.0,2176000000.0,,2176000000.0,,2176000000.0,,,,,13451000000.0,1182000000.0,,,1714000000.0,,,,263000000.0,164000000.0,1306000000.0,,,8822000000.0,7030000000.0,1792000000.0,,,2022-12-31
