Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Cash Equivalents
104937280.0,104937280.0,219575000.0,220911000.0,684856000.0,905783000.0,628957000.0,684856000.0,684872000.0,692994000.0,684972000.0,684872000.0,580035000.0,,,104837000.0,104837000.0,399492000.0,27519000.0,13444000.0,,8122000.0,8122000.0,5953000.0,371973000.0,99666000.0,,212789000.0,212789000.0,,,59518000.0,,1601000.0,57917000.0,1084464000.0,83533000.0,616000.0,,3308000.0,,16000.0,,79593000.0,,79593000.0,79593000.0,,,,,1000930000.0,73446000.0,,714098000.0,,,,2804000.0,209246000.0,1336000.0,1336000.0,,2023-09-30,
104937280.0,104937280.0,527460589.0,528270986.0,563242431.0,1091626713.0,495500431.0,563242431.0,563355727.0,570235962.0,563355727.0,563355727.0,458418000.0,401789422.0,57542580.0,104937280.0,104937280.0,765422318.0,22922763.0,11912499.0,4130029.0,6880235.0,6880235.0,4130000.0,742499555.0,14938437.0,1115529.0,521390751.0,521390751.0,1223063.0,1223000.0,118894791.0,2000337.0,,116894454.0,1328778045.0,90778059.0,1092000.0,1092238.0,3307884.0,0.0,113296.0,113296.0,86264641.0,-78244558.0,164509200.0,59224950.0,51034934.0,49746748.0,4502568.0,0.0,1237999986.0,316490.0,5822584.0,1136158550.0,1151041.0,1135007509.0,6246580.0,2803516.0,85841869.0,810397.0,810397.0,810397.0,2023-03-31,
