Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Research And Development,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-1632400.0,0.4,24628000.0,-4081000.0,-4081000.0,5558000.0,11545000.0,118061000.0,20547000.0,9002000.0,-5082000.0,5082000.0,8006600.0,5558000.0,236868000.0,,,,,5558000.0,5558000.0,0.0,5558000.0,5558000.0,5558000.0,-1638000.0,3920000.0,5776000.0,-4081000.0,-5082000.0,5082000.0,7309000.0,118807000.0,43753000.0,11545000.0,11545000.0,3662000.0,17899000.0,12769000.0,5130000.0,126116000.0,118061000.0,244177000.0,244177000.0,2024-03-31
0.0,0.3,28729000.0,0.0,0.0,3638000.0,11695000.0,131651000.0,28729000.0,17034000.0,-7529000.0,7529000.0,3638000.0,3638000.0,229383000.0,10182506.0,10182506.0,0.357279,0.357279,3638000.0,3638000.0,0.0,3638000.0,3638000.0,3638000.0,5866000.0,9505000.0,952000.0,0.0,-7529000.0,7529000.0,16081000.0,97732000.0,35263000.0,11695000.0,11695000.0,3319000.0,12215000.0,7548000.0,4667000.0,113813000.0,131651000.0,245464000.0,245464000.0,2023-12-31
0.0,0.0,19301000.0,0.0,0.0,950000.0,11453000.0,64923000.0,19301000.0,7848000.0,-6898000.0,6898000.0,950000.0,950000.0,162572000.0,10182506.0,10182506.0,0.093297,0.093297,950000.0,950000.0,0.0,950000.0,950000.0,950000.0,0.0,950000.0,2011000.0,0.0,-6898000.0,6898000.0,5837000.0,97649000.0,35516000.0,11453000.0,11453000.0,3613000.0,11104000.0,6514000.0,4590000.0,103486000.0,64923000.0,168409000.0,168409000.0,2023-09-30
-204074.103713,0.216869,36196000.0,-941000.0,-941000.0,9783000.0,10997000.0,130134000.0,35255000.0,24258000.0,-11762000.0,11762000.0,10519925.896287,9783000.0,247022000.0,,,,,9783000.0,9783000.0,0.0,9783000.0,9783000.0,9783000.0,2710000.0,12496000.0,3230000.0,-941000.0,-11762000.0,11762000.0,21967000.0,116888000.0,44432000.0,10997000.0,10997000.0,2935000.0,18638000.0,14161000.0,4477000.0,138855000.0,130134000.0,268989000.0,268989000.0,2023-03-31
0.0,0.308201,19429000.0,0.0,0.0,2404000.0,10796000.0,92680000.0,19429000.0,8633000.0,-5158000.0,5158000.0,2404000.0,2404000.0,182369000.0,8903704.0,8903704.0,0.236091,0.236091,2404000.0,2404000.0,0.0,2404000.0,2404000.0,2404000.0,1071000.0,3475000.0,1399000.0,0.0,-5158000.0,5158000.0,7234000.0,89689000.0,31582000.0,10796000.0,10796000.0,2688000.0,13755000.0,9090000.0,4665000.0,96923000.0,92680000.0,189603000.0,189603000.0,2022-12-31
0.0,0.0,-16534000.0,0.0,0.0,-33246000.0,10908000.0,79475000.0,-16534000.0,-27442000.0,-5804000.0,5804000.0,-33246000.0,-33246000.0,174911000.0,10166972.0,10166972.0,-3.27,-3.27,-33246000.0,-33246000.0,0.0,-33246000.0,-33246000.0,-33246000.0,0.0,-33246000.0,796000.0,0.0,-5804000.0,5804000.0,-28237000.0,95436000.0,30463000.0,10908000.0,10908000.0,3442000.0,14038000.0,10426000.0,3612000.0,67199000.0,79475000.0,146674000.0,146674000.0,2024-06-30 00:00:00
0.0,0.0,18529000.0,0.0,0.0,1140000.0,11294000.0,71006000.0,18529000.0,7235000.0,-6095000.0,6095000.0,1140000.0,1140000.0,164078000.0,11400000.0,11400000.0,0.1,0.1,1140000.0,1140000.0,0.0,1140000.0,1140000.0,1140000.0,0.0,1140000.0,804000.0,0.0,-6095000.0,6095000.0,6431000.0,93072000.0,34994000.0,11294000.0,11294000.0,2769000.0,11197000.0,6683000.0,4514000.0,99503000.0,71006000.0,170509000.0,170509000.0,2023-06-30 00:00:00
