Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.254678,19284000.0,0.0,0.0,5537000.0,6174000.0,51835000.0,19284000.0,13110000.0,-5681000.0,5681000.0,5537000.0,5537000.0,100260000.0,,,,,5537000.0,5537000.0,0.0,5537000.0,5537000.0,5537000.0,1892000.0,7429000.0,2575000.0,0.0,-5681000.0,5681000.0,10535000.0,48425000.0,17042000.0,6174000.0,6174000.0,58960000.0,51835000.0,110795000.0,110795000.0,2024-03-31
0.0,0.079206,16146000.0,0.0,0.0,3847000.0,6011000.0,56583000.0,16146000.0,10135000.0,-5956000.0,5956000.0,3847000.0,3847000.0,105720000.0,10991429.0,10991429.0,0.35,0.35,3847000.0,3847000.0,0.0,3847000.0,3848000.0,3848000.0,331000.0,4179000.0,605000.0,0.0,-5956000.0,5956000.0,9530000.0,49137000.0,16492000.0,6011000.0,6011000.0,58667000.0,56583000.0,115250000.0,115250000.0,2023-12-31
0.0,0.279705,19319000.0,0.0,0.0,5753000.0,5760000.0,49599000.0,19319000.0,13559000.0,-5572000.0,5572000.0,5753000.0,5753000.0,94597000.0,11063462.0,11063462.0,0.52,0.52,5753000.0,5753000.0,0.0,5753000.0,5753000.0,5753000.0,2234000.0,7987000.0,1947000.0,0.0,-5572000.0,5572000.0,11611000.0,44998000.0,15932000.0,5760000.0,5760000.0,56609000.0,49599000.0,106208000.0,106208000.0,2023-09-30
0.0,0.3,16321000.0,0.0,0.0,6196000.0,5661000.0,37644000.0,16321000.0,10660000.0,-5363000.0,5363000.0,6196000.0,6196000.0,78789000.0,11064286.0,11064286.0,0.56,0.56,6196000.0,6196000.0,0.0,6196000.0,6195000.0,6195000.0,-898000.0,5297000.0,1812000.0,0.0,-5363000.0,5363000.0,8849000.0,41145000.0,15155000.0,5661000.0,5661000.0,49994000.0,37644000.0,87638000.0,87638000.0,2023-06-30
-3286.06357,0.02608,6347000.0,-126000.0,-126000.0,-3585000.0,5228000.0,61257000.0,6221000.0,993000.0,428000.0,4674000.0,-3462286.06357,-3585000.0,74081000.0,,,,,-3585000.0,-3585000.0,0.0,-3585000.0,-3585000.0,-3585000.0,-96000.0,-3681000.0,-1191000.0,-1000.0,428000.0,4674000.0,-2130000.0,12824000.0,-40022000.0,5228000.0,5149000.0,10694000.0,61257000.0,71951000.0,71951000.0,2023-03-31
,,,,,,,,,,,,,,,10850000.0,10850000.0,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.312211,18007000.0,0.0,0.0,4461000.0,5961000.0,50014000.0,18007000.0,12046000.0,-5560000.0,5560000.0,4461000.0,4461000.0,100919000.0,10880488.0,10880488.0,0.41,0.41,4461000.0,4461000.0,0.0,4461000.0,4461000.0,4461000.0,2025000.0,6486000.0,2034000.0,0.0,-5560000.0,5560000.0,10011000.0,50905000.0,19175000.0,5961000.0,5961000.0,60916000.0,50014000.0,110930000.0,110930000.0,2024-06-30 00:00:00
