Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Cash Equivalents
233202317.0,233202317.0,1810300000.0,5156800000.0,9643700000.0,14458300000.0,10753600000.0,9643700000.0,390200000.0,9691700000.0,12153800000.0,9550100000.0,-141600000.0,9691700000.0,9458500000.0,,,233200000.0,233200000.0,33455000000.0,2999600000.0,,2775600000.0,313500000.0,2462100000.0,224000000.0,30455400000.0,11314800000.0,,2381200000.0,76700000.0,2304500000.0,499400000.0,15086100000.0,,7900000.0,15078200000.0,43005100000.0,1796100000.0,47200000.0,,639400000.0,300300000.0,300300000.0,48000000.0,48000000.0,514100000.0,,514100000.0,0.0,514100000.0,,,,41209000000.0,16751800000.0,0.0,,,11400000.0,,,20600000.0,17100000.0,8316900000.0,,,16091200000.0,13134900000.0,2956300000.0,,2024-03-31,,
189706372.0,189706372.0,21227800000.0,22198100000.0,-4050400000.0,17783000000.0,-5583500000.0,-4050400000.0,418000000.0,-3997100000.0,-3997100000.0,-4149300000.0,-152200000.0,-3997100000.0,-4186800000.0,,,189700000.0,189700000.0,44278500000.0,563600000.0,-400000.0,344800000.0,344800000.0,0.0,219200000.0,43714900000.0,7458900000.0,,21853300000.0,73200000.0,21780100000.0,491100000.0,13322100000.0,,57400000.0,13264700000.0,40129200000.0,1997800000.0,46800000.0,,965400000.0,73800000.0,73800000.0,53300000.0,53300000.0,583400000.0,,583400000.0,0.0,583400000.0,,,,38131400000.0,13033000000.0,0.0,,,12500000.0,,,12600000.0,16100000.0,6885800000.0,,,18171400000.0,17619100000.0,552300000.0,,2023-09-30,,
189693333.0,189693333.0,19670500000.0,20296100000.0,-2309500000.0,17898700000.0,2733400000.0,-2309500000.0,146600000.0,-2250800000.0,4749200000.0,-2403000000.0,-152200000.0,-2250800000.0,70500000.0,-11748800000.0,10871200000.0,189700000.0,189700000.0,34306700000.0,7303300000.0,,7110900000.0,110900000.0,7000000000.0,192400000.0,27003400000.0,6028900000.0,50200000.0,13185200000.0,35700000.0,13149500000.0,743700000.0,7131600000.0,519900000.0,112100000.0,6499600000.0,31903700000.0,2166900000.0,18500000.0,29100000.0,981100000.0,110600000.0,110600000.0,58700000.0,58700000.0,384500000.0,-563200000.0,947700000.0,800000.0,383700000.0,613700000.0,333200000.0,0.0,29736800000.0,8183700000.0,37200000.0,472800000.0,3944300000.0,15700000.0,11400000.0,4300000.0,16885300000.0,17000000.0,7902500000.0,-67700000.0,7970200000.0,479000000.0,13080000000.0,479000000.0,479000000.0,2023-03-31,,
233443046.0,233443046.0,5039000000.0,9074800000.0,9614700000.0,18385900000.0,13285100000.0,9614700000.0,346800000.0,9657900000.0,14645800000.0,9524500000.0,-133400000.0,9657900000.0,9424500000.0,,,233400000.0,233400000.0,39329000000.0,5510300000.0,,5269300000.0,281400000.0,4987900000.0,241000000.0,33818700000.0,13516800000.0,,3805500000.0,65400000.0,3740100000.0,342500000.0,15704100000.0,,259400000.0,15444700000.0,48853500000.0,1749700000.0,47200000.0,,521100000.0,174800000.0,174800000.0,43200000.0,43200000.0,437900000.0,,437900000.0,,437900000.0,,,,47103800000.0,18282000000.0,,,,40900000.0,,,21200000.0,300000.0,9240700000.0,,,19518700000.0,15829700000.0,3689000000.0,,2024-09-30 00:00:00,,
