Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Tradeand Other Payables Non Current,Hedging Assets Current
12888434.0,12888434.0,1255730000.0,2262710000.0,1204480000.0,3769660000.0,545460000.0,1204480000.0,525770000.0,2032720000.0,2479430000.0,1967100000.0,-65620000.0,2032720000.0,1903840000.0,,,128880000.0,128880000.0,8670940000.0,1616140000.0,672170000.0,53120000.0,16400000.0,5420000.0,854520000.0,407810000.0,446710000.0,14510000.0,7054800000.0,2516770000.0,,1408190000.0,117960000.0,1290230000.0,7980000.0,313430000.0,2428800000.0,,,51110000.0,2377690000.0,10638040000.0,3037780000.0,,,102480000.0,276190000.0,276190000.0,,84170000.0,84170000.0,828240000.0,452010000.0,376230000.0,1658680000.0,,1658680000.0,2870000.0,1655810000.0,,,,,7600260000.0,990110000.0,,,3173770000.0,,,,,2279770000.0,,,1156610000.0,675400000.0,481210000.0,,,2024-03-31,,,
12884781.0,12884781.0,2622160000.0,3511820000.0,1165670000.0,5019390000.0,-199640000.0,1165670000.0,531900000.0,2039470000.0,2632600000.0,1993460000.0,-46010000.0,2039470000.0,1910620000.0,,,128850000.0,128850000.0,9427660000.0,1238100000.0,104640000.0,64380000.0,20330000.0,16270000.0,1012430000.0,419300000.0,593130000.0,20050000.0,8189560000.0,2807480000.0,,2499390000.0,112600000.0,2386790000.0,8790000.0,255020000.0,2326610000.0,,,63430000.0,2263180000.0,11421120000.0,3431200000.0,,,79800000.0,428830000.0,428830000.0,,81920000.0,81920000.0,873800000.0,497570000.0,376230000.0,1688810000.0,,1688810000.0,2950000.0,1685860000.0,,,,,7989920000.0,888870000.0,,,3327610000.0,,,,,3227010000.0,,,546430000.0,188670000.0,357760000.0,,,2023-09-30,,,
12884781.0,12884781.0,2256170000.0,3062250000.0,1217170000.0,4716040000.0,-32720000.0,1217170000.0,453370000.0,2107160000.0,2686780000.0,2040560000.0,-66600000.0,2107160000.0,14230000.0,1612710000.0,28070000.0,128850000.0,128850000.0,8686420000.0,1245630000.0,10000.0,61810000.0,191820000.0,27120000.0,941200000.0,361580000.0,579620000.0,23670000.0,7440790000.0,10470000.0,116640000.0,2121050000.0,91790000.0,2029260000.0,7390000.0,287080000.0,2873770000.0,85500000.0,2610000.0,675950000.0,2109710000.0,10726980000.0,3318910000.0,-10000.0,113160000.0,69680000.0,13810000.0,335370000.0,13810000.0,82470000.0,82470000.0,889990000.0,477410000.0,412580000.0,1590110000.0,-1423980000.0,3014090000.0,54090000.0,234280000.0,1517430000.0,1087880000.0,120410000.0,0.0,7408070000.0,20000.0,69250000.0,387500000.0,2610620000.0,43440000.0,511120000.0,2056060000.0,159530000.0,3828440000.0,-98630000.0,3927070000.0,352710000.0,231510000.0,352710000.0,0.0,352710000.0,2023-03-31,,,
