Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Payables,Total Tax Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Net PPE,Gross PPE,Other Properties,Current Assets,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Non Current Pension And Other Postretirement Benefit Plans,Other Current Liabilities,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Other Current Assets,Restricted Cash,Cash Financial
1000000.0,1000000.0,8660684000.0,8660684000.0,59810000.0,8660684000.0,8660684000.0,8660684000.0,8660684000.0,8660684000.0,8650684000.0,10000000.0,10000000.0,188877000.0,185834000.0,472000.0,137441000.0,583000.0,3043000.0,3043000.0,3043000.0,8849561000.0,8786708000.0,58332000.0,8623069000.0,8623069000.0,56867000.0,48440000.0,48440000.0,48440000.0,62853000.0,16932000.0,0.0,45921000.0,566000.0,45355000.0,2024-03-31,,,,,,,,,,
1000000.0,1000000.0,7987097000.0,7987097000.0,44653000.0,7987097000.0,7987097000.0,7987097000.0,7987097000.0,7987097000.0,7977097000.0,10000000.0,10000000.0,158522000.0,149478000.0,94000.0,89053000.0,641000.0,9044000.0,9044000.0,9044000.0,8145619000.0,8091922000.0,57764000.0,7926213000.0,7926213000.0,58322000.0,49623000.0,49623000.0,49623000.0,53697000.0,17988000.0,0.0,35709000.0,794000.0,34915000.0,2023-09-30,,,,,,,,,,
1000000.0,1000000.0,7125103000.0,7125103000.0,,7125103000.0,7125103000.0,7125103000.0,7125103000.0,7125103000.0,7115103000.0,10000000.0,10000000.0,97764000.0,97764000.0,95000.0,50883000.0,492000.0,,,,7222867000.0,7212223000.0,57362000.0,7045468000.0,7045468000.0,59778000.0,49615000.0,49615000.0,49615000.0,10644000.0,2988000.0,2308000.0,5348000.0,719000.0,4629000.0,2023-03-31,,,,,,,,,,
