Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.372548,78122000.0,,,16431000.0,1538000.0,309311000.0,78122000.0,76584000.0,-40390000.0,40390000.0,16431000.0,16431000.0,357107000.0,35719565.0,30427778.0,0.46,0.54,16431000.0,16431000.0,0.0,16431000.0,-6279000.0,22710000.0,22710000.0,13484000.0,36194000.0,5094000.0,,-40390000.0,40390000.0,71407000.0,47796000.0,,1538000.0,1538000.0,11436000.0,11436000.0,119203000.0,309311000.0,428514000.0,428514000.0,2023-12-31
0.0,0.149147,54163000.0,,,6906000.0,1482000.0,287875000.0,54163000.0,52681000.0,-41598000.0,41598000.0,6906000.0,6906000.0,338895000.0,36347368.0,30026087.0,0.19,0.23,6906000.0,6906000.0,0.0,6906000.0,-2524000.0,9430000.0,9430000.0,1653000.0,11083000.0,5518000.0,,-41598000.0,41598000.0,47257000.0,51020000.0,,1482000.0,1482000.0,13852000.0,13852000.0,98277000.0,287875000.0,386152000.0,386152000.0,2023-09-30
0.0,0.236456,63493000.0,0.0,0.0,15296000.0,1423000.0,233704000.0,63493000.0,62070000.0,-40899000.0,40899000.0,15296000.0,15296000.0,277480000.0,36419048.0,30592000.0,0.42,0.5,15296000.0,15296000.0,0.0,15296000.0,-869000.0,16165000.0,16165000.0,5006000.0,21171000.0,3749000.0,0.0,-40899000.0,40899000.0,58467000.0,43776000.0,9387000.0,1423000.0,1423000.0,,,102243000.0,233704000.0,335947000.0,335947000.0,2023-06-30
0.0,0.11096,98821000.0,,,25706000.0,1741000.0,330216000.0,98821000.0,97080000.0,-57604000.0,69800000.0,25706000.0,25706000.0,333658000.0,,,,,25706000.0,25706000.0,0.0,25706000.0,893000.0,24813000.0,24813000.0,3027000.0,27280000.0,-7884000.0,,-57604000.0,69800000.0,108532000.0,3442000.0,,1741000.0,1612000.0,-40649000.0,-44825000.0,111974000.0,330216000.0,442190000.0,442190000.0,2023-03-31
0.0,0.220799,73867000.0,,,22353000.0,1797000.0,95551000.0,73867000.0,72070000.0,-44982000.0,44982000.0,22353000.0,22353000.0,148574000.0,31045833.0,30620548.0,0.72,0.73,22353000.0,22353000.0,0.0,22353000.0,1246000.0,21107000.0,21107000.0,5981000.0,27088000.0,3310000.0,,-44982000.0,44982000.0,69415000.0,53023000.0,,1797000.0,1797000.0,22314000.0,22314000.0,122438000.0,95551000.0,217989000.0,217989000.0,2022-12-31
0.0,0.18201,53081000.0,,,16130000.0,1265000.0,249211000.0,53081000.0,51816000.0,-30949000.0,30949000.0,16130000.0,16130000.0,299708000.0,38404762.0,30433962.0,0.42,0.53,16130000.0,16130000.0,0.0,16130000.0,-939000.0,17069000.0,17069000.0,3798000.0,20867000.0,27761000.0,,-30949000.0,30949000.0,24098000.0,50497000.0,13510000.0,1265000.0,1265000.0,,,74595000.0,249211000.0,323806000.0,323806000.0,2024-06-30 00:00:00
0.0,0.077975,111868000.0,,,51297000.0,1492000.0,449111000.0,111868000.0,110376000.0,-50357000.0,50357000.0,51297000.0,51297000.0,498531000.0,,,,,51297000.0,51297000.0,0.0,51297000.0,-4042000.0,55339000.0,55339000.0,4680000.0,60019000.0,5722000.0,,-50357000.0,50357000.0,155501000.0,49420000.0,,1492000.0,1492000.0,,,204921000.0,449111000.0,654032000.0,654032000.0,2024-03-31 00:00:00
