Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Dividends Payable,Held To Maturity Securities
823434588.0,823434588.0,47184900000.0,60522600000.0,131325300000.0,203060900000.0,47386900000.0,131325300000.0,1040700000.0,143579000000.0,189206600000.0,143745300000.0,166300000.0,143579000000.0,141932100000.0,,,1646900000.0,1646900000.0,164427200000.0,63988000000.0,4294500000.0,,,,,12414800000.0,46522400000.0,894800000.0,45627600000.0,532500000.0,100439200000.0,2168100000.0,14000200000.0,145900000.0,13854300000.0,,62000000.0,69268200000.0,,11000000.0,69257200000.0,308172500000.0,160346400000.0,3144200000.0,,524000000.0,1900200000.0,1900200000.0,8646600000.0,,,100500000.0,12253700000.0,8929900000.0,3323800000.0,131310400000.0,,131310400000.0,10846300000.0,120464100000.0,,,,,147826100000.0,7805400000.0,,3889200000.0,,,79315000000.0,,,,60900000.0,2001100000.0,28368500000.0,,,26386000000.0,14089000000.0,12297000000.0,,,2024-03-31,,
823434588.0,823434588.0,45936300000.0,57135200000.0,119706700000.0,188777500000.0,39992000000.0,119706700000.0,798800000.0,132441100000.0,178625500000.0,132619800000.0,178700000.0,132441100000.0,130794200000.0,,,1646900000.0,1646900000.0,158270400000.0,63815200000.0,4312100000.0,,,,,11987100000.0,46865700000.0,681300000.0,46184400000.0,486400000.0,94455200000.0,2124200000.0,10269500000.0,117500000.0,10152000000.0,,29100000.0,66564800000.0,,5800000.0,66559000000.0,290890200000.0,156443000000.0,3598200000.0,,634300000.0,2385600000.0,2385600000.0,8125600000.0,,,,12734400000.0,9410600000.0,3323800000.0,128957200000.0,,128957200000.0,9785100000.0,119172100000.0,,,,,134447200000.0,8904200000.0,,,,,77750500000.0,,,,,2420000000.0,28731000000.0,,,16641500000.0,6241400000.0,10400100000.0,,,2023-09-30,,
823434588.0,823434588.0,34015200000.0,39581700000.0,109733100000.0,158026100000.0,41612000000.0,109733100000.0,867400000.0,119311800000.0,147229700000.0,119675700000.0,363900000.0,119311800000.0,117664900000.0,76587500000.0,41222600000.0,1646900000.0,1646900000.0,151726600000.0,42221300000.0,3503300000.0,0.0,429400000.0,0.0,832900000.0,8606200000.0,28618000000.0,700100000.0,27917900000.0,429400000.0,109505300000.0,1037200000.0,10963700000.0,167300000.0,10796400000.0,22900000.0,22900000.0,83064800000.0,4854900000.0,0.0,78209900000.0,271402300000.0,120285000000.0,2690500000.0,5517300000.0,0.0,148600000.0,148600000.0,6608300000.0,5570900000.0,1037400000.0,,9578700000.0,7944800000.0,1633900000.0,97762100000.0,-39524500000.0,137286600000.0,7609000000.0,2848700000.0,95932400000.0,18270400000.0,12626100000.0,0.0,151117300000.0,24500000.0,253600000.0,,2811300000.0,11348600000.0,83939200000.0,20069600000.0,27132200000.0,36737400000.0,4410100000.0,2248000000.0,36578200000.0,-65900000.0,36644100000.0,9503800000.0,4804700000.0,4699100000.0,2113200000.0,2585900000.0,2023-03-31,,
823434588.0,823434588.0,54426500000.0,64730800000.0,137117400000.0,218282700000.0,33086700000.0,137117400000.0,1063700000.0,154615600000.0,198910400000.0,154833900000.0,218300000.0,154615600000.0,152968700000.0,,,1646900000.0,1646900000.0,186297000000.0,62872100000.0,4270700000.0,,,,,12504800000.0,45255800000.0,961000000.0,44294800000.0,606700000.0,123424900000.0,2231500000.0,19475000000.0,102700000.0,19372300000.0,,51100000.0,82078300000.0,,2300000.0,82076000000.0,341130900000.0,184619300000.0,4400500000.0,,1552200000.0,2173000000.0,2173000000.0,12307600000.0,,,98600000.0,17498200000.0,8505800000.0,8992400000.0,144108000000.0,,144108000000.0,15896700000.0,128211300000.0,,,,,156511600000.0,9124200000.0,,3792500000.0,,,87114400000.0,,,,615900000.0,1126500000.0,30985500000.0,,,23752600000.0,14512000000.0,9240600000.0,,,2024-09-30 00:00:00,,
