Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
15779735.0,15779735.0,202081000.0,272492000.0,1026661000.0,1294807000.0,588320000.0,1026661000.0,19615000.0,1041930000.0,1277505000.0,1040792000.0,-1138000.0,1041930000.0,884133000.0,,,157797000.0,157797000.0,1073006000.0,260048000.0,8759000.0,,0.0,251239000.0,15664000.0,235575000.0,,812958000.0,172088000.0,21253000.0,3951000.0,17302000.0,,10961000.0,551189000.0,,,8522000.0,542667000.0,2113798000.0,712520000.0,56543000.0,,15927000.0,18070000.0,18070000.0,15269000.0,107000.0,15162000.0,606711000.0,,606711000.0,119549000.0,487162000.0,,,,,1401278000.0,56850000.0,0.0,,,599054000.0,,,,,0.0,649818000.0,95556000.0,44760000.0,50796000.0,,2024-03-31
15779735.0,15779735.0,245193000.0,270820000.0,865932000.0,1130052000.0,400169000.0,865932000.0,22060000.0,881292000.0,966531000.0,881016000.0,-276000.0,881292000.0,723495000.0,,,157797000.0,157797000.0,967916000.0,113654000.0,9923000.0,,0.0,102622000.0,17383000.0,85239000.0,1059000.0,854262000.0,206377000.0,168198000.0,4677000.0,163521000.0,,8612000.0,437994000.0,,,0.0,437994000.0,1848932000.0,594502000.0,53317000.0,,14770000.0,17092000.0,17092000.0,15360000.0,198000.0,15162000.0,493963000.0,,493963000.0,7074000.0,486889000.0,,,,,1254431000.0,73445000.0,0.0,,,622362000.0,,,,,8812000.0,506423000.0,43389000.0,39822000.0,3567000.0,,2023-09-30
15779735.0,15779735.0,16851000.0,48571000.0,795808000.0,840938000.0,510753000.0,795808000.0,18891000.0,811258000.0,836652000.0,811258000.0,,811258000.0,692325000.0,462211000.0,191250000.0,157797000.0,157797000.0,778977000.0,50826000.0,11085000.0,959000.0,0.0,38732000.0,13338000.0,25394000.0,,728151000.0,646738000.0,9839000.0,5553000.0,4286000.0,29505000.0,4884000.0,544269000.0,33644000.0,45000.0,3724000.0,506856000.0,1590235000.0,351332000.0,3000.0,9923000.0,13073000.0,7743000.0,7743000.0,15450000.0,288000.0,15162000.0,309621000.0,-234091000.0,543712000.0,1385000.0,35530000.0,242919000.0,175006000.0,88872000.0,0.0,1238904000.0,163909000.0,0.0,86634000.0,41734000.0,515559000.0,83691000.0,88051000.0,343817000.0,70000.0,,535562000.0,59345000.0,46516000.0,12829000.0,12829000.0,2023-03-31
