Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
260830.392672,0.26083,1505000000.0,1000000.0,1000000.0,984400000.0,67100000.0,5721000000.0,1506000000.0,1438900000.0,-107000000.0,107000000.0,983660830.392672,984400000.0,7129700000.0,,,,,984400000.0,984400000.0,0.0,984400000.0,-100000.0,984500000.0,984500000.0,347400000.0,1331900000.0,209200000.0,1000000.0,-1000000.0,-107000000.0,107000000.0,1228700000.0,1408700000.0,1034600000.0,67100000.0,67100000.0,2637400000.0,5721000000.0,8358400000.0,8358400000.0,2024-03-31
-16415748.031496,0.227997,1329100000.0,-72000000.0,-72000000.0,882500000.0,58900000.0,5259400000.0,1257100000.0,1198200000.0,-55200000.0,55200000.0,938084251.968504,882500000.0,6490600000.0,119095816.0,119095816.0,7.41,7.41,882500000.0,882500000.0,0.0,882500000.0,100000.0,882400000.0,882400000.0,260600000.0,1143000000.0,229700000.0,-72000000.0,72000000.0,-55200000.0,55200000.0,1040500000.0,1231200000.0,833500000.0,58900000.0,58900000.0,2271700000.0,5259400000.0,7531100000.0,7531100000.0,2023-12-31
-8319543.906718,0.237024,1096600000.0,-35100000.0,-35100000.0,739200000.0,54300000.0,4730300000.0,1061500000.0,1007200000.0,-38100000.0,38100000.0,765980456.093282,739200000.0,5859800000.0,119033816.0,119033816.0,6.21,6.21,739200000.0,739200000.0,0.0,739200000.0,-200000.0,739400000.0,739400000.0,229700000.0,969100000.0,169700000.0,-35100000.0,35100000.0,-38100000.0,38100000.0,872600000.0,1129500000.0,779100000.0,54300000.0,54300000.0,2002100000.0,4730300000.0,6732400000.0,6732400000.0,2023-09-30
-11335872.235872,0.245365,1025100000.0,-46200000.0,-46200000.0,675500000.0,52100000.0,4517500000.0,978900000.0,926800000.0,-31400000.0,31400000.0,710364127.764128,675500000.0,5705500000.0,119135802.0,119135802.0,5.67,5.67,675500000.0,675500000.0,0.0,675500000.0,-200000.0,675700000.0,675700000.0,219700000.0,895400000.0,162400000.0,-46200000.0,46200000.0,-31400000.0,31400000.0,810600000.0,1188000000.0,871200000.0,52100000.0,52100000.0,1998600000.0,4517500000.0,6516100000.0,6516100000.0,2023-06-30
0.0,0.30698,764200000.0,,,476600000.0,49900000.0,4202600000.0,764200000.0,714300000.0,-33800000.0,33800000.0,476600000.0,476600000.0,5236500000.0,,,,,476600000.0,476600000.0,0.0,476600000.0,5000000.0,471600000.0,471600000.0,208900000.0,680500000.0,31200000.0,,,-33800000.0,33800000.0,901900000.0,1033900000.0,718000000.0,49900000.0,49900000.0,1935800000.0,4202600000.0,6138400000.0,6138400000.0,2023-03-31
,,,-41200000.0,-41200000.0,,,,,,,,,,,119205128.0,119205128.0,3.9,3.9,,,,,,,,,,,-41200000.0,41200000.0,,,,,,,,,,,,2022-12-31
-422153.763729,0.248326,1263500000.0,-1700000.0,-1700000.0,841800000.0,68500000.0,5136000000.0,1261800000.0,1193300000.0,-73400000.0,73400000.0,843077846.236271,841800000.0,6423100000.0,119066478.0,119066478.0,7.07,7.07,841800000.0,841800000.0,0.0,841800000.0,0.0,841800000.0,841800000.0,278100000.0,1119900000.0,275500000.0,-1700000.0,1700000.0,-73400000.0,73400000.0,919500000.0,1287100000.0,902600000.0,68500000.0,68500000.0,2206600000.0,5136000000.0,7342600000.0,7342600000.0,2024-06-30 00:00:00
