Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,1197633270.0,1197633270.0,3733520000.0,3824950000.0,6615346000.0,10440296000.0,2841233000.0,6615346000.0,,6615346000.0,10020819000.0,6615346000.0,6615346000.0,5417713000.0,,,,1197633000.0,1197633000.0,6065568000.0,3434538000.0,1000.0,,3405473000.0,,3405473000.0,29064000.0,2631030000.0,383928000.0,419477000.0,,419477000.0,,1291000.0,1256408000.0,,1256408000.0,12680914000.0,7208651000.0,511096000.0,,,496398000.0,6201157000.0,,6201157000.0,501987000.0,5699170000.0,,,,,5472263000.0,211197000.0,,,2955485000.0,,,,,1745746000.0,,,559835000.0,468405000.0,91430000.0,,2024-03-31
,1186633270.0,1186633270.0,2725709000.0,2845146000.0,6007592000.0,8852738000.0,1387819000.0,6007592000.0,,6007592000.0,7988889000.0,6007592000.0,6007592000.0,4820959000.0,,,,1186633000.0,1186633000.0,5816750000.0,2005073000.0,,,1981297000.0,,1981297000.0,23776000.0,3811677000.0,733851000.0,863849000.0,,863849000.0,,1156000.0,1839574000.0,,1839574000.0,11824342000.0,6624848000.0,387044000.0,,,400254000.0,5837550000.0,,5837550000.0,143728000.0,5693822000.0,,,,,5199496000.0,221173000.0,,,3141929000.0,,,,,1382452000.0,,,453942000.0,334505000.0,119437000.0,,2023-09-30
,1039611770.0,1039611770.0,3283787000.0,3403968000.0,5171647000.0,8568348000.0,754122000.0,5171647000.0,7267000.0,5171647000.0,7454274000.0,5171647000.0,5171647000.0,249703000.0,2081423000.0,-3051401000.0,2246623000.0,1039612000.0,1039612000.0,6147961000.0,2311276000.0,1000.0,23776000.0,2287500000.0,4873000.0,2282627000.0,23776000.0,3836685000.0,461210000.0,1116468000.0,2394000.0,1114074000.0,1156000.0,1156000.0,1575953000.0,143069000.0,1432884000.0,11319608000.0,6728800000.0,406945000.0,90594000.0,118065000.0,400254000.0,5921600000.0,-4758122000.0,10679722000.0,129919000.0,548141000.0,5851008000.0,2200003000.0,1950651000.0,0.0,4590807000.0,223350000.0,80964000.0,263969000.0,2817983000.0,-1000.0,588628000.0,2229356000.0,190613000.0,1124364000.0,-93485000.0,1217849000.0,112914000.0,312197000.0,112914000.0,112914000.0,2023-03-31
,1197633270.0,1197633270.0,903611000.0,3808072000.0,6722654000.0,7629548000.0,2237009000.0,6722654000.0,,6722654000.0,6722654000.0,6722654000.0,6722654000.0,,,,,1197633000.0,1197633000.0,6246235000.0,2929243000.0,1000.0,,2901178000.0,,,28064000.0,3316992000.0,349939000.0,906894000.0,,906894000.0,,1291000.0,1488689000.0,,1488689000.0,12968889000.0,7414887000.0,464453000.0,,,496398000.0,6454036000.0,,6454036000.0,887970000.0,5566066000.0,,,,,5554001000.0,218694000.0,,,2929517000.0,,,,,1966681000.0,,,439109000.0,435826000.0,3283000.0,,2024-09-30 00:00:00
