Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.215028,297278000.0,0.0,0.0,212156000.0,15281000.0,1532925000.0,297278000.0,281997000.0,-12771000.0,12771000.0,212156000.0,212156000.0,1626581000.0,,,,,212156000.0,212156000.0,0.0,212156000.0,212156000.0,212156000.0,57891000.0,269226000.0,29552000.0,0.0,-12771000.0,12771000.0,252445000.0,93656000.0,15281000.0,15281000.0,346101000.0,1532925000.0,1879026000.0,1879026000.0,2024-03-31
0.0,0.228615,368801000.0,0.0,0.0,271811000.0,10628000.0,1576017000.0,368801000.0,358173000.0,-7164000.0,7164000.0,271811000.0,271811000.0,1667934000.0,1087244000.0,1087244000.0,0.25,0.25,271811000.0,271811000.0,0.0,271811000.0,271811000.0,271811000.0,80246000.0,351009000.0,11693000.0,0.0,-7164000.0,7164000.0,346480000.0,91917000.0,10628000.0,10628000.0,438397000.0,1576017000.0,2014414000.0,2014414000.0,2023-12-31
0.0,0.194234,253231000.0,0.0,0.0,186026000.0,7823000.0,907757000.0,253231000.0,245408000.0,-12220000.0,12220000.0,186026000.0,186026000.0,986031000.0,1137600422.0,1137600422.0,0.163525,0.163525,186026000.0,186026000.0,0.0,186026000.0,186026000.0,186026000.0,45293000.0,233188000.0,13684000.0,0.0,-12220000.0,12220000.0,231724000.0,78274000.0,7823000.0,7823000.0,309998000.0,907757000.0,1217755000.0,1217755000.0,2023-09-30
0.0,0.137141,165059000.0,0.0,0.0,128390000.0,6724000.0,915218000.0,165059000.0,158335000.0,-9539000.0,9539000.0,128390000.0,128390000.0,992302000.0,1112282158.0,1112282158.0,0.115429,0.115429,128390000.0,128390000.0,0.0,128390000.0,128390000.0,128390000.0,20406000.0,148796000.0,19471000.0,0.0,-9539000.0,9539000.0,138864000.0,77084000.0,6724000.0,6724000.0,215948000.0,915218000.0,1131166000.0,1131166000.0,2023-06-30
0.0,0.103014,269923000.0,0.0,0.0,212183000.0,19949000.0,1016365000.0,269923000.0,249974000.0,-13423000.0,13423000.0,212183000.0,212183000.0,1122636000.0,1178794444.0,1116752632.0,0.18,0.19,212183000.0,212183000.0,0.0,212183000.0,212183000.0,212183000.0,24368000.0,236551000.0,18370000.0,0.0,-13423000.0,13423000.0,231604000.0,106271000.0,19949000.0,19949000.0,337875000.0,1016365000.0,1354240000.0,1354240000.0,2024-06-30 00:00:00
