Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Accrued Expenses,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans
33090000.0,33090000.0,506207000.0,586501000.0,562444000.0,1247238000.0,130120000.0,562444000.0,20806000.0,681543000.0,1110610000.0,682654000.0,1111000.0,681543000.0,350643000.0,,,330900000.0,330900000.0,884589000.0,508187000.0,2000.0,,,38276000.0,441651000.0,12584000.0,429067000.0,18222000.0,376402000.0,12548000.0,144850000.0,8222000.0,136628000.0,,15163000.0,121028000.0,,121028000.0,1567243000.0,1060720000.0,74606000.0,,168300000.0,168300000.0,,119099000.0,119099000.0,,688418000.0,,688418000.0,219717000.0,468701000.0,,,,,506522000.0,46536000.0,,,95718000.0,,,,,566000.0,269925000.0,,,93777000.0,34289000.0,59488000.0,,2024-03-31,
33090000.0,33090000.0,473881000.0,540629000.0,520524000.0,1197773000.0,167755000.0,520524000.0,25026000.0,682170000.0,1128248000.0,682392000.0,222000.0,682170000.0,351270000.0,,,330900000.0,330900000.0,836147000.0,534003000.0,1000.0,,,34835000.0,462672000.0,16594000.0,446078000.0,24326000.0,302144000.0,12927000.0,77957000.0,8432000.0,69525000.0,,13401000.0,121783000.0,,121783000.0,1518539000.0,1048640000.0,21930000.0,,165756000.0,165756000.0,,161646000.0,161646000.0,,641937000.0,,641937000.0,170842000.0,471095000.0,,,,,469899000.0,36096000.0,,,79835000.0,,,,,710000.0,293793000.0,,,59465000.0,17743000.0,41722000.0,,2023-09-30,
30690000.0,30690000.0,673520000.0,736823000.0,247872000.0,1155345000.0,116058000.0,247872000.0,35884000.0,454406000.0,1077656000.0,456707000.0,2301000.0,454406000.0,174375000.0,-1356577000.0,1233397000.0,306900000.0,306900000.0,1058521000.0,732541000.0,,10776000.0,81000.0,40102000.0,647915000.0,24665000.0,623250000.0,24379000.0,325980000.0,-1000.0,88908000.0,11219000.0,77689000.0,12044000.0,12044000.0,165293000.0,71237000.0,94056000.0,1515228000.0,1073190000.0,1000.0,228688000.0,399000.0,398000.0,1000.0,206534000.0,204328000.0,2206000.0,637568000.0,-484233000.0,1121801000.0,151918000.0,485651000.0,443173000.0,351511000.0,175199000.0,0.0,442038000.0,1000.0,89689000.0,30138000.0,69542000.0,25906000.0,13671000.0,7081000.0,22884000.0,818000.0,201257000.0,-34635000.0,235892000.0,50593000.0,23174000.0,27419000.0,27419000.0,2023-03-31,
