Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.347283,0.0,0.0,23011400000.0,21873600000.0,36723400000.0,58597000000.0,23011400000.0,23011400000.0,,,,,23011400000.0,23011400000.0,23011400000.0,23011500000.0,0.0,23011500000.0,2797400000.0,8055100000.0,0.0,22799100000.0,7372400000.0,33122700000.0,33122700000.0,2024-03-31
0.0,0.352766,0.0,0.0,5052300000.0,19880700000.0,35638200000.0,55518900000.0,5052300000.0,5052300000.0,12029285714.0,12029285714.0,0.42,0.42,5052300000.0,5052300000.0,5052300000.0,5052300000.0,0.0,5052300000.0,2740600000.0,7768900000.0,0.0,19557000000.0,7023300000.0,28488900000.0,28488900000.0,2023-12-31
0.0,0.3722,0.0,0.0,4035400000.0,19165500000.0,33022700000.0,52188200000.0,4035400000.0,4035400000.0,11955958176.0,11955958176.0,34.0,34.0,4035400000.0,4035400000.0,4035400000.0,4035300000.0,0.0,4035300000.0,2381300000.0,6397900000.0,0.0,15814500000.0,5190100000.0,25633300000.0,25633300000.0,2023-09-30
0.0,0.0,1656000.0,1656000.0,5935076000.0,19721150000.0,30153033000.0,49874183000.0,5933420000.0,5935076000.0,,,,,5935076000.0,5935076000.0,5935076000.0,5935076000.0,0.0,5935076000.0,3252700000.0,-1362624000.0,1656000.0,14775850000.0,-4130912000.0,29314775000.0,29314775000.0,2023-03-31
0.0,0.360761,0.0,0.0,6540500000.0,19518700000.0,26752800000.0,46271500000.0,6540500000.0,6540500000.0,11891818182.0,11891818182.0,0.55,0.55,6540500000.0,6540500000.0,6540500000.0,6540500000.0,0.0,6540500000.0,3685100000.0,10214800000.0,0.0,15336700000.0,4866300000.0,27753300000.0,27753300000.0,2022-12-31
0.0,0.361184,0.0,0.0,5553000000.0,22535600000.0,37704300000.0,60239900000.0,5553000000.0,5553000000.0,12340000000.0,12340000000.0,0.45,0.45,5553000000.0,5553000000.0,5553000000.0,5553000000.0,0.0,5553000000.0,3115100000.0,8624700000.0,0.0,18299400000.0,6218200000.0,30889900000.0,30889900000.0,2024-06-30 00:00:00
0.0,0.355334,0.0,0.0,2249300000.0,20087900000.0,32151300000.0,52239200000.0,2249300000.0,2249300000.0,11838421053.0,11838421053.0,0.19,0.19,2249300000.0,2249300000.0,2249300000.0,2249400000.0,0.0,2249400000.0,1231800000.0,3466600000.0,0.0,19058500000.0,8776600000.0,26418100000.0,26418100000.0,2023-06-30 00:00:00
