Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
64585746.0,64585746.0,104299000.0,241203000.0,1188965000.0,1434425000.0,795385000.0,1188965000.0,1193222000.0,1278865000.0,1193222000.0,1193222000.0,547365000.0,,,645857000.0,645857000.0,727114000.0,139975000.0,19078000.0,85643000.0,85643000.0,587139000.0,262568000.0,155560000.0,155560000.0,,166528000.0,,,166528000.0,1920336000.0,537812000.0,,,45220000.0,45220000.0,131827000.0,4257000.0,,349491000.0,,349491000.0,541000.0,348950000.0,,,,,1382524000.0,109163000.0,,,0.0,,907627000.0,365734000.0,228830000.0,136904000.0,,,2024-03-31
66035923.0,66035923.0,201842000.0,213449000.0,1188624000.0,1405872000.0,733934000.0,1188624000.0,1192423000.0,1293848000.0,1192423000.0,1192423000.0,542940000.0,,,649483000.0,649483000.0,462353000.0,154038000.0,18310000.0,101425000.0,101425000.0,308315000.0,64285000.0,112024000.0,112024000.0,,116891000.0,,,116891000.0,1654776000.0,612527000.0,,,58948000.0,58948000.0,49971000.0,3799000.0,,494577000.0,,494577000.0,541000.0,494036000.0,,,,,1042249000.0,94835000.0,,,0.0,,834527000.0,112887000.0,101280000.0,11607000.0,,,2023-09-30
66035923.0,66035923.0,121284000.0,312579000.0,1172579000.0,1489468000.0,753418000.0,1172579000.0,1176889000.0,1315210000.0,1176889000.0,1176889000.0,527406000.0,126157000.0,371702000.0,649483000.0,649483000.0,543586000.0,189526000.0,18319000.0,138321000.0,138321000.0,354060000.0,19640000.0,174258000.0,174258000.0,5116000.0,155046000.0,8040000.0,2052000.0,144954000.0,1720475000.0,612997000.0,2000.0,20667000.0,27025000.0,27025000.0,50459000.0,4310000.0,4310000.0,497707000.0,-413739000.0,911446000.0,1642000.0,496067000.0,465201000.0,199113000.0,245490000.0,0.0,1107478000.0,63505000.0,50312000.0,36519000.0,0.0,2448000.0,738553000.0,216141000.0,24846000.0,191295000.0,120725000.0,70570000.0,2023-03-31
