Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
50631264.0,50631264.0,2989400000.0,3240300000.0,4236800000.0,7298100000.0,253500000.0,4236800000.0,180400000.0,4238200000.0,5394000000.0,4238200000.0,4238200000.0,,,,506300000.0,506300000.0,6009300000.0,1355800000.0,77300000.0,,1278500000.0,122700000.0,1155800000.0,4653500000.0,61600000.0,1961800000.0,57700000.0,1904100000.0,56900000.0,2379600000.0,,300000.0,2379300000.0,10247500000.0,5340500000.0,36300000.0,,209200000.0,70600000.0,70600000.0,1400000.0,,5002300000.0,,5002300000.0,202500000.0,4799800000.0,,,,,4907000000.0,1029700000.0,,2146200000.0,,,,6900000.0,1228300000.0,,,495900000.0,425400000.0,70500000.0,,2024-03-31
50599264.0,50599264.0,3013700000.0,3175100000.0,4045600000.0,7174000000.0,392400000.0,4045600000.0,48400000.0,4047300000.0,5419400000.0,4047300000.0,4047300000.0,,,,506000000.0,506000000.0,5728000000.0,1486300000.0,75600000.0,,1388200000.0,16100000.0,1372100000.0,4241700000.0,67400000.0,1786900000.0,32300000.0,1754600000.0,62500000.0,2252900000.0,,300000.0,2252600000.0,9775300000.0,5141200000.0,119600000.0,,291200000.0,37100000.0,37100000.0,1700000.0,,4663800000.0,,4663800000.0,173200000.0,4490600000.0,,,,,4634100000.0,892500000.0,,2290000000.0,,,,9500000.0,1126900000.0,,,315200000.0,202200000.0,113000000.0,,2023-09-30
50353314.0,50353314.0,2589153000.0,2757435000.0,4200548000.0,6882514000.0,734353000.0,4200548000.0,77402000.0,4202481000.0,5718718000.0,4202481000.0,4202481000.0,30389000.0,2646039000.0,745321000.0,503533000.0,503533000.0,5001131000.0,1631810000.0,74227000.0,24228000.0,1533355000.0,17118000.0,1516237000.0,3369321000.0,47000.0,1224080000.0,60284000.0,1163796000.0,33681000.0,2040547000.0,115028000.0,332000.0,1925187000.0,9203612000.0,5099938000.0,56900000.0,76191000.0,199582000.0,10636000.0,10636000.0,1933000.0,1933000.0,4787901000.0,-2655115000.0,7443016000.0,309646000.0,20176000.0,5973770000.0,974220000.0,165204000.0,0.0,4103674000.0,826465000.0,3456000.0,1994026000.0,754292000.0,236358000.0,1003376000.0,17151000.0,1040475000.0,-6253000.0,1046728000.0,222101000.0,131221000.0,90880000.0,90880000.0,2023-03-31
