Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
21957533.0,21957533.0,3974500000.0,4052400000.0,7665300000.0,11717700000.0,518300000.0,7665300000.0,7665300000.0,10755600000.0,7665300000.0,7665300000.0,7445700000.0,,,219600000.0,219600000.0,4805300000.0,3161800000.0,,9600000.0,3090300000.0,3090300000.0,13300000.0,1643500000.0,64000000.0,962100000.0,962100000.0,,5800000.0,501000000.0,,,501000000.0,12470600000.0,10308800000.0,218400000.0,,516600000.0,516600000.0,,4200000.0,,,9435200000.0,,9435200000.0,0.0,9435200000.0,,,2161800000.0,410200000.0,,,103300000.0,,,,78900000.0,,,1569400000.0,1491500000.0,77900000.0,,,2024-03-31
21957533.0,21957533.0,4340000000.0,4443900000.0,7846200000.0,12290100000.0,769200000.0,7846200000.0,7846200000.0,11329300000.0,7846200000.0,7846200000.0,7626600000.0,,,219600000.0,219600000.0,4845200000.0,3563400000.0,,11000000.0,3483100000.0,3483100000.0,8800000.0,1281800000.0,51900000.0,960800000.0,960800000.0,,10200000.0,164700000.0,,,164700000.0,12691400000.0,10640400000.0,61300000.0,,520400000.0,520400000.0,,4200000.0,,,9928500000.0,,9928500000.0,33100000.0,9895400000.0,,,2051000000.0,519400000.0,,,101300000.0,,,,67400000.0,,,1362900000.0,1259000000.0,103900000.0,,,2023-09-30
21957533.0,21957533.0,4761400000.0,4985000000.0,8187700000.0,13172700000.0,258100000.0,8187700000.0,8187700000.0,12107100000.0,8187700000.0,8187700000.0,7968100000.0,5700800000.0,512300000.0,219600000.0,219600000.0,5386000000.0,3949000000.0,15500000.0,6800000.0,3919400000.0,3919400000.0,7300000.0,1437000000.0,35900000.0,1065600000.0,1065600000.0,40700000.0,10200000.0,247800000.0,11300000.0,2900000.0,233600000.0,13573700000.0,11878600000.0,,20200000.0,665000000.0,20000000.0,665000000.0,4100000.0,4100000.0,0.0,10430000000.0,-1160900000.0,11590900000.0,0.0,10430000000.0,11362600000.0,228300000.0,1695100000.0,26100000.0,2900000.0,213200000.0,187400000.0,187400000.0,709300000.0,222300000.0,62200000.0,-32000000.0,94200000.0,271700000.0,48100000.0,223600000.0,118100000.0,105500000.0,2023-03-31
