Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
10004160.0,10004160.0,4800000.0,1190200000.0,1191100000.0,717300000.0,1190200000.0,4800000.0,1191100000.0,1191100000.0,1191100000.0,1191100000.0,1091100000.0,,,100000000.0,100000000.0,671900000.0,33000000.0,,,22900000.0,3500000.0,3500000.0,,6600000.0,638900000.0,117700000.0,1300000.0,1300000.0,0.0,9600000.0,510300000.0,,,77300000.0,433000000.0,1863000000.0,506900000.0,8100000.0,,,,900000.0,900000.0,497900000.0,,497900000.0,27100000.0,470800000.0,,,,,1356200000.0,8900000.0,,904500000.0,,,65700000.0,,218000000.0,,,159100000.0,44800000.0,114300000.0,,2024-03-31
10004160.0,10004160.0,5200000.0,1045800000.0,1047000000.0,628900000.0,1045800000.0,5200000.0,1047000000.0,1047000000.0,1047000000.0,1047000000.0,947000000.0,,,100000000.0,100000000.0,620100000.0,30900000.0,,,21100000.0,4100000.0,4100000.0,0.0,5700000.0,589200000.0,95800000.0,1100000.0,1100000.0,0.0,23800000.0,468500000.0,,,25000000.0,443500000.0,1667100000.0,449200000.0,7400000.0,,0.0,0.0,1200000.0,1200000.0,440600000.0,,440600000.0,3600000.0,437000000.0,,,,,1218100000.0,10100000.0,,800800000.0,,,36300000.0,0.0,151800000.0,,,219100000.0,59500000.0,159600000.0,,2023-09-30
10004160.0,10004160.0,4100000.0,964400000.0,966200000.0,549700000.0,964400000.0,3900000.0,966000000.0,966000000.0,966000000.0,966000000.0,866100000.0,495600000.0,370400000.0,100000000.0,100000000.0,465800000.0,26200000.0,100000.0,3500000.0,19400000.0,3200000.0,3200000.0,0.0,3500000.0,439600000.0,700000.0,900000.0,700000.0,200000.0,21600000.0,344400000.0,26100000.0,0.0,37100000.0,281200000.0,1431800000.0,442500000.0,698000.0,5200000.0,0.0,0.0,1600000.0,1600000.0,435002000.0,-146840000.0,581842000.0,900000.0,434100000.0,434500000.0,141842000.0,4600000.0,0.0,989300000.0,44600000.0,44600000.0,710100000.0,125300000.0,584800000.0,5400000.0,0.0,127500000.0,0.0,127500000.0,101700000.0,63500000.0,38200000.0,38200000.0,2023-03-31
