Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
,1541928780.0,1541928780.0,9098544000.0,10167486000.0,14727619000.0,25118053000.0,1897630000.0,14727619000.0,7698000.0,14958265000.0,22063982000.0,21749477000.0,6791212000.0,14958265000.0,13416336000.0,,,1541929000.0,1541929000.0,24824444000.0,17448172000.0,2096863000.0,,,8054308000.0,7108558000.0,2841000.0,7105717000.0,188443000.0,7376272000.0,397685000.0,,3058928000.0,4857000.0,3054071000.0,,308061000.0,2207674000.0,,2207674000.0,46573921000.0,37300019000.0,222179000.0,,1940178000.0,,1940178000.0,,,,,61084000.0,230646000.0,35801000.0,194845000.0,34585456000.0,,34585456000.0,0.0,34585456000.0,,,,,9273902000.0,1524104000.0,,,744383000.0,,,1905309000.0,,3478104000.0,1622002000.0,560758000.0,1061244000.0,,2024-03-31
0.0,1541928780.0,1541928780.0,9747054000.0,10337827000.0,14422684000.0,25023376000.0,495433000.0,14422684000.0,48013000.0,14733562000.0,22430745000.0,22064987000.0,7331425000.0,14733562000.0,13191633000.0,,,1541929000.0,1541929000.0,25727258000.0,16492827000.0,543562000.0,,,8037347000.0,7732757000.0,35574000.0,7697183000.0,179161000.0,9234431000.0,1025597000.0,,2605070000.0,12439000.0,2592631000.0,,391125000.0,2619920000.0,,2619920000.0,47792245000.0,38062381000.0,24050000.0,,2100963000.0,,2100963000.0,,,,,61402000.0,310878000.0,35691000.0,275187000.0,35275727000.0,,35275727000.0,213458000.0,35062269000.0,,,,,9729864000.0,1247343000.0,,,979232000.0,,,2211903000.0,,3938438000.0,1352948000.0,810188000.0,542760000.0,,2023-12-31
,1541928780.0,1541928780.0,14142865000.0,14948786000.0,13857936000.0,29037587000.0,-5131455000.0,13857936000.0,59827000.0,14148628000.0,21728012000.0,21122384000.0,6973756000.0,14148628000.0,12606699000.0,,,1541929000.0,1541929000.0,31428290000.0,16626384000.0,774806000.0,,,8040176000.0,7609095000.0,29711000.0,7579384000.0,202307000.0,14801906000.0,1126500000.0,,7339691000.0,30116000.0,7309575000.0,,340991000.0,2905115000.0,,2905115000.0,52550674000.0,42880223000.0,27614000.0,,2035922000.0,,2035922000.0,,,,,61720000.0,290692000.0,35666000.0,255026000.0,35201467000.0,,35201467000.0,408852000.0,34792615000.0,,,,,9670451000.0,1172520000.0,,,1149231000.0,,,1954596000.0,,3858236000.0,1535868000.0,789774000.0,746094000.0,,2023-09-30
,1541928780.0,1541928780.0,15536169000.0,16081982000.0,13221848000.0,29586253000.0,-5153102000.0,13221848000.0,6394000.0,13510665000.0,22092801000.0,18786120000.0,5275455000.0,13510665000.0,11968736000.0,,,1541929000.0,1541929000.0,32281424000.0,17967595000.0,1242869000.0,,,7948439000.0,8584886000.0,2750000.0,8582136000.0,191401000.0,14313829000.0,1813330000.0,,7497096000.0,3644000.0,7493452000.0,,411300000.0,1966173000.0,,1966173000.0,51067544000.0,41906817000.0,47302000.0,,1896643000.0,,1896643000.0,,,,,62037000.0,288817000.0,35228000.0,253589000.0,34437923000.0,,34437923000.0,621664000.0,33816259000.0,,,,,9160727000.0,1203689000.0,,,1244476000.0,,,1936060000.0,,3899559000.0,876943000.0,337524000.0,539419000.0,,2023-06-30
,1541928780.0,1541928780.0,15920652000.0,16380542000.0,13016153000.0,29598625000.0,-4197570000.0,13016153000.0,103222000.0,13321305000.0,22092621000.0,18533095000.0,5211790000.0,13321305000.0,11779376000.0,8753408000.0,1200000.0,1541929000.0,1541929000.0,31385637000.0,18973331000.0,227408000.0,196664000.0,1850751000.0,7865531000.0,8832977000.0,61661000.0,8771316000.0,196664000.0,12412306000.0,7735000.0,374346000.0,7547565000.0,41561000.0,7506004000.0,11112000.0,385458000.0,3668834000.0,2321119000.0,1347715000.0,49918732000.0,41703996000.0,14485000.0,71280000.0,1470706000.0,2471000.0,1468141000.0,94000.0,327981000.0,109552000.0,218429000.0,62355000.0,305152000.0,51314000.0,253838000.0,34264276000.0,-2912949000.0,37177225000.0,89000.0,544621000.0,3533661000.0,328740000.0,434697000.0,32335417000.0,8214736000.0,1153634000.0,45350000.0,1055948000.0,600839000.0,451276000.0,149563000.0,1954270000.0,171140000.0,3901460000.0,485729000.0,129061000.0,356668000.0,356668000.0,2023-03-31
,1541928780.0,1541928780.0,8212248000.0,9921523000.0,14941855000.0,25085323000.0,2801072000.0,14941855000.0,8866000.0,15172666000.0,22084701000.0,22474150000.0,7301484000.0,15172666000.0,13630737000.0,,,1541929000.0,1541929000.0,25091096000.0,17700351000.0,2382365000.0,,,8210385000.0,6916114000.0,4079000.0,6912035000.0,191487000.0,7390745000.0,817125000.0,,3005409000.0,4787000.0,3000622000.0,,279727000.0,1870021000.0,,1870021000.0,47565246000.0,37373429000.0,171623000.0,,1940308000.0,,1940308000.0,,,,,60766000.0,230811000.0,35835000.0,194976000.0,34718148000.0,,34718148000.0,5000.0,34718143000.0,,,,,10191817000.0,1678739000.0,,,527127000.0,,,1911440000.0,,3715240000.0,2359271000.0,658862000.0,1700409000.0,,2024-06-30 00:00:00
